city,X,집계년도,재산번호,재산구분명,재산종류명,행정재산구분명,회계구분명,산구분명,시군구명,읍면동명,리명,본번,부번,입력시스템명,실지목명,공부지목명,재산수량,재산면적,대장가액.원.,기준가액.원.,재산관리기관명,분임관리기관명,위임관리기관명,취득일자,취득승인여부,취득방법명,재산명칭,등록일자,비고,address,longitude,latitude,avg_price
Gimpo,251,2015,148607,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,양촌읍,양곡리,631,1,이호조,도로,road,1,76,10395320,10395320,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2009-03-02,Y,매입,지방도미불용지,2009-12-28,,경기도 김포시 양촌읍 양곡리 631 - 1,126.6356,37.6635,136780.5263
Gimpo,252,2015,105752,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,양촌읍,양곡리,631,4,행정,답,dap,1,120,26760000,26760000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1998-08-13,Y,매입,,2008-01-17,,경기도 김포시 양촌읍 양곡리 631 - 4,126.6356,37.6635,223000
Gimpo,253,2015,105753,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,양촌읍,양곡리,632,3,행정,답,dap,1,52,16796000,16796000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1998-08-14,Y,매입,,2008-01-17,,경기도 김포시 양촌읍 양곡리 632 - 3,126.6357,37.6637,323000
Gimpo,254,2015,105754,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,양촌읍,양곡리,633,1,행정,전,jeon,1,13,2535000,2535000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1998-08-31,Y,매입,,2008-01-17,,경기도 김포시 양촌읍 양곡리 633 - 1,126.6361,37.6636,195000
Gimpo,255,2015,105755,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,양촌읍,양곡리,633,2,행정,전,jeon,1,387,82044000,82044000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1998-08-31,Y,매입,,2008-01-17,,경기도 김포시 양촌읍 양곡리 633 - 2,126.6359,37.6634,212000
Gimpo,256,2015,105756,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,양촌읍,양곡리,633,3,행정,도로,road,1,582,8613600,8613600,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2000-08-28,Y,매입,,2009-12-23,,경기도 김포시 양촌읍 양곡리 633 - 3,126.6358,37.6636,14800
Gimpo,257,2015,105757,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,양촌읍,양곡리,633,4,행정,도로,road,1,20,296000,296000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2000-08-28,Y,매입,,2009-12-23,,경기도 김포시 양촌읍 양곡리 633 - 4,126.6357,37.6633,14800
Gimpo,285,2015,105758,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,양촌읍,양곡리,633,5,행정,전,jeon,1,394,89832000,89832000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1998-08-31,Y,매입,,2008-01-17,,경기도 김포시 양촌읍 양곡리 633 - 5,126.6359,37.6636,228000
Gimpo,286,2015,105759,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,양촌읍,양곡리,634,3,행정,대,dae,1,24,7656000,7656000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1998-09-17,Y,매입,,2008-01-17,,경기도 김포시 양촌읍 양곡리 634 - 3,126.636,37.6634,319000
Gimpo,314,2015,105760,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,양촌읍,양곡리,634,4,행정,전,jeon,1,295,67260000,67260000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1998-09-17,Y,매입,,2008-01-17,,경기도 김포시 양촌읍 양곡리 634 - 4,126.6359,37.6632,228000
Gimpo,315,2015,105761,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,양촌읍,양곡리,638,4,행정,대,dae,1,7,2261000,2261000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1998-09-17,Y,매입,,2008-01-17,,경기도 김포시 양촌읍 양곡리 638 - 4,126.6351,37.6627,323000
Gimpo,359,2015,188488,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,통진읍,고정리,493,3,이호조,도로,road,1,181,15000,15000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2014-10-28,Y,매입,경기도 김포시 통진읍 고정리 일반번지 493-3번지,2014-12-22,,경기도 김포시 통진읍 고정리 493 - 3,126.6029,37.7111,82.87292818
Gimpo,360,2015,139402,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,통진읍,고정리,494,4,행정,도로,road,1,66,3267000,3267000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2007-08-14,Y,매입,,2008-03-17,,경기도 김포시 통진읍 고정리 494 - 4,126.6035,37.7111,49500
Gimpo,361,2015,30784,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,통진읍,고정리,495,2,행정,전,jeon,1,282,3792230,3792230,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2005-06-09,Y,매입,도로,2009-08-06,[토지분류코드:][관리대장코드:1628844],경기도 김포시 통진읍 고정리 495 - 2,126.6031,37.7099,13447.62411
Gimpo,362,2015,30785,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,통진읍,고정리,495,3,행정,임야,forest,1,2268,31561140,31561140,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2005-06-10,Y,매입,도로,2007-07-18,[토지분류코드:][관리대장코드:1628845],경기도 김포시 통진읍 고정리 495 - 3,126.603,37.7096,13915.84656
Gimpo,363,2015,145763,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,통진읍,서암리,597,2,이호조,답,dap,1,995,90047000,90047000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2008-05-09,Y,매입,서암~고정간 도로확포장,2010-01-21,,경기도 김포시 통진읍 서암리 597 - 2,126.6105,37.6936,90499.49749
Gimpo,364,2015,146756,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,통진읍,서암리,597,3,이호조,답,dap,1,8,712000,712000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2008-05-19,Y,매입,고정~서암간도로확포장,2010-01-21,,경기도 김포시 통진읍 서암리 597 - 3,126.6108,37.6934,89000
Gimpo,365,2015,188553,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,통진읍,서암리,604,2,이호조,도로,googeo,1,313,15000,15000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2014-10-16,Y,매입,경기도 김포시 통진읍 서암리 일반번지 604-2번지,2014-12-22,,경기도 김포시 통진읍 서암리 604 - 2,126.6105,37.6933,47.92332268
Gimpo,366,2015,188552,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,통진읍,서암리,605,1,이호조,도로,googeo,1,776,15000,15000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2014-10-16,Y,매입,경기도 김포시 통진읍 서암리 일반번지 605-1번지,2014-12-22,,경기도 김포시 통진읍 서암리 605 - 1,126.6104,37.6934,19.32989691
Gimpo,369,2015,188490,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,통진읍,고정리,489,5,이호조,도로,dap,1,40,15000,15000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2014-10-28,Y,매입,경기도 김포시 통진읍 고정리 일반번지 489-5번지,2014-12-22,,경기도 김포시 통진읍 고정리 489 - 5,126.602,37.7111,375
Gimpo,370,2015,186388,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,통진읍,고정리,490,5,이호조,도로,road,1,43,3213000,5409550,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2014-07-03,Y,매입,경기도 김포시 통진읍 고정리 일반번지 490-5번지,2014-07-18,,경기도 김포시 통진읍 고정리 490 - 5,126.6023,37.7111,74720.93023
Gimpo,371,2015,188489,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,통진읍,고정리,491,2,이호조,도로,road,1,119,15000,15000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2014-10-28,Y,매입,경기도 김포시 통진읍 고정리 일반번지 491-2번지,2014-12-22,,경기도 김포시 통진읍 고정리 491 - 2,126.6028,37.711,126.0504202
Gimpo,372,2015,169126,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,통진읍,고정리,944,3,행정,답,dap,1,10,297000,297000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2008-05-30,Y,누락재산등록,도로,2011-09-08,,경기도 김포시 통진읍 고정리 944 - 3,126.602,37.711,29700
Gimpo,373,2015,188484,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,통진읍,고정리,944,4,이호조,도로,road,1,233,15000,15000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2014-10-28,Y,매입,경기도 김포시 통진읍 고정리 일반번지 944-4번지,2014-12-22,,경기도 김포시 통진읍 고정리 944 - 4,126.6022,37.711,64.3776824
Gimpo,374,2015,184461,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,통진읍,고정리,944,5,이호조,답,dap,1,48,12695710,12710710,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2013-12-03,Y,매입,도로토지(고정리 944-5),2014-01-06,,경기도 김포시 통진읍 고정리 944 - 5,126.6019,37.711,264493.9583
Gimpo,375,2015,188536,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,통진읍,고정리,945,1,이호조,도로,googeo,1,120,15000,15000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2014-10-16,Y,매입,경기도 김포시 통진읍 고정리 일반번지 945-1번지,2014-12-22,,경기도 김포시 통진읍 고정리 945 - 1,126.6026,37.7105,125
Gimpo,376,2015,188535,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,통진읍,고정리,946,1,이호조,도로,road,1,107,15000,15000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2014-10-16,Y,매입,경기도 김포시 통진읍 고정리 일반번지 946-1번지,2014-12-22,,경기도 김포시 통진읍 고정리 946 - 1,126.6026,37.7105,140.1869159
Gimpo,377,2015,105481,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,향산리,130,1,행정,답,dap,1,117,9851400,9851400,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2004-08-03,Y,매입,,2008-01-17,,경기도 김포시 고촌읍 향산리 130 - 1,126.7373,37.6214,84200
Gimpo,378,2015,105482,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,향산리,130,3,행정,하천,river,1,1311,110386200,110386200,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2004-08-03,Y,매입,,2008-01-17,,경기도 김포시 고촌읍 향산리 130 - 3,126.737,37.6214,84200
Gimpo,379,2015,105483,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,향산리,132,7,행정,하천,river,1,968,81505600,81505600,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2004-07-01,Y,매입,,2008-01-17,,경기도 김포시 고촌읍 향산리 132 - 7,126.7381,37.6211,84200
Gimpo,380,2015,30151,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,풍곡리,8,4,행정,도로,road,1,5728,48879791,48879791,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1993-01-07,Y,매입,도로,2007-07-18,[토지분류코드:GA211][관리대장코드:1628211],경기도 김포시 고촌읍 풍곡리 8 - 4,126.7702,37.6154,8533.483066
Gimpo,381,2015,30154,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,풍곡리,8,60,행정,도로,road,1,5471,337560700,337560700,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1993-01-07,Y,매입,도로,2007-07-18,[토지분류코드:GA211][관리대장코드:1628214],경기도 김포시 고촌읍 풍곡리 8 - 60,126.7693,37.618,61700
Gimpo,382,2015,190651,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,풍곡리,8,117,행정,도로,road,1,569,4855551,4855551,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2014-12-23,Y,분할취득,도로,2007-07-18,[토지분류코드:GA211][관리대장코드:1628211],경기도 김포시 고촌읍 풍곡리 8 - 117,126.7699,37.6168,8533.481547
Gimpo,383,2015,30148,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,풍곡리,63,6,행정,도로,road,1,15,925500,925500,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1992-05-04,Y,매입,도로,2007-07-18,[토지분류코드:GA211][관리대장코드:1628208],경기도 김포시 고촌읍 풍곡리 63 - 6,126.7697,37.6165,61700
Gimpo,384,2015,30149,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,풍곡리,64,3,행정,도로,road,1,7,7.00E+05,7.00E+05,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1992-05-29,Y,매입,도로,2007-07-18,[토지분류코드:GA211][관리대장코드:1628209],경기도 김포시 고촌읍 풍곡리 64 - 3,126.7696,37.6168,100000
Gimpo,385,2015,30150,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,풍곡리,65,3,행정,도로,road,1,21,548000,548000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1992-05-04,Y,매입,도로,2007-07-18,[토지분류코드:GA211][관리대장코드:1628210],경기도 김포시 고촌읍 풍곡리 65 - 3,126.7695,37.6171,26095.2381
Gimpo,386,2015,183957,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,풍곡리,97,2,행정,임야,forest,1,907,89974400,89974400,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2012-07-27,Y,누락재산등록,도로,2013-12-11,,경기도 김포시 고촌읍 풍곡리 97 - 2,126.7658,37.6193,99200
Gimpo,387,2015,182135,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,전호리,71,12,행정,도로,road,1,1,11500,11500,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2012-07-10,Y,분할취득,도로,2007-07-18,[토지분류코드:GA211][관리대장코드:1628202],경기도 김포시 고촌읍 전호리 71 - 12,126.7917,37.6025,11500
Gimpo,388,2015,143923,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,전호리,72,5,행정,답,dap,1,63,19898400,19898400,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2008-10-24,Y,매입,향산리 선형개량공사,2010-01-21,,경기도 김포시 고촌읍 전호리 72 - 5,126.7939,37.6014,315847.619
Gimpo,389,2015,143924,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,전호리,72,6,행정,답,dap,1,83,26198400,26198400,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2008-10-24,Y,매입,향산리 선형개량공사,2010-01-21,,경기도 김포시 고촌읍 전호리 72 - 6,126.7941,37.6013,315643.3735
Gimpo,390,2015,105465,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,전호리,73,5,행정,답,dap,1,98,13916000,13916000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2006-07-13,Y,매입,,2008-01-17,,경기도 김포시 고촌읍 전호리 73 - 5,126.7943,37.6012,142000
Gimpo,391,2015,30143,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,전호리,74,3,행정,도로,road,1,30,345000,345000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1993-04-21,Y,매입,도로,2007-07-18,[토지분류코드:GA211][관리대장코드:1628203],경기도 김포시 고촌읍 전호리 74 - 3,126.7956,37.6005,11500
Gimpo,392,2015,105466,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,전호리,74,5,행정,답,dap,1,113,16046000,16046000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2006-07-13,Y,매입,,2008-01-17,,경기도 김포시 고촌읍 전호리 74 - 5,126.7946,37.6011,142000
Gimpo,394,2015,182801,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,통진읍,서암리,617,11,이호조,대,dae,1,47,22419000,23074000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2013-09-02,Y,매입,도로토지(서암리 617-11),2013-09-17,,경기도 김포시 통진읍 서암리 617 - 11,126.6099,37.6971,477000
Gimpo,395,2015,139424,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,통진읍,서암리,617,14,행정,목장용지,pasture,1,479,63625050,79972800,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2007-07-20,Y,매입,,2008-03-17,,경기도 김포시 통진읍 서암리 617 - 14,126.6098,37.6969,132828.9144
Gimpo,396,2015,178065,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,신곡리,34,22,행정,임야,forest,1,294,10172400,10172400,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1996-05-07,Y,누락재산등록,도로,2012-12-04,,경기도 김포시 고촌읍 신곡리 34 - 22,126.7709,37.6148,34600
Gimpo,397,2015,30131,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,신곡리,39,6,행정,도로,road,1,881,40437000,40437000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1992-05-04,Y,매입,도로,2007-07-18,[토지분류코드:GA211][관리대장코드:1628191],경기도 김포시 고촌읍 신곡리 39 - 6,126.7738,37.6137,45898.97843
Gimpo,398,2015,30132,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,신곡리,40,8,행정,도로,road,1,546,15494000,15494000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1992-12-07,Y,매입,도로,2007-07-18,[토지분류코드:GA211][관리대장코드:1628192],경기도 김포시 고촌읍 신곡리 40 - 8,126.774,37.6135,28377.28938
Gimpo,399,2015,30133,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,신곡리,41,8,행정,도로,road,1,6655,218427000,218427000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1994-04-19,Y,매입,도로,2007-07-18,[토지분류코드:GA211][관리대장코드:1628193],경기도 김포시 고촌읍 신곡리 41 - 8,126.7757,37.6135,32821.4876
Gimpo,400,2015,30134,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,신곡리,41,9,행정,도로,road,1,95,4360000,4360000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1994-04-19,Y,매입,도로,2007-07-18,[토지분류코드:GA211][관리대장코드:1628194],경기도 김포시 고촌읍 신곡리 41 - 9,126.7754,37.6133,45894.73684
Gimpo,401,2015,105467,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,전호리,74,6,행정,답,dap,1,12,1704000,1704000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2006-05-10,Y,매입,,2008-01-17,,경기도 김포시 고촌읍 전호리 74 - 6,126.7949,37.601,142000
Gimpo,402,2015,95824,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,전호리,74,7,행정,도로,road,1,607,6980501,6980501,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2005-07-26,Y,매입,도로,2007-07-18,[토지분류코드:GA211][관리대장코드:1628203],경기도 김포시 고촌읍 전호리 74 - 7,126.7958,37.6005,11500.00165
Gimpo,403,2015,158752,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,전호리,74,10,행정,도로,road,1,328,3772000,3772000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2009-06-16,Y,분할취득,도로,2007-07-18,[토지분류코드:GA211][관리대장코드:1628203],경기도 김포시 고촌읍 전호리 74 - 10,126.7956,37.6005,11500
Gimpo,404,2015,158754,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,전호리,74,11,행정,도로,road,1,320,3680000,3680000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2009-06-16,Y,분할취득,도로,2007-07-18,[토지분류코드:GA211][관리대장코드:1628203],경기도 김포시 고촌읍 전호리 74 - 11,126.796,37.6003,11500
Gimpo,405,2015,158755,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,전호리,74,12,행정,도로,road,1,335,3852500,3852500,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2009-06-16,Y,분할취득,도로,2007-07-18,[토지분류코드:GA211][관리대장코드:1628203],경기도 김포시 고촌읍 전호리 74 - 12,126.795,37.6011,11500
Gimpo,406,2015,158756,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,전호리,74,13,행정,도로,road,1,703,8084499,8084499,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2009-06-16,Y,분할취득,도로,2007-07-18,[토지분류코드:GA211][관리대장코드:1628203],경기도 김포시 고촌읍 전호리 74 - 13,126.795,37.601,11499.99858
Gimpo,407,2015,120989,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,고촌읍,전호리,126,1,행정,구거,googeo,1,93,11532000,11532000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2007-12-31,Y,매입,,2008-01-17,,경기도 김포시 고촌읍 전호리 126 - 1,126.7962,37.5981,124000
Gimpo,413,2015,30557,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,양촌읍,누산리,549,3,행정,도로,road,1,4463,107873500,120984500,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,1994-06-22,Y,매입,도로,2007-07-18,[토지분류코드:GA211][관리대장코드:1628617],경기도 김포시 양촌읍 누산리 549 - 3,126.6519,37.6689,24170.62514
Gimpo,414,2015,30558,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,양촌읍,누산리,549,5,행정,답,dap,1,3,168000,168000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2002-08-28,Y,매입,도로,2007-07-18,[토지분류코드:][관리대장코드:1628618],경기도 김포시 양촌읍 누산리 549 - 5,126.652,37.6692,56000
Gimpo,415,2015,167593,토지,행정재산,공공용재산,일반회계,일반,경기도 김포시,양촌읍,누산리,549,8,행정,답,dap,1,133,7448000,7448000,경기도 건설국 도로정책과,,경기도 김포시 안전건설국 건설도로과,2011-06-16,Y,분할취득,도로,2007-07-18,[토지분류코드:][관리대장코드:1628618],경기도 김포시 양촌읍 누산리 549 - 8,126.6522,37.6691,56000
