"","sido","center","type","applicants","total","grade1","grade2","grade3","grade4","grade5","outer"
"222","인천","인천중부운영센터","일반",2555,1501,90,214,530,568,99,561
"223","인천","인천중부운영센터","기초수급",817,439,25,55,146,184,29,248
"224","인천","인천중부운영센터","의료급여",45,30,2,2,12,13,1,9
"225","인천","인천중부운영센터","경감",420,379,31,57,154,130,7,20
"226","인천","인천남구운영센터","합계",7208,5003,372,801,2018,1659,153,1080
"227","인천","인천남구운영센터","일반",4934,3313,235,511,1358,1087,122,741
"228","인천","인천남구운영센터","기초수급",1338,846,68,139,301,320,18,307
"229","인천","인천남구운영센터","의료급여",72,51,1,6,24,18,2,12
"230","인천","인천남구운영센터","경감",864,793,68,145,335,234,11,20
"231","인천","인천연수구운영센터","합계",3445,2201,182,283,758,861,117,593
"232","인천","인천연수구운영센터","일반",2297,1513,132,187,550,556,88,312
"233","인천","인천연수운영센터","기초수급",818,399,17,41,104,211,26,262
"234","인천","인천연수구운영센터","의료급여",38,24,1,2,7,13,1,6
"235","인천","인천연수구운영센터","경감",292,265,32,53,97,81,2,13
"236","인천","인천계양운영센터","합계",4703,3072,220,462,1088,1139,163,791
"237","인천","인천계양운영센터","일반",3236,1989,141,282,684,764,118,584
"238","인천","인천계양운영센터","기초수급",889,571,33,81,210,223,24,175
"239","인천","인천계양운영센터","의료급여",47,30,1,4,7,12,6,7
"240","인천","인천계양운영센터","경감",531,482,45,95,187,140,15,25
"241","인천","인천서구운영센터","합계",6185,4427,289,615,1752,1547,224,719
"242","인천","인천서구운영센터","일반",4263,2929,176,375,1156,1038,184,510
"243","인천","인천서구운영센터","기초수급",1097,747,47,110,279,285,26,185
"244","인천","인천서구운영센터","의료급여",57,31,1,4,16,10,0,12
"245","인천","인천서구운영센터","경감",768,720,65,126,301,214,14,12
"246","인천","강화운영센터","합계",2568,1719,83,282,658,655,41,518
"247","인천","강화운영센터","일반",1767,1170,47,182,449,455,37,337
"248","인천","강화운영센터","기초수급",543,321,25,49,125,120,2,165
"249","인천","강화운영센터","의료급여",23,16,1,6,5,4,0,4
"250","인천","강화운영센터","경감",235,212,10,45,79,76,2,12
"251","인천","인천남동운영센터","합계",7975,5570,445,890,2105,1931,199,1027
"252","인천","인천남동운영센터","일반",5298,3610,292,584,1367,1219,148,641
"253","인천","인천남동운영센터","기초수급",1740,1113,101,148,389,442,33,349
"254","인천","인천남동운영센터","의료급여",99,63,1,8,22,27,5,13
"255","인천","인천남동운영센터","경감",838,784,51,150,327,243,13,24
"256","인천","인천부평운영센터","합계",8668,5675,402,778,2090,2138,267,1373
"257","인천","인천부평운영센터","일반",5602,3613,242,480,1335,1367,189,816
"258","인천","인천부평운영센터","기초수급",2088,1195,85,162,391,502,55,512
"259","인천","인천부평운영센터","의료급여",93,55,5,8,21,18,3,17
"260","인천","인천부평운영센터","경감",885,812,70,128,343,251,20,28
"261","광주","광주북부운영센터","합계",8573,4670,260,532,1443,2164,271,2214
"262","광주","광주북부운영센터","일반",5798,3171,169,364,985,1447,206,1354
"263","광주","광주북부운영센터","기초수급",1742,710,40,62,188,376,44,743
"264","광주","광주북부운영센터","의료급여",155,80,11,8,23,37,1,35
"265","광주","광주북부운영센터","경감",878,709,40,98,247,304,20,82
"266","광주","광주서부운영센터","합계",11100,6064,363,647,1983,2690,381,2898
"267","광주","광주서부운영센터","일반",7505,4093,248,427,1325,1803,290,1738
"268","광주","광주서부운영센터","기초수급",2240,950,54,88,289,454,65,979
"269","광주","광주서부운영센터","의료급여",224,130,7,18,50,51,4,47
"270","광주","광주서부운영센터","경감",1131,891,54,114,319,382,22,134
"271","광주","광주동부운영센터","합계",7693,4124,271,409,1372,1782,290,1948
"272","광주","광주동부운영센터","일반",5497,2873,184,269,937,1250,233,1363
"273","광주","광주동부운영센터","기초수급",1350,607,39,66,195,270,37,483
"274","광주","광주동부운영센터","의료급여",166,92,6,5,37,40,4,41
"275","광주","광주동부운영센터","경감",680,552,42,69,203,222,16,61
"276","대전","대전동부운영센터","합계",8845,5127,360,707,1613,2062,385,1866
"277","대전","대전동부운영센터","일반",5638,3263,233,421,1016,1298,295,1075
"278","대전","대전동부운영센터","기초수급",2062,925,59,134,262,421,49,698
"279","대전","대전동부운영센터","의료급여",129,83,11,10,23,32,7,23
"280","대전","대전동부운영센터","경감",1016,856,57,142,312,311,34,70
"281","대전","대전유성운영센터","합계",4081,2567,226,353,961,855,172,668
"282","대전","대전유성운영센터","일반",3153,1939,169,264,734,617,155,505
"283","대전","대전유성운영센터","기초수급",516,279,18,35,94,122,10,143
"284","대전","대전유성운영센터","의료급여",66,50,5,8,11,23,3,7
"285","대전","대전유성운영센터","경감",346,299,34,46,122,93,4,13
"286","대전","대전중부운영센터","합계",5947,3781,334,484,1537,1234,192,944
"287","대전","대전중부운영센터","일반",4238,2598,229,327,1061,832,149,665
"288","대전","대전중부운영센터","기초수급",987,581,52,68,206,223,32,224
"289","대전","대전중부운영센터","의료급여",64,41,3,3,19,15,1,8
"290","대전","대전중부운영센터","경감",658,561,50,86,251,164,10,47
"291","대전","대전서부운영센터","합계",6987,4319,256,481,1355,1804,423,1312
"292","대전","대전서부운영센터","일반",5104,3092,178,327,941,1299,347,924
"293","대전","대전서부운영센터","기초수급",1130,579,37,70,173,259,40,347
"294","대전","대전서부운영센터","의료급여",88,53,2,8,19,19,5,13
"295","대전","대전서부운영센터","경감",665,595,39,76,222,227,31,28
"296","울산","울산중부운영센터","합계",4023,2478,215,366,1044,769,84,554
"297","울산","울산중부운영센터","일반",3069,1906,166,287,812,572,69,332
"298","울산","울산중부운영센터","기초수급",652,320,20,40,120,130,10,204
"299","울산","울산중부운영센터","의료급여",34,19,0,0,10,8,1,5
"300","울산","울산중부운영센터","경감",268,233,29,39,102,59,4,13
"301","울산","울산동부운영센터","합계",1399,845,64,128,325,292,36,214
"302","울산","울산동부운영센터","일반",1042,632,51,90,258,206,27,127
"303","울산","울산동부운영센터","기초수급",281,144,7,23,47,61,6,84
"304","울산","울산동부운영센터","의료급여",11,8,0,3,2,3,0,1
"305","울산","울산동부운영센터","경감",65,61,6,12,18,22,3,2
"306","울산","울주운영센터","합계",3353,2021,214,326,778,628,75,495
"307","울산","울주운영센터","일반",2512,1492,159,231,565,470,67,333
"308","울산","울주운영센터","기초수급",559,292,29,51,119,90,3,150
"309","울산","울주운영센터","의료급여",39,21,2,1,9,9,0,7
"310","울산","울주운영센터","경감",243,216,24,43,85,59,5,5
"311","울산","울산남부운영센터","합계",2994,1659,142,251,644,544,78,405
"312","울산","울산남부운영센터","일반",2263,1253,110,189,494,402,58,258
"313","울산","울산남부운영센터","기초수급",509,237,14,30,84,96,13,138
"314","울산","울산남부운영센터","의료급여",40,22,4,3,7,7,1,7
"315","울산","울산남부운영센터","경감",182,147,14,29,59,39,6,2
"316","경기","수원동부운영센터","합계",5173,3252,377,537,1234,946,158,686
"317","경기","수원동부운영센터","일반",3746,2394,282,395,912,673,132,416
"318","경기","수원동부운영센터","기초수급",899,391,39,41,134,159,18,254
"319","경기","수원동부운영센터","의료급여",51,33,2,8,12,8,3,5
"320","경기","수원동부운영센터","경감",477,434,54,93,176,106,5,11
"321","경기","성남남부운영센터","합계",5837,3988,616,610,1375,1185,202,702
"322","경기","성남남부운영센터","일반",4506,3169,514,513,1072,902,168,397
"323","경기","성남남부운영센터","기초수급",984,518,49,60,176,205,28,292
"324","경기","성남남부운영센터","의료급여",41,30,3,4,6,16,1,4
"325","경기","성남남부운영센터","경감",306,271,50,33,121,62,5,9
"326","경기","의정부운영센터","합계",8150,5821,394,895,2321,1843,368,1061
"327","경기","의정부운영센터","일반",5282,3642,235,565,1432,1147,263,687
"328","경기","의정부운영센터","기초수급",1630,1055,67,148,404,365,71,324
"329","경기","의정부운영센터","의료급여",86,61,3,13,21,21,3,7
"330","경기","의정부운영센터","경감",1152,1063,89,169,464,310,31,43
"331","경기","부천북부운영센터","합계",9649,6292,487,854,2345,2204,402,1573
"332","경기","부천북부운영센터","일반",6532,4180,308,573,1527,1452,320,975
"333","경기","부천북부운영센터","기초수급",1805,949,69,118,343,366,53,536
"334","경기","부천북부운영센터","의료급여",120,71,4,8,21,36,2,24
"335","경기","부천북부운영센터","경감",1192,1092,106,155,454,350,27,38
"336","경기","광명운영센터","합계",3893,2344,178,307,804,905,150,684
"337","경기","광명운영센터","일반",2841,1663,113,205,574,648,123,466
"338","경기","광명운영센터","기초수급",644,338,32,44,103,145,14,188
"339","경기","광명운영센터","의료급여",60,36,2,4,15,12,3,12
"340","경기","광명운영센터","경감",348,307,31,54,112,100,10,18
"341","경기","평택운영센터","합계",5960,4104,214,571,1753,1388,178,724
"342","경기","평택운영센터","일반",4431,3018,153,421,1266,1031,147,485
"343","경기","평택운영센터","기초수급",933,569,41,67,227,218,16,205
"344","경기","평택운영센터","의료급여",48,27,1,3,14,8,1,10
"345","경기","평택운영센터","경감",548,490,19,80,246,131,14,24
"346","경기","동두천운영센터","합계",3066,1921,177,246,692,574,232,676
"347","경기","동두천운영센터","일반",1959,1166,112,131,416,342,165,438
"348","경기","동두천운영센터","기초수급",645,358,37,53,119,105,44,195
"349","경기","동두천운영센터","의료급여",26,21,1,5,7,5,3,2
"350","경기","동두천운영센터","경감",436,376,27,57,150,122,20,41
"351","경기","연천운영센터","합계",1118,751,38,74,278,253,108,207
"352","경기","연천운영센터","일반",643,403,18,38,160,129,58,121
"353","경기","연천운영센터","기초수급",341,231,11,23,71,84,42,74
"354","경기","연천운영센터","의료급여",17,14,0,2,1,8,3,2
"355","경기","연천운영센터","경감",117,103,9,11,46,32,5,10
"356","경기","안산운영센터","합계",8901,5480,432,692,1985,1806,565,1274
"357","경기","안산운영센터","일반",5891,3518,244,432,1280,1153,409,817
"358","경기","안산운영센터","기초수급",1863,977,90,97,332,353,105,396
"359","경기","안산운영센터","의료급여",77,42,5,9,15,11,2,16
"360","경기","안산운영센터","경감",1070,943,93,154,358,289,49,45
"361","경기","과천운영센터","합계",662,444,39,58,167,149,31,86
"362","경기","과천운영센터","일반",518,343,30,44,122,121,26,64
"363","경기","과천운영센터","기초수급",91,54,6,8,23,15,2,21
"364","경기","과천운영센터","의료급여",5,3,0,1,2,0,0,1
"365","경기","과천운영센터","경감",48,44,3,5,20,13,3,0
"366","경기","남양주운영센터","합계",9767,7030,502,972,2528,2374,654,1050
"367","경기","남양주운영센터","일반",6949,4783,318,632,1734,1600,499,795
"368","경기","남양주운영센터","기초수급",1462,1026,68,133,343,382,100,208
"369","경기","남양주운영센터","의료급여",109,75,8,15,25,24,3,14
"370","경기","남양주운영센터","경감",1247,1146,108,192,426,368,52,33
"371","경기","가평운영센터","합계",1813,1230,113,133,468,414,102,306
"372","경기","가평운영센터","일반",1068,692,25,57,255,276,79,185
"373","경기","가평운영센터","기초수급",582,392,77,63,154,86,12,111
"374","경기","가평운영센터","의료급여",17,12,2,2,4,1,3,2
"375","경기","가평운영센터","경감",146,134,9,11,55,51,8,8
"376","경기","오산운영센터","합계",2026,1392,128,235,481,494,54,264
"377","경기","오산운영센터","일반",1434,971,84,165,335,346,41,167
"378","경기","오산운영센터","기초수급",334,183,19,23,60,73,8,88
"379","경기","오산운영센터","의료급여",20,16,2,2,3,9,0,1
"380","경기","오산운영센터","경감",238,222,23,45,83,66,5,8
"381","경기","군포운영센터","합계",3870,2477,218,395,990,733,141,614
"382","경기","군포운영센터","일반",2709,1794,141,282,719,535,117,352
"383","경기","군포운영센터","기초수급",760,346,41,57,123,114,11,239
"384","경기","군포운영센터","의료급여",46,25,2,2,10,8,3,9
"385","경기","군포운영센터","경감",355,312,34,54,138,76,10,14
"386","경기","의왕운영센터","합계",2003,1423,163,210,524,453,73,180
"387","경기","의왕운영센터","일반",1551,1069,135,154,389,334,57,145
"388","경기","의왕운영센터","기초수급",226,149,9,21,48,61,10,28
"389","경기","의왕운영센터","의료급여",17,9,0,1,5,3,0,2
"390","경기","의왕운영센터","경감",209,196,19,34,82,55,6,5
"391","경기","하남운영센터","합계",2416,1678,134,280,632,498,134,356
"392","경기","하남운영센터","일반",1771,1235,91,210,461,363,110,239
"393","경기","하남운영센터","기초수급",318,154,16,24,49,54,11,97
"394","경기","하남운영센터","의료급여",22,16,1,1,9,4,1,5
"395","경기","하남운영센터","경감",305,273,26,45,113,77,12,15
"396","경기","파주운영센터","합계",6729,4233,225,472,1387,1630,519,1102
