"","sido","center","type","applicants","total","grade1","grade2","grade3","grade4","grade5","outer"
"31","서울","양천운영센터","합계",5280,3551,307,446,1389,1233,176,761
"32","서울","양천운영센터","일반",3685,2397,210,302,925,831,129,519
"33","서울","양천운영센터","기초수급",862,502,44,56,174,200,28,209
"34","서울","양천운영센터","의료급여",64,44,4,5,19,14,2,8
"35","서울","양천운영센터","경감",669,608,49,83,271,188,17,25
"36","서울","구로운영센터","합계",5392,3746,410,765,1463,1019,89,582
"37","서울","구로운영센터","일반",3871,2582,300,529,991,695,67,419
"38","서울","구로운영센터","기초수급",757,458,35,75,189,152,7,144
"39","서울","구로운영센터","의료급여",55,39,5,5,17,12,0,5
"40","서울","구로운영센터","경감",709,667,70,156,266,160,15,14
"41","서울","관악운영센터","합계",5424,3568,344,554,1349,1155,166,627
"42","서울","관악운영센터","일반",3652,2359,233,363,899,747,117,389
"43","서울","관악운영센터","기초수급",1068,576,47,89,198,214,28,220
"44","서울","관악운영센터","의료급여",59,34,1,3,11,18,1,5
"45","서울","관악운영센터","경감",645,599,63,99,241,176,20,13
"46","서울","서초운영센터","합계",3201,2279,289,378,885,639,88,310
"47","서울","서초운영센터","일반",2676,1896,248,315,731,521,81,252
"48","서울","서초운영센터","기초수급",284,163,17,23,63,56,4,52
"49","서울","서초운영센터","의료급여",22,18,0,5,9,4,0,0
"50","서울","서초운영센터","경감",219,202,24,35,82,58,3,6
"51","서울","송파운영센터","합계",5712,3822,432,616,1417,1119,238,590
"52","서울","송파운영센터","일반",4485,2892,337,461,1067,829,198,473
"53","서울","송파운영센터","기초수급",663,419,40,66,137,163,13,99
"54","서울","송파운영센터","의료급여",51,30,3,5,12,8,2,11
"55","서울","송파운영센터","경감",513,481,52,84,201,119,25,7
"56","서울","마포운영센터","합계",3772,2336,205,289,715,916,211,509
"57","서울","마포운영센터","일반",2819,1693,153,219,522,638,161,358
"58","서울","마포운영센터","기초수급",547,281,14,27,76,142,22,137
"59","서울","마포운영센터","의료급여",31,21,4,1,3,11,2,3
"60","서울","마포운영센터","경감",375,341,34,42,114,125,26,11
"61","서울","종로운영센터","합계",1909,1272,162,251,402,390,67,197
"62","서울","종로운영센터","일반",1476,989,129,191,319,294,56,133
"63","서울","종로운영센터","기초수급",265,132,13,28,31,57,3,59
"64","서울","종로운영센터","의료급여",12,7,0,3,2,1,1,0
"65","서울","종로운영센터","경감",156,144,20,29,50,38,7,5
"66","서울","용산운영센터","합계",2443,1552,164,274,564,489,61,299
"67","서울","용산운영센터","일반",1855,1195,128,215,447,351,54,200
"68","서울","용산운영센터","기초수급",371,157,13,19,46,76,3,94
"69","서울","용산운영센터","의료급여",19,13,0,1,7,5,0,3
"70","서울","용산운영센터","경감",198,187,23,39,64,57,4,2
"71","서울","성동운영센터","합계",3079,2086,172,278,691,763,182,348
"72","서울","성동운영센터","일반",2299,1532,130,214,505,547,136,261
"73","서울","성동운영센터","기초수급",456,260,19,32,71,114,24,72
"74","서울","성동운영센터","의료급여",14,8,1,0,4,2,1,5
"75","서울","성동운영센터","경감",310,286,22,32,111,100,21,10
"76","서울","중랑운영센터","합계",5497,3775,377,622,1399,1181,196,670
"77","서울","중랑운영센터","일반",3420,2224,205,364,825,699,131,396
"78","서울","중랑운영센터","기초수급",1316,868,103,131,311,290,33,236
"79","서울","중랑운영센터","의료급여",56,36,3,6,18,9,0,13
"80","서울","중랑운영센터","경감",705,647,66,121,245,183,32,25
"81","서울","강북운영센터","합계",4826,3070,190,457,1146,1120,157,765
"82","서울","강북운영센터","일반",3092,1859,106,280,728,652,93,484
"83","서울","강북운영센터","기초수급",1093,645,45,82,204,285,29,257
"84","서울","강북운영센터","의료급여",50,28,3,5,10,8,2,8
"85","서울","강북운영센터","경감",591,538,36,90,204,175,33,16
"86","서울","도봉운영센터","합계",5596,3683,347,556,1279,1210,291,813
"87","서울","도봉운영센터","일반",3942,2441,226,341,872,785,217,594
"88","서울","도봉운영센터","기초수급",825,491,49,79,154,174,35,184
"89","서울","도봉운영센터","의료급여",67,51,5,15,12,17,2,11
"90","서울","도봉운영센터","경감",762,700,67,121,241,234,37,24
"91","서울","은평운영센터","합계",6530,4297,382,698,1587,1346,284,742
"92","서울","은평운영센터","일반",4528,2885,255,481,1086,874,189,489
"93","서울","은평운영센터","기초수급",1161,669,60,101,229,238,41,227
"94","서울","은평운영센터","의료급여",66,39,5,4,18,11,1,8
"95","서울","은평운영센터","경감",775,704,62,112,254,223,53,18
"96","서울","강서운영센터","합계",7987,5602,431,748,2016,2156,251,1006
"97","서울","강서운영센터","일반",4770,3253,270,485,1234,1108,156,544
"98","서울","강서운영센터","기초수급",2152,1400,93,114,435,704,54,410
"99","서울","강서운영센터","의료급여",114,74,5,8,31,25,5,16
"100","서울","강서운영센터","경감",951,875,63,141,316,319,36,36
"101","서울","금천운영센터","합계",3289,1992,166,288,698,690,150,467
"102","서울","금천운영센터","일반",2073,1212,109,185,416,400,102,282
"103","서울","금천운영센터","기초수급",781,392,20,52,129,170,21,168
"104","서울","금천운영센터","의료급여",23,12,2,1,3,5,1,4
"105","서울","금천운영센터","경감",412,376,35,50,150,115,26,13
"106","서울","동작운영센터","합계",4155,2741,248,433,972,940,148,448
"107","서울","동작운영센터","일반",3042,1970,175,302,720,660,113,308
"108","서울","동작운영센터","기초수급",648,343,33,54,90,151,15,131
"109","서울","동작운영센터","의료급여",37,27,4,3,11,8,1,3
"110","서울","동작운영센터","경감",428,401,36,74,151,121,19,6
"111","서울","강남운영센터","합계",4760,3073,394,496,1093,915,175,667
"112","서울","강남운영센터","일반",3518,2316,352,405,812,610,137,420
"113","서울","강남운영센터","기초수급",856,434,23,38,154,199,20,223
"114","서울","강남운영센터","의료급여",57,28,2,6,11,9,0,12
"115","서울","강남운영센터","경감",329,295,17,47,116,97,18,12
"116","서울","강동운영센터","합계",5423,3566,536,507,1306,1036,181,702
"117","서울","강동운영센터","일반",4161,2671,431,379,966,767,128,527
"118","서울","강동운영센터","기초수급",615,312,34,27,112,117,22,152
"119","서울","강동운영센터","의료급여",80,57,10,10,21,12,4,8
"120","서울","강동운영센터","경감",567,526,61,91,207,140,27,15
"121","서울","중구운영센터","합계",1490,882,71,135,350,266,60,286
"122","서울","중구운영센터","일반",1084,660,52,112,259,196,41,174
"123","서울","중구운영센터","기초수급",280,114,11,11,41,40,11,98
"124","서울","중구운영센터","의료급여",12,4,0,0,3,0,1,5
"125","서울","중구운영센터","경감",114,104,8,12,47,30,7,9
"126","부산","부산진구운영센터","합계",5767,3458,350,495,1329,1169,115,1113
"127","부산","부산진구운영센터","일반",3876,2249,228,334,864,738,85,718
"128","부산","부산진구운영센터","기초수급",1108,545,45,75,201,216,8,338
"129","부산","부산진구운영센터","의료급여",87,48,2,8,20,17,1,20
"130","부산","부산진구운영센터","경감",696,616,75,78,244,198,21,37
"131","부산","부산중부운영센터","합계",6055,3439,299,523,1282,1209,126,1316
"132","부산","부산중부운영센터","일반",3475,1919,178,307,699,652,83,683
"133","부산","부산중부운영센터","기초수급",1812,875,69,99,303,377,27,578
"134","부산","부산중부운영센터","의료급여",53,28,4,7,10,7,0,14
"135","부산","부산중부운영센터","경감",715,617,48,110,270,173,16,41
"136","부산","부산사하운영센터","합계",5154,2797,223,369,1059,1034,112,874
"137","부산","부산사하운영센터","일반",3160,1618,141,228,610,571,68,491
"138","부산","부산사하운영센터","기초수급",1326,616,32,74,222,257,31,349
"139","부산","부산사하운영센터","의료급여",59,36,3,4,14,15,0,9
"140","부산","부산사하운영센터","경감",609,527,47,63,213,191,13,25
"141","부산","부산동래운영센터","합계",3982,2415,192,355,819,917,132,632
"142","부산","부산동래운영센터","일반",2871,1645,138,226,577,603,101,454
"143","부산","부산동래운영센터","기초수급",608,329,25,48,90,158,8,161
"144","부산","부산동래운영센터","의료급여",43,33,1,4,13,13,2,2
"145","부산","부산동래운영센터","경감",460,408,28,77,139,143,21,15
"146","부산","부산사상운영센터","합계",3166,1672,159,279,497,668,69,641
"147","부산","부산사상운영센터","일반",1896,962,105,159,295,359,44,354
"148","부산","부산사상운영센터","기초수급",859,381,22,59,98,189,13,256
"149","부산","부산사상운영센터","의료급여",55,29,3,6,7,10,3,10
"150","부산","부산사상운영센터","경감",356,300,29,55,97,110,9,21
"151","부산","부산남부운영센터","합계",7371,4114,368,593,1307,1576,270,1490
"152","부산","부산남부운영센터","일반",5259,2759,265,398,882,1022,192,1078
"153","부산","부산남부운영센터","기초수급",1175,551,37,74,164,252,24,354
"154","부산","부산남부운영센터","의료급여",82,44,5,2,16,18,3,14
"155","부산","부산남부운영센터","경감",855,760,61,119,245,284,51,44
"156","부산","기장운영센터","합계",2798,1798,214,312,676,533,63,372
"157","부산","기장운영센터","일반",1766,1065,132,179,408,309,37,231
"158","부산","기장운영센터","기초수급",595,345,37,54,129,109,16,125
"159","부산","기장운영센터","의료급여",36,21,2,3,11,5,0,5
"160","부산","기장운영센터","경감",401,367,43,76,128,110,10,11
"161","부산","부산연제운영센터","합계",3313,1950,185,340,657,657,111,567
"162","부산","부산연제운영센터","일반",2406,1334,128,242,462,426,76,419
"163","부산","부산연제운영센터","기초수급",506,272,27,36,77,117,15,135
"164","부산","부산연제운영센터","의료급여",26,15,1,4,4,4,2,4
"165","부산","부산연제운영센터","경감",375,329,29,58,114,110,18,9
"166","부산","부산서부운영센터","합계",2277,1214,95,141,410,511,57,477
"167","부산","부산서부운영센터","일반",1486,752,58,87,260,307,40,318
"168","부산","부산서부운영센터","기초수급",522,230,12,23,71,115,9,143
"169","부산","부산서부운영센터","의료급여",24,12,2,2,3,5,0,5
"170","부산","부산서부운영센터","경감",245,220,23,29,76,84,8,11
"171","부산","부산금정운영센터","합계",4255,2289,182,362,814,808,123,846
"172","부산","부산금정운영센터","일반",2978,1529,111,215,559,555,89,549
"173","부산","부산금정운영센터","기초수급",798,369,39,66,119,128,17,258
"174","부산","부산금정운영센터","의료급여",48,24,6,4,6,6,2,10
"175","부산","부산금정운영센터","경감",431,367,26,77,130,119,15,29
"176","부산","부산북부운영센터","합계",5250,2976,214,440,967,1257,98,1083
"177","부산","부산북부운영센터","일반",3064,1749,132,273,571,707,66,549
"178","부산","부산북부운영센터","기초수급",1582,703,38,77,201,374,13,507
"179","부산","부산북부운영센터","의료급여",69,38,3,6,11,16,2,12
"180","부산","부산북부운영센터","경감",535,486,41,84,184,160,17,15
"181","부산","해운대운영센터","합계",5963,3279,288,412,1118,1315,146,1334
"182","부산","해운대운영센터","일반",3978,2148,184,264,734,865,101,787
"183","부산","해운대운영센터","기초수급",1305,556,41,61,178,251,25,492
"184","부산","해운대운영센터","의료급여",76,41,3,2,16,19,1,20
"185","부산","해운대운영센터","경감",604,534,60,85,190,180,19,35
"186","대구","대구달서운영센터","합계",7336,4443,304,610,1698,1473,358,1106
"187","대구","대구달서운영센터","일반",4552,2654,192,372,1035,816,239,654
"188","대구","대구달서운영센터","기초수급",1680,855,46,96,295,352,66,390
"189","대구","대구달서운영센터","의료급여",148,84,7,15,28,29,5,22
"190","대구","대구달서운영센터","경감",956,850,59,127,340,276,48,40
"191","대구","대구중부운영센터","합계",5659,3472,330,575,1340,1017,210,1039
"192","대구","대구중부운영센터","일반",3605,2079,190,339,819,596,135,670
"193","대구","대구중부운영센터","기초수급",1151,616,67,100,212,209,28,314
"194","대구","대구중부운영센터","의료급여",88,56,5,3,24,20,4,16
"195","대구","대구중부운영센터","경감",815,721,68,133,285,192,43,39
"196","대구","대구동부운영센터","합계",6069,3838,277,564,1452,1295,250,1066
"197","대구","대구동부운영센터","일반",3792,2316,154,336,886,773,167,643
"198","대구","대구동부운영센터","기초수급",1387,758,70,102,273,271,42,363
"199","대구","대구동부운영센터","의료급여",91,50,3,8,20,17,2,22
"200","대구","대구동부운영센터","경감",799,714,50,118,273,234,39,38
"201","대구","달성운영센터","합계",3183,2087,204,338,777,656,112,500
"202","대구","달성운영센터","일반",2154,1308,114,205,494,423,72,366
"203","대구","달성운영센터","기초수급",542,345,51,61,113,99,21,113
"204","대구","달성운영센터","의료급여",46,31,6,6,9,10,0,8
"205","대구","달성운영센터","경감",441,403,33,66,161,124,19,13
"206","대구","대구남부운영센터","합계",3778,2253,191,418,948,623,73,628
"207","대구","대구남부운영센터","일반",2412,1380,123,257,579,381,40,377
"208","대구","대구남부운영센터","기초수급",818,403,34,71,160,121,17,216
"209","대구","대구남부운영센터","의료급여",63,40,3,3,18,15,1,12
"210","대구","대구남부운영센터","경감",485,430,31,87,191,106,15,23
"211","대구","대구북부운영센터","합계",6364,3733,299,596,1290,1263,285,1198
"212","대구","대구북부운영센터","일반",4139,2304,189,351,782,794,188,781
"213","대구","대구북부운영센터","기초수급",1259,617,46,107,210,216,38,354
"214","대구","대구북부운영센터","의료급여",105,65,3,8,21,26,7,19
"215","대구","대구북부운영센터","경감",861,747,61,130,277,227,52,44
"216","대구","대구수성운영센터","합계",5743,3110,235,430,928,1125,392,1301
"217","대구","대구수성운영센터","일반",3973,2162,163,287,674,752,286,825
"218","대구","대구수성운영센터","기초수급",1174,470,41,71,110,201,47,418
"219","대구","대구수성운영센터","의료급여",84,45,3,7,16,17,2,22
"220","대구","대구수성운영센터","경감",512,433,28,65,128,155,57,36
"221","인천","인천중부운영센터","합계",3861,2412,148,346,855,918,145,825
"222","인천","인천중부운영센터","일반",2509,1481,91,222,526,549,93,552
"223","인천","인천중부운영센터","기초수급",822,459,23,63,147,195,31,246
"224","인천","인천중부운영센터","의료급여",44,28,2,3,12,10,1,9
"225","인천","인천중부운영센터","경감",486,444,32,58,170,164,20,18
"226","인천","인천남구운영센터","합계",7263,5061,379,799,2044,1687,152,1065
"227","인천","인천남구운영센터","일반",4716,3091,232,490,1259,1006,104,731
"228","인천","인천남구운영센터","기초수급",1356,870,71,138,319,324,18,302
"229","인천","인천남구운영센터","의료급여",73,53,2,7,26,17,1,12
"230","인천","인천남구운영센터","경감",1118,1047,74,164,440,340,29,20
"231","인천","인천연수구운영센터","합계",3484,2273,186,296,781,874,136,595
"232","인천","인천연수구운영센터","일반",2262,1502,132,189,545,544,92,312
"233","인천","인천연수운영센터","기초수급",827,416,18,46,114,210,28,264
"234","인천","인천연수구운영센터","의료급여",39,26,2,2,8,12,2,6
"235","인천","인천연수구운영센터","경감",356,329,34,59,114,108,14,13
"236","인천","인천계양운영센터","합계",4734,3099,224,463,1089,1149,174,774
"237","인천","인천계양운영센터","일반",3082,1826,138,276,637,670,105,572
"238","인천","인천계양운영센터","기초수급",905,592,32,80,215,237,28,171
"239","인천","인천계양운영센터","의료급여",47,29,1,4,7,11,6,6
"240","인천","인천계양운영센터","경감",700,652,53,103,230,231,35,25
"241","인천","인천서구운영센터","합계",6231,4439,288,611,1751,1567,222,707
"242","인천","인천서구운영센터","일반",4038,2684,165,343,1084,931,161,504
"243","인천","인천서구운영센터","기초수급",1135,774,52,116,279,301,26,181
"244","인천","인천서구운영센터","의료급여",65,40,2,6,19,12,1,10
"245","인천","인천서구운영센터","경감",993,941,69,146,369,323,34,12
"246","인천","강화운영센터","합계",2563,1727,82,286,646,671,42,519
"247","인천","강화운영센터","일반",1723,1135,44,181,431,446,33,340
"248","인천","강화운영센터","기초수급",544,326,24,51,121,126,4,163
"249","인천","강화운영센터","의료급여",23,16,1,5,5,5,0,4
"250","인천","강화운영센터","경감",273,250,13,49,89,94,5,12
"251","인천","인천남동운영센터","합계",8001,5701,447,911,2148,1998,197,1036
"252","인천","인천남동운영센터","일반",5050,3450,283,558,1328,1149,132,641
"253","인천","인천남동운영센터","기초수급",1792,1187,101,160,408,488,30,358
"254","인천","인천남동운영센터","의료급여",102,68,1,9,23,28,7,13
"255","인천","인천남동운영센터","경감",1057,996,62,184,389,333,28,24
"256","인천","인천부평운영센터","합계",8682,5700,392,781,2101,2136,290,1366
"257","인천","인천부평운영센터","일반",5307,3318,223,440,1239,1226,190,811
"258","인천","인천부평운영센터","기초수급",2127,1246,87,171,406,526,56,510
"259","인천","인천부평운영센터","의료급여",92,55,4,8,23,18,2,16
"260","인천","인천부평운영센터","경감",1156,1081,78,162,433,366,42,29
"261","광주","광주북부운영센터","합계",8621,4683,253,530,1453,2191,256,2215
"262","광주","광주북부운영센터","일반",5659,3008,162,355,934,1387,170,1354
"263","광주","광주북부운영센터","기초수급",1753,713,37,59,198,377,42,746
"264","광주","광주북부운영센터","의료급여",157,77,9,9,23,35,1,34
"265","광주","광주북부운영센터","경감",1052,885,45,107,298,392,43,81
"266","광주","광주서부운영센터","합계",11172,6134,369,669,1999,2702,395,2901
"267","광주","광주서부운영센터","일반",7322,3899,238,436,1268,1695,262,1767
"268","광주","광주서부운영센터","기초수급",2251,970,57,89,298,458,68,956
"269","광주","광주서부운영센터","의료급여",239,144,8,18,57,57,4,46
"270","광주","광주서부운영센터","경감",1360,1121,66,126,376,492,61,132
"271","광주","광주동부운영센터","합계",7718,4158,269,414,1372,1802,301,1972
"272","광주","광주동부운영센터","일반",5329,2721,179,252,889,1188,213,1378
"273","광주","광주동부운영센터","기초수급",1345,603,37,68,190,269,39,488
"274","광주","광주동부운영센터","의료급여",170,93,4,5,35,44,5,44
"275","광주","광주동부운영센터","경감",874,741,49,89,258,301,44,62
"276","대전","대전동부운영센터","합계",8842,5092,355,704,1591,2060,382,1882
"277","대전","대전동부운영센터","일반",5460,3049,217,401,966,1213,252,1089
"278","대전","대전동부운영센터","기초수급",2066,930,58,133,261,429,49,706
"279","대전","대전동부운영센터","의료급여",127,79,10,10,23,31,5,22
"280","대전","대전동부운영센터","경감",1189,1034,70,160,341,387,76,65
"281","대전","대전유성운영센터","합계",4099,2617,230,371,956,877,183,664
"282","대전","대전유성운영센터","일반",3042,1854,165,257,689,605,138,500
"283","대전","대전유성운영센터","기초수급",523,287,22,38,96,119,12,146
"284","대전","대전유성운영센터","의료급여",70,57,4,9,14,25,5,5
"285","대전","대전유성운영센터","경감",464,419,39,67,157,128,28,13
"286","대전","대전중부운영센터","합계",5988,3869,330,491,1563,1275,210,963
"287","대전","대전중부운영센터","일반",4086,2498,216,324,1004,801,153,676
"288","대전","대전중부운영센터","기초수급",1012,605,53,68,224,228,32,231
"289","대전","대전중부운영센터","의료급여",68,44,3,5,20,15,1,9
"290","대전","대전중부운영센터","경감",822,722,58,94,315,231,24,47
"291","대전","대전서부운영센터","합계",7023,4351,260,488,1365,1815,423,1311
"292","대전","대전서부운영센터","일반",4922,2923,176,318,909,1204,316,914
"293","대전","대전서부운영센터","기초수급",1154,587,36,69,174,263,45,356
"294","대전","대전서부운영센터","의료급여",86,51,2,9,20,15,5,14
"295","대전","대전서부운영센터","경감",861,790,46,92,262,333,57,27
"296","울산","울산중부운영센터","합계",4059,2516,210,369,1058,790,89,544
"297","울산","울산중부운영센터","일반",2987,1829,163,268,786,550,62,325
"298","울산","울산중부운영센터","기초수급",672,337,22,40,126,139,10,202
"299","울산","울산중부운영센터","의료급여",33,20,0,1,11,7,1,4
"300","울산","울산중부운영센터","경감",367,330,25,60,135,94,16,13
"301","울산","울산동부운영센터","합계",1422,857,64,128,332,298,35,209
"302","울산","울산동부운영센터","일반",1026,606,47,91,249,195,24,124
"303","울산","울산동부운영센터","기초수급",284,144,7,23,49,60,5,82
"304","울산","울산동부운영센터","의료급여",9,7,1,2,1,3,0,2
"305","울산","울산동부운영센터","경감",103,100,9,12,33,40,6,1
"306","울산","울주운영센터","합계",3382,2074,223,332,796,650,73,511
"307","울산","울주운영센터","일반",2466,1465,171,234,557,445,58,347
"308","울산","울주운영센터","기초수급",575,311,31,54,125,98,3,152
"309","울산","울주운영센터","의료급여",38,22,1,1,10,9,1,7
"310","울산","울주운영센터","경감",303,276,20,43,104,98,11,5
"311","울산","울산남부운영센터","합계",3015,1687,141,261,655,550,80,403
"312","울산","울산남부운영센터","일반",2203,1202,106,189,485,369,53,258
"313","울산","울산남부운영센터","기초수급",522,247,12,32,85,103,15,136
"314","울산","울산남부운영센터","의료급여",38,21,4,3,4,8,2,7
"315","울산","울산남부운영센터","경감",252,217,19,37,81,70,10,2
"316","경기","수원동부운영센터","합계",5208,3355,408,551,1247,977,172,688
"317","경기","수원동부운영센터","일반",3656,2363,288,399,890,655,131,417
"318","경기","수원동부운영센터","기초수급",910,411,40,46,144,158,23,254
"319","경기","수원동부운영센터","의료급여",52,35,3,9,11,10,2,5
"320","경기","수원동부운영센터","경감",590,546,77,97,202,154,16,12
"321","경기","성남남부운영센터","합계",5873,4084,616,628,1400,1231,209,731
"322","경기","성남남부운영센터","일반",4440,3151,504,518,1058,904,167,426
"323","경기","성남남부운영센터","기초수급",999,545,49,63,183,221,29,291
"324","경기","성남남부운영센터","의료급여",43,32,3,4,7,17,1,4
"325","경기","성남남부운영센터","경감",391,356,60,43,152,89,12,10
"326","경기","의정부운영센터","합계",8173,5847,391,900,2322,1862,372,1070
"327","경기","의정부운영센터","일반",4931,3282,219,512,1296,1036,219,687
"328","경기","의정부운영센터","기초수급",1680,1117,69,161,421,388,78,333
"329","경기","의정부운영센터","의료급여",90,64,3,15,21,23,2,8
"330","경기","의정부운영센터","경감",1472,1384,100,212,584,415,73,42
"331","경기","부천북부운영센터","합계",9715,6355,483,870,2371,2220,411,1581
"332","경기","부천북부운영센터","일반",6326,3973,301,573,1473,1350,276,988
"333","경기","부천북부운영센터","기초수급",1811,956,66,118,346,369,57,530
"334","경기","부천북부운영센터","의료급여",127,78,4,9,24,38,3,23
"335","경기","부천북부운영센터","경감",1451,1348,112,170,528,463,75,40
"336","경기","광명운영센터","합계",3896,2340,176,306,796,911,151,678
"337","경기","광명운영센터","일반",2745,1568,108,197,541,606,116,458
"338","경기","광명운영센터","기초수급",655,347,31,42,111,150,13,189
"339","경기","광명운영센터","의료급여",62,35,2,4,14,12,3,13
"340","경기","광명운영센터","경감",434,390,35,63,130,143,19,18
"341","경기","평택운영센터","합계",5969,4102,217,560,1759,1384,182,711
"342","경기","평택운영센터","일반",4214,2796,142,386,1210,933,125,477
"343","경기","평택운영센터","기초수급",948,578,41,68,232,217,20,201
"344","경기","평택운영센터","의료급여",49,27,1,4,13,8,1,9
"345","경기","평택운영센터","경감",758,701,33,102,304,226,36,24
"346","경기","동두천운영센터","합계",3073,1960,176,263,688,592,241,677
"347","경기","동두천운영센터","일반",1870,1102,109,139,382,328,144,440
"348","경기","동두천운영센터","기초수급",654,375,38,56,124,111,46,193
"349","경기","동두천운영센터","의료급여",26,21,1,5,7,5,3,2
"350","경기","동두천운영센터","경감",523,462,28,63,175,148,48,42
"351","경기","연천운영센터","합계",1130,756,37,74,273,263,109,211
"352","경기","연천운영센터","일반",618,370,20,36,143,121,50,127
"353","경기","연천운영센터","기초수급",347,238,9,25,73,90,41,73
"354","경기","연천운영센터","의료급여",16,13,0,2,0,8,3,2
"355","경기","연천운영센터","경감",149,135,8,11,57,44,15,9
"356","경기","안산운영센터","합계",8936,5605,456,719,2007,1827,596,1286
"357","경기","안산운영센터","일반",5612,3325,260,404,1210,1079,372,825
"358","경기","안산운영센터","기초수급",1886,1007,98,103,332,362,112,398
"359","경기","안산운영센터","의료급여",81,48,5,12,15,14,2,16
"360","경기","안산운영센터","경감",1357,1225,93,200,450,372,110,47
"361","경기","과천운영센터","합계",661,438,37,50,174,147,30,82
"362","경기","과천운영센터","일반",515,338,28,36,125,123,26,61
"363","경기","과천운영센터","기초수급",95,55,6,8,25,15,1,20
"364","경기","과천운영센터","의료급여",4,2,0,1,1,0,0,1
"365","경기","과천운영센터","경감",47,43,3,5,23,9,3,0
"366","경기","남양주운영센터","합계",9857,7122,504,976,2570,2401,671,1065
"367","경기","남양주운영센터","일반",6663,4498,312,607,1647,1485,447,807
"368","경기","남양주운영센터","기초수급",1530,1096,74,134,374,403,111,210
"369","경기","남양주운영센터","의료급여",112,83,7,16,26,28,6,14
"370","경기","남양주운영센터","경감",1552,1445,111,219,523,485,107,34
"371","경기","가평운영센터","합계",1809,1227,114,129,472,414,98,304
"372","경기","가평운영센터","일반",1001,626,28,50,239,239,70,183
"373","경기","가평운영센터","기초수급",579,391,75,61,152,92,11,110
"374","경기","가평운영센터","의료급여",16,11,2,2,3,1,3,2
"375","경기","가평운영센터","경감",213,199,9,16,78,82,14,9
"376","경기","오산운영센터","합계",2054,1423,127,238,501,501,56,261
"377","경기","오산운영센터","일반",1370,916,83,163,330,303,37,163
"378","경기","오산운영센터","기초수급",354,200,21,23,68,80,8,89
"379","경기","오산운영센터","의료급여",23,18,3,3,3,9,0,1
"380","경기","오산운영센터","경감",307,289,20,49,100,109,11,8
"381","경기","군포운영센터","합계",3899,2546,231,390,1013,767,145,627
"382","경기","군포운영센터","일반",2612,1732,148,259,698,520,107,362
"383","경기","군포운영센터","기초수급",763,353,46,48,128,120,11,243
"384","경기","군포운영센터","의료급여",46,26,2,2,10,9,3,9
"385","경기","군포운영센터","경감",478,435,35,81,177,118,24,13
"386","경기","의왕운영센터","합계",2013,1456,162,212,525,480,77,183
"387","경기","의왕운영센터","일반",1499,1042,125,159,377,321,60,147
"388","경기","의왕운영센터","기초수급",229,151,9,21,47,64,10,28
"389","경기","의왕운영센터","의료급여",16,8,0,0,5,3,0,2
"390","경기","의왕운영센터","경감",269,255,28,32,96,92,7,6
"391","경기","하남운영센터","합계",2454,1694,142,275,638,495,144,367
"392","경기","하남운영센터","일반",1706,1150,95,199,436,323,97,252
"393","경기","하남운영센터","기초수급",334,165,15,25,54,60,11,95
"394","경기","하남운영센터","의료급여",23,17,2,2,10,1,2,5
"395","경기","하남운영센터","경감",391,362,30,49,138,111,34,15
"396","경기","파주운영센터","합계",6763,4254,229,469,1371,1646,539,1091
