"","sido","center","type","applicants","total","grade1","grade2","grade3","grade4","grade5","outer"
"35","서울","양천운영센터","경감",687,628,53,86,275,196,18,25
"36","서울","구로운영센터","합계",5519,3830,411,767,1504,1055,93,583
"37","서울","구로운영센터","일반",4003,2690,313,540,1035,733,69,425
"38","서울","구로운영센터","기초수급",784,470,36,75,193,155,11,139
"39","서울","구로운영센터","의료급여",57,41,5,5,17,14,0,5
"40","서울","구로운영센터","경감",675,629,57,147,259,153,13,14
"41","서울","관악운영센터","합계",5468,3600,338,569,1343,1187,163,631
"42","서울","관악운영센터","일반",3680,2366,232,382,875,761,116,391
"43","서울","관악운영센터","기초수급",1084,604,47,91,209,230,27,222
"44","서울","관악운영센터","의료급여",58,34,1,4,10,18,1,5
"45","서울","관악운영센터","경감",646,596,58,92,249,178,19,13
"46","서울","서초운영센터","합계",3294,2334,287,394,903,662,88,310
"47","서울","서초운영센터","일반",2759,1947,245,324,757,539,82,250
"48","서울","서초운영센터","기초수급",296,171,18,27,60,63,3,55
"49","서울","서초운영센터","의료급여",19,14,0,5,7,2,0,0
"50","서울","서초운영센터","경감",220,202,24,38,79,58,3,5
"51","서울","송파운영센터","합계",5785,3901,449,620,1440,1140,252,594
"52","서울","송파운영센터","일반",4555,2971,350,464,1090,858,209,469
"53","서울","송파운영센터","기초수급",670,424,42,70,137,159,16,106
"54","서울","송파운영센터","의료급여",54,33,3,6,15,7,2,12
"55","서울","송파운영센터","경감",506,473,54,80,198,116,25,7
"56","서울","마포운영센터","합계",3825,2359,207,285,720,928,219,516
"57","서울","마포운영센터","일반",2851,1705,154,221,526,637,167,366
"58","서울","마포운영센터","기초수급",564,290,16,27,74,152,21,136
"59","서울","마포운영센터","의료급여",30,20,2,1,4,11,2,3
"60","서울","마포운영센터","경감",380,344,35,36,116,128,29,11
"61","서울","종로운영센터","합계",1961,1304,169,250,394,417,74,202
"62","서울","종로운영센터","일반",1500,997,131,184,318,303,61,137
"63","서울","종로운영센터","기초수급",285,150,15,32,30,69,4,59
"64","서울","종로운영센터","의료급여",13,8,0,3,2,2,1,0
"65","서울","종로운영센터","경감",163,149,23,31,44,43,8,6
"66","서울","용산운영센터","합계",2455,1536,153,268,562,484,69,319
"67","서울","용산운영센터","일반",1853,1169,120,210,440,339,60,218
"68","서울","용산운영센터","기초수급",372,156,13,18,51,70,4,95
"69","서울","용산운영센터","의료급여",20,13,0,1,7,5,0,3
"70","서울","용산운영센터","경감",210,198,20,39,64,70,5,3
"71","서울","성동운영센터","합계",3156,2117,174,273,699,768,203,354
"72","서울","성동운영센터","일반",2360,1554,127,204,512,562,149,263
"73","서울","성동운영센터","기초수급",461,261,22,34,70,105,30,74
"74","서울","성동운영센터","의료급여",12,6,1,0,2,2,1,5
"75","서울","성동운영센터","경감",323,296,24,35,115,99,23,12
"76","서울","중랑운영센터","합계",5596,3778,390,610,1387,1190,201,669
"77","서울","중랑운영센터","일반",3511,2239,218,356,818,706,141,401
"78","서울","중랑운영센터","기초수급",1333,866,97,138,300,299,32,230
"79","서울","중랑운영센터","의료급여",55,36,2,6,18,9,1,14
"80","서울","중랑운영센터","경감",697,637,73,110,251,176,27,24
"81","서울","강북운영센터","합계",4898,3154,190,460,1159,1163,182,778
"82","서울","강북운영센터","일반",3154,1933,114,296,729,680,114,488
"83","서울","강북운영센터","기초수급",1104,656,45,80,206,290,35,268
"84","서울","강북운영센터","의료급여",51,30,3,5,10,10,2,7
"85","서울","강북운영센터","경감",589,535,28,79,214,183,31,15
"86","서울","도봉운영센터","합계",5650,3727,337,567,1290,1229,304,794
"87","서울","도봉운영센터","일반",3974,2467,214,361,874,797,221,580
"88","서울","도봉운영센터","기초수급",840,506,44,83,163,181,35,177
"89","서울","도봉운영센터","의료급여",68,52,5,15,12,18,2,11
"90","서울","도봉운영센터","경감",768,702,74,108,241,233,46,26
"91","서울","은평운영센터","합계",6567,4293,365,682,1575,1376,295,756
"92","서울","은평운영센터","일반",4571,2899,243,470,1077,912,197,504
"93","서울","은평운영센터","기초수급",1154,655,58,103,222,229,43,226
"94","서울","은평운영센터","의료급여",71,39,6,3,18,11,1,9
"95","서울","은평운영센터","경감",771,700,58,106,258,224,54,17
"96","서울","강서운영센터","합계",8164,5748,422,769,2057,2243,257,1047
"97","서울","강서운영센터","일반",4888,3362,268,484,1268,1168,174,554
"98","서울","강서운영센터","기초수급",2200,1433,93,122,445,723,50,442
"99","서울","강서운영센터","의료급여",117,79,5,8,35,27,4,15
"100","서울","강서운영센터","경감",959,874,56,155,309,325,29,36
"101","서울","금천운영센터","합계",3332,2006,175,292,692,693,154,467
"102","서울","금천운영센터","일반",2099,1208,109,182,412,402,103,284
"103","서울","금천운영센터","기초수급",779,392,23,55,126,166,22,165
"104","서울","금천운영센터","의료급여",27,15,2,1,4,6,2,4
"105","서울","금천운영센터","경감",427,391,41,54,150,119,27,14
"106","서울","동작운영센터","합계",4254,2809,255,419,1012,957,166,447
"107","서울","동작운영센터","일반",3132,2039,187,301,757,665,129,312
"108","서울","동작운영센터","기초수급",661,350,32,50,94,156,18,129
"109","서울","동작운영센터","의료급여",42,30,5,4,14,7,0,2
"110","서울","동작운영센터","경감",419,390,31,64,147,129,19,4
"111","서울","강남운영센터","합계",4815,3095,394,500,1108,915,178,666
"112","서울","강남운영센터","일반",3549,2326,350,407,821,613,135,410
"113","서울","강남운영센터","기초수급",873,443,27,38,158,199,21,229
"114","서울","강남운영센터","의료급여",55,25,2,5,10,7,1,13
"115","서울","강남운영센터","경감",338,301,15,50,119,96,21,14
"116","서울","강동운영센터","합계",5528,3619,528,529,1308,1066,188,700
"117","서울","강동운영센터","일반",4255,2721,422,393,975,790,141,515
"118","서울","강동운영센터","기초수급",620,305,30,29,109,118,19,161
"119","서울","강동운영센터","의료급여",86,65,11,11,25,16,2,8
"120","서울","강동운영센터","경감",567,528,65,96,199,142,26,16
"121","서울","중구운영센터","합계",1522,904,71,151,345,275,62,285
"122","서울","중구운영센터","일반",1095,665,54,119,253,196,43,175
"123","서울","중구운영센터","기초수급",286,119,9,13,40,45,12,94
"124","서울","중구운영센터","의료급여",14,6,0,1,3,1,1,6
"125","서울","중구운영센터","경감",127,114,8,18,49,33,6,10
"126","부산","부산진구운영센터","합계",5909,3545,356,501,1350,1217,121,1092
"127","부산","부산진구운영센터","일반",4009,2326,236,339,886,776,89,708
"128","부산","부산진구운영센터","기초수급",1125,563,47,76,204,224,12,328
"129","부산","부산진구운영센터","의료급여",85,48,2,9,18,18,1,19
"130","부산","부산진구운영센터","경감",690,608,71,77,242,199,19,37
"131","부산","부산중부운영센터","합계",6202,3563,309,544,1336,1261,113,1301
"132","부산","부산중부운영센터","일반",3571,1995,185,328,730,678,74,677
"133","부산","부산중부운영센터","기초수급",1846,908,71,93,322,397,25,571
"134","부산","부산중부운영센터","의료급여",54,30,5,8,11,6,0,12
"135","부산","부산중부운영센터","경감",731,630,48,115,273,180,14,41
"136","부산","부산사하운영센터","합계",5221,2849,217,387,1068,1065,112,849
"137","부산","부산사하운영센터","일반",3207,1648,136,236,621,587,68,481
"138","부산","부산사하운영센터","기초수급",1345,642,30,75,230,276,31,332
"139","부산","부산사하운영센터","의료급여",58,35,3,5,13,14,0,8
"140","부산","부산사하운영센터","경감",611,524,48,71,204,188,13,28
"141","부산","부산동래운영센터","합계",4059,2491,195,364,843,955,134,637
"142","부산","부산동래운영센터","일반",2936,1711,137,241,587,645,101,460
"143","부산","부산동래운영센터","기초수급",612,339,25,50,96,157,11,159
"144","부산","부산동래운영센터","의료급여",44,33,3,4,12,12,2,2
"145","부산","부산동래운영센터","경감",467,408,30,69,148,141,20,16
"146","부산","부산사상운영센터","합계",3248,1727,152,267,507,731,70,658
"147","부산","부산사상운영센터","일반",1943,990,98,157,310,378,47,348
"148","부산","부산사상운영센터","기초수급",885,409,22,60,97,218,12,279
"149","부산","부산사상운영센터","의료급여",57,29,2,6,7,12,2,11
"150","부산","부산사상운영센터","경감",363,299,30,44,93,123,9,20
"151","부산","부산남부운영센터","합계",7501,4180,381,605,1326,1595,273,1498
"152","부산","부산남부운영센터","일반",5373,2820,272,411,906,1032,199,1081
"153","부산","부산남부운영센터","기초수급",1195,563,39,81,163,257,23,357
"154","부산","부산남부운영센터","의료급여",76,38,4,2,13,16,3,15
"155","부산","부산남부운영센터","경감",857,759,66,111,244,290,48,45
"156","부산","기장운영센터","합계",2817,1818,211,312,676,554,65,354
"157","부산","기장운영센터","일반",1778,1072,129,172,412,320,39,225
"158","부산","기장운영센터","기초수급",604,361,37,57,127,124,16,115
"159","부산","기장운영센터","의료급여",37,21,2,3,11,5,0,5
"160","부산","기장운영센터","경감",398,364,43,80,126,105,10,9
"161","부산","부산연제운영센터","합계",3375,1996,199,362,657,683,95,555
"162","부산","부산연제운영센터","일반",2450,1373,134,253,473,450,63,410
"163","부산","부산연제운영센터","기초수급",521,276,29,44,74,115,14,132
"164","부산","부산연제운영센터","의료급여",24,13,1,3,5,3,1,4
"165","부산","부산연제운영센터","경감",380,334,35,62,105,115,17,9
"166","부산","부산서부운영센터","합계",2265,1193,88,140,404,500,61,471
"167","부산","부산서부운영센터","일반",1483,740,59,85,254,299,43,314
"168","부산","부산서부운영센터","기초수급",510,220,9,25,62,114,10,139
"169","부산","부산서부운영센터","의료급여",25,12,2,2,4,4,0,5
"170","부산","부산서부운영센터","경감",247,221,18,28,84,83,8,13
"171","부산","부산금정운영센터","합계",4309,2344,190,365,808,850,131,829
"172","부산","부산금정운영센터","일반",3039,1588,119,227,558,585,99,540
"173","부산","부산금정운영센터","기초수급",788,363,37,62,112,137,15,250
"174","부산","부산금정운영센터","의료급여",48,24,6,5,6,5,2,10
"175","부산","부산금정운영센터","경감",434,369,28,71,132,123,15,29
"176","부산","부산북부운영센터","합계",5374,3060,222,444,993,1299,102,1089
"177","부산","부산북부운영센터","일반",3134,1797,135,276,599,714,73,542
"178","부산","부산북부운영센터","기초수급",1621,731,41,75,210,391,14,516
"179","부산","부산북부운영센터","의료급여",73,39,3,6,11,17,2,14
"180","부산","부산북부운영센터","경감",546,493,43,87,173,177,13,17
"181","부산","해운대운영센터","합계",6139,3378,297,426,1127,1368,160,1334
"182","부산","해운대운영센터","일반",4093,2220,196,271,734,906,113,783
"183","부산","해운대운영센터","기초수급",1339,566,40,64,186,249,27,500
"184","부산","해운대운영센터","의료급여",76,43,3,3,16,20,1,18
"185","부산","해운대운영센터","경감",631,549,58,88,191,193,19,33
"186","대구","대구달서운영센터","합계",7432,4507,298,594,1712,1533,370,1135
"187","대구","대구달서운영센터","일반",4608,2698,191,360,1052,863,232,659
"188","대구","대구달서운영센터","기초수급",1723,880,43,100,295,369,73,413
"189","대구","대구달서운영센터","의료급여",156,87,8,15,28,30,6,26
"190","대구","대구달서운영센터","경감",945,842,56,119,337,271,59,37
"191","대구","대구중부운영센터","합계",5806,3562,330,611,1364,1038,219,1030
"192","대구","대구중부운영센터","일반",3700,2135,191,376,818,608,142,661
"193","대구","대구중부운영센터","기초수급",1171,631,68,104,221,211,27,316
"194","대구","대구중부운영센터","의료급여",92,58,6,3,25,20,4,14
"195","대구","대구중부운영센터","경감",843,738,65,128,300,199,46,39
"196","대구","대구동부운영센터","합계",6175,3901,269,567,1472,1331,262,1066
"197","대구","대구동부운영센터","일반",3845,2346,150,338,906,782,170,640
"198","대구","대구동부운영센터","기초수급",1407,763,68,107,269,275,44,368
"199","대구","대구동부운영센터","의료급여",96,52,3,8,21,18,2,21
"200","대구","대구동부운영센터","경감",827,740,48,114,276,256,46,37
"201","대구","달성운영센터","합계",3288,2142,201,344,813,657,127,512
"202","대구","달성운영센터","일반",2252,1365,113,216,516,436,84,380
"203","대구","달성운영센터","기초수급",555,351,50,58,124,93,26,112
"204","대구","달성운영센터","의료급여",44,29,5,6,8,10,0,6
"205","대구","달성운영센터","경감",437,397,33,64,165,118,17,14
"206","대구","대구남부운영센터","합계",3844,2349,193,431,985,653,87,634
"207","대구","대구남부운영센터","일반",2461,1461,126,269,615,397,54,381
"208","대구","대구남부운영센터","기초수급",830,415,33,72,165,127,18,218
"209","대구","대구남부운영센터","의료급여",65,43,3,2,20,16,2,12
"210","대구","대구남부운영센터","경감",488,430,31,88,185,113,13,23
"211","대구","대구북부운영센터","합계",6403,3760,308,604,1296,1256,296,1180
"212","대구","대구북부운영센터","일반",4187,2348,199,367,778,805,199,764
"213","대구","대구북부운영센터","기초수급",1260,621,50,104,217,213,37,351
"214","대구","대구북부운영센터","의료급여",105,62,3,8,21,23,7,18
"215","대구","대구북부운영센터","경감",851,729,56,125,280,215,53,47
"216","대구","대구수성운영센터","합계",5871,3184,241,444,928,1158,413,1313
"217","대구","대구수성운영센터","일반",4096,2227,171,299,675,786,296,841
"218","대구","대구수성운영센터","기초수급",1175,471,39,73,108,197,54,414
"219","대구","대구수성운영센터","의료급여",81,44,2,7,15,17,3,21
"220","대구","대구수성운영센터","경감",519,442,29,65,130,158,60,37
"221","인천","인천중부운영센터","합계",3922,2453,159,351,881,903,159,818
"222","인천","인천중부운영센터","일반",2547,1501,97,226,543,535,100,553
"223","인천","인천중부운영센터","기초수급",831,466,24,64,152,190,36,236
"224","인천","인천중부운영센터","의료급여",45,29,2,3,12,11,1,8
"225","인천","인천중부운영센터","경감",499,457,36,58,174,167,22,21
"226","인천","인천남구운영센터","합계",7486,5227,376,816,2075,1805,155,1035
"227","인천","인천남구운영센터","일반",4873,3217,225,497,1303,1080,112,724
"228","인천","인천남구운영센터","기초수급",1398,892,66,140,317,348,21,279
"229","인천","인천남구운영센터","의료급여",81,59,2,8,31,17,1,11
"230","인천","인천남구운영센터","경감",1134,1059,83,171,424,360,21,21
"231","인천","인천연수구운영센터","합계",3540,2314,192,295,782,900,145,580
"232","인천","인천연수구운영센터","일반",2291,1514,138,197,538,541,100,308
"233","인천","인천연수운영센터","기초수급",847,437,21,44,121,222,29,253
"234","인천","인천연수구운영센터","의료급여",38,25,2,2,6,13,2,6
"235","인천","인천연수구운영센터","경감",364,338,31,52,117,124,14,13
"236","인천","인천계양운영센터","합계",4790,3128,222,462,1086,1178,180,761
"237","인천","인천계양운영센터","일반",3093,1832,135,275,635,676,111,563
"238","인천","인천계양운영센터","기초수급",925,600,37,87,209,241,26,165
"239","인천","인천계양운영센터","의료급여",47,30,1,4,7,12,6,7
"240","인천","인천계양운영센터","경감",725,666,49,96,235,249,37,26
"241","인천","인천서구운영센터","합계",6364,4619,292,623,1771,1679,254,731
"242","인천","인천서구운영센터","일반",4161,2839,175,346,1097,1027,194,522
"243","인천","인천서구운영센터","기초수급",1161,811,57,120,288,321,25,184
"244","인천","인천서구운영센터","의료급여",65,41,2,6,21,11,1,10
"245","인천","인천서구운영센터","경감",977,928,58,151,365,320,34,15
"246","인천","강화운영센터","합계",2583,1752,88,287,640,690,47,521
"247","인천","강화운영센터","일반",1760,1178,48,188,439,469,34,343
"248","인천","강화운영센터","기초수급",537,320,26,50,118,123,3,162
"249","인천","강화운영센터","의료급여",21,14,1,3,6,4,0,3
"250","인천","강화운영센터","경감",265,240,13,46,77,94,10,13
"251","인천","인천남동운영센터","합계",8185,5783,464,915,2175,2023,206,1045
"252","인천","인천남동운영센터","일반",5197,3523,291,572,1354,1167,139,645
"253","인천","인천남동운영센터","기초수급",1813,1194,106,158,407,491,32,361
"254","인천","인천남동운영센터","의료급여",107,70,1,10,25,27,7,13
"255","인천","인천남동운영센터","경감",1068,996,66,175,389,338,28,26
"256","인천","인천부평운영센터","합계",8812,5768,409,771,2126,2169,293,1405
"257","인천","인천부평운영센터","일반",5397,3367,233,433,1266,1249,186,832
"258","인천","인천부평운영센터","기초수급",2173,1278,93,168,410,543,64,527
"259","인천","인천부평운영센터","의료급여",96,60,5,10,20,22,3,15
"260","인천","인천부평운영센터","경감",1146,1063,78,160,430,355,40,31
"261","광주","광주북부운영센터","합계",8708,4719,265,513,1455,2200,286,2236
"262","광주","광주북부운영센터","일반",5705,3026,167,332,966,1375,186,1369
"263","광주","광주북부운영센터","기초수급",1792,733,38,66,194,394,41,755
"264","광주","광주북부운영센터","의료급여",158,81,10,9,25,34,3,33
"265","광주","광주북부운영센터","경감",1053,879,50,106,270,397,56,79
"266","광주","광주서부운영센터","합계",11359,6339,394,692,2017,2802,434,2954
"267","광주","광주서부운영센터","일반",7471,4081,263,449,1296,1777,296,1781
"268","광주","광주서부운영센터","기초수급",2265,989,56,90,294,485,64,988
"269","광주","광주서부운영센터","의료급여",247,150,8,21,54,61,6,52
"270","광주","광주서부운영센터","경감",1376,1119,67,132,373,479,68,133
"271","광주","광주동부운영센터","합계",7843,4290,267,428,1404,1873,318,1978
"272","광주","광주동부운영센터","일반",5444,2847,186,266,916,1252,227,1379
"273","광주","광주동부운영센터","기초수급",1349,612,34,70,188,279,41,490
"274","광주","광주동부운영센터","의료급여",168,90,3,4,36,43,4,45
"275","광주","광주동부운영센터","경감",882,741,44,88,264,299,46,64
"276","대전","대전동부운영센터","합계",8933,5157,362,692,1592,2097,414,1929
"277","대전","대전동부운영센터","일반",5548,3126,217,405,977,1253,274,1115
"278","대전","대전동부운영센터","기초수급",2082,932,63,126,260,429,54,719
"279","대전","대전동부운영센터","의료급여",127,82,9,12,22,34,5,23
"280","대전","대전동부운영센터","경감",1176,1017,73,149,333,381,81,72
"281","대전","대전유성운영센터","합계",4203,2683,229,377,998,895,184,664
"282","대전","대전유성운영센터","일반",3145,1922,172,276,718,615,141,501
"283","대전","대전유성운영센터","기초수급",536,297,17,37,105,124,14,144
"284","대전","대전유성운영센터","의료급여",70,56,3,9,14,26,4,5
"285","대전","대전유성운영센터","경감",452,408,37,55,161,130,25,14
"286","대전","대전중부운영센터","합계",6039,3888,325,492,1526,1314,231,968
"287","대전","대전중부운영센터","일반",4104,2498,210,317,972,832,167,670
"288","대전","대전중부운영센터","기초수급",1033,609,53,74,220,227,35,241
"289","대전","대전중부운영센터","의료급여",66,45,4,5,19,15,2,9
"290","대전","대전중부운영센터","경감",836,736,58,96,315,240,27,48
"291","대전","대전서부운영센터","합계",7085,4361,269,488,1342,1827,435,1311
"292","대전","대전서부운영센터","일반",5004,2960,182,317,900,1233,328,919
"293","대전","대전서부운영센터","기초수급",1153,586,40,71,165,265,45,350
"294","대전","대전서부운영센터","의료급여",92,54,2,11,21,16,4,14
"295","대전","대전서부운영센터","경감",836,761,45,89,256,313,58,28
"296","울산","울산중부운영센터","합계",4131,2616,219,409,1093,804,91,533
"297","울산","울산중부운영센터","일반",3042,1905,170,298,818,557,62,321
"298","울산","울산중부운영센터","기초수급",683,357,23,47,131,144,12,195
"299","울산","울산중부운영센터","의료급여",36,23,0,2,10,10,1,4
"300","울산","울산중부운영센터","경감",370,331,26,62,134,93,16,13
"301","울산","울산동부운영센터","합계",1441,880,62,139,333,304,42,206
"302","울산","울산동부운영센터","일반",1059,641,48,101,252,206,34,123
"303","울산","울산동부운영센터","기초수급",283,147,7,25,50,59,6,80
"304","울산","울산동부운영센터","의료급여",11,9,1,2,2,4,0,2
"305","울산","울산동부운영센터","경감",88,83,6,11,29,35,2,1
"306","울산","울주운영센터","합계",3407,2102,236,330,796,664,76,502
"307","울산","울주운영센터","일반",2493,1499,182,229,565,462,61,342
"308","울산","울주운영센터","기초수급",581,317,33,52,128,101,3,148
"309","울산","울주운영센터","의료급여",39,22,2,1,8,10,1,7
"310","울산","울주운영센터","경감",294,264,19,48,95,91,11,5
"311","울산","울산남부운영센터","합계",3079,1784,144,267,681,611,81,389
"312","울산","울산남부운영센터","일반",2245,1264,105,192,499,411,57,251
"313","울산","울산남부운영센터","기초수급",544,285,14,39,94,125,13,129
"314","울산","울산남부운영센터","의료급여",39,21,4,2,7,6,2,7
"315","울산","울산남부운영센터","경감",251,214,21,34,81,69,9,2
"316","경기","수원동부운영센터","합계",5328,3432,417,567,1264,1003,181,703
"317","경기","수원동부운영센터","일반",3747,2423,293,413,909,671,137,431
"318","경기","수원동부운영센터","기초수급",929,417,47,45,143,159,23,255
"319","경기","수원동부운영센터","의료급여",52,34,2,9,11,11,1,5
"320","경기","수원동부운영센터","경감",600,558,75,100,201,162,20,12
"321","경기","성남남부운영센터","합계",5941,4094,610,636,1377,1237,234,736
"322","경기","성남남부운영센터","일반",4500,3174,498,526,1037,918,195,431
"323","경기","성남남부운영센터","기초수급",1019,548,52,58,194,216,28,291
"324","경기","성남남부운영센터","의료급여",41,30,3,2,7,17,1,5
"325","경기","성남남부운영센터","경감",381,342,57,50,139,86,10,9
"326","경기","의정부운영센터","합계",8352,5937,403,909,2348,1893,384,1057
"327","경기","의정부운영센터","일반",5055,3348,221,510,1332,1051,234,679
"328","경기","의정부운영센터","기초수급",1734,1153,77,172,430,395,79,326
"329","경기","의정부운영센터","의료급여",91,67,4,14,22,25,2,9
"330","경기","의정부운영센터","경감",1472,1369,101,213,564,422,69,43
"331","경기","부천북부운영센터","합계",9882,6509,496,888,2402,2268,455,1616
"332","경기","부천북부운영센터","일반",6483,4117,314,576,1532,1389,306,1013
"333","경기","부천북부운영센터","기초수급",1824,976,71,119,334,390,62,539
"334","경기","부천북부운영센터","의료급여",133,83,7,8,23,40,5,21
"335","경기","부천북부운영센터","경감",1442,1333,104,185,513,449,82,43
"336","경기","광명운영센터","합계",3981,2403,176,315,807,933,172,671
"337","경기","광명운영센터","일반",2814,1609,112,205,549,616,127,461
"338","경기","광명운영센터","기초수급",665,361,33,42,116,154,16,181
"339","경기","광명운영센터","의료급여",63,38,2,6,15,12,3,12
"340","경기","광명운영센터","경감",439,395,29,62,127,151,26,17
"341","경기","평택운영센터","합계",6101,4178,215,574,1773,1410,206,727
"342","경기","평택운영센터","일반",4324,2871,142,393,1238,951,147,486
"343","경기","평택운영센터","기초수급",973,591,40,74,231,223,23,205
"344","경기","평택운영센터","의료급여",52,28,1,2,15,9,1,11
"345","경기","평택운영센터","경감",752,688,32,105,289,227,35,25
"346","경기","동두천운영센터","합계",3097,1973,175,253,689,601,255,681
"347","경기","동두천운영센터","일반",1891,1118,107,136,386,334,155,441
"348","경기","동두천운영센터","기초수급",654,371,35,50,125,114,47,197
"349","경기","동두천운영센터","의료급여",25,20,1,6,5,7,1,2
"350","경기","동두천운영센터","경감",527,464,32,61,173,146,52,41
"351","경기","연천운영센터","합계",1151,772,35,73,272,274,118,203
"352","경기","연천운영센터","일반",641,393,20,36,148,130,59,122
"353","경기","연천운영센터","기초수급",353,241,8,25,75,89,44,71
"354","경기","연천운영센터","의료급여",17,13,0,2,0,8,3,2
"355","경기","연천운영센터","경감",140,125,7,10,49,47,12,8
"356","경기","안산운영센터","합계",8998,5620,454,698,1981,1854,633,1277
"357","경기","안산운영센터","일반",5647,3325,246,394,1200,1090,395,817
"358","경기","안산운영센터","기초수급",1900,1010,92,106,335,370,107,395
"359","경기","안산운영센터","의료급여",83,48,4,12,16,15,1,16
"360","경기","안산운영센터","경감",1368,1237,112,186,430,379,130,49
"361","경기","과천운영센터","합계",661,438,35,60,166,147,30,81
"362","경기","과천운영센터","일반",516,340,26,44,119,125,26,59
"363","경기","과천운영센터","기초수급",99,58,6,11,25,16,0,21
"364","경기","과천운영센터","의료급여",3,1,0,0,1,0,0,1
"365","경기","과천운영센터","경감",43,39,3,5,21,6,4,0
"366","경기","남양주운영센터","합계",10070,7277,494,991,2635,2448,709,1075
"367","경기","남양주운영센터","일반",6824,4623,306,616,1699,1530,472,823
"368","경기","남양주운영센터","기초수급",1584,1133,73,138,392,419,111,204
"369","경기","남양주운영센터","의료급여",114,85,6,15,28,29,7,13
"370","경기","남양주운영센터","경감",1548,1436,109,222,516,470,119,35
"371","경기","가평운영센터","합계",1856,1242,117,129,469,426,101,307
"372","경기","가평운영센터","일반",1035,632,34,48,233,245,72,185
"373","경기","가평운영센터","기초수급",578,385,73,57,149,96,10,112
"374","경기","가평운영센터","의료급여",19,12,1,3,4,1,3,2
"375","경기","가평운영센터","경감",224,213,9,21,83,84,16,8
"376","경기","오산운영센터","합계",2108,1462,128,242,530,501,61,263
"377","경기","오산운영센터","일반",1421,960,81,165,358,315,41,162
"378","경기","오산운영센터","기초수급",361,202,20,23,69,82,8,89
"379","경기","오산운영센터","의료급여",25,21,4,4,5,8,0,1
"380","경기","오산운영센터","경감",301,279,23,50,98,96,12,11
"381","경기","군포운영센터","합계",3959,2587,241,387,1029,787,143,604
"382","경기","군포운영센터","일반",2656,1755,157,262,712,525,99,346
"383","경기","군포운영센터","기초수급",770,365,44,46,133,127,15,240
"384","경기","군포운영센터","의료급여",45,27,2,2,10,10,3,7
"385","경기","군포운영센터","경감",488,440,38,77,174,125,26,11
"386","경기","의왕운영센터","합계",2035,1470,157,215,513,503,82,177
"387","경기","의왕운영센터","일반",1525,1063,123,165,372,342,61,141
"388","경기","의왕운영센터","기초수급",226,148,9,17,48,63,11,28
"389","경기","의왕운영센터","의료급여",17,8,0,0,5,3,0,2
"390","경기","의왕운영센터","경감",267,251,25,33,88,95,10,6
"391","경기","하남운영센터","합계",2535,1723,142,280,635,510,156,369
"392","경기","하남운영센터","일반",1782,1179,102,192,431,342,112,254
"393","경기","하남운영센터","기초수급",344,175,15,23,63,62,12,95
"394","경기","하남운영센터","의료급여",22,15,1,2,8,2,2,5
"395","경기","하남운영센터","경감",387,354,24,63,133,104,30,15
"396","경기","파주운영센터","합계",6867,4307,228,455,1368,1685,571,1078
