"","sido","center","type","applicants","total","grade1","grade2","grade3","grade4","grade5","outer"
"75","서울","성동운영센터","경감",279,270,27,47,98,88,10,4
"76","서울","중랑운영센터","합계",4912,3392,386,590,1324,977,115,568
"77","서울","중랑운영센터","일반",3070,2005,214,342,796,577,76,325
"78","서울","중랑운영센터","기초수급",1212,811,122,139,293,235,22,215
"79","서울","중랑운영센터","의료급여",47,34,3,7,12,12,0,6
"80","서울","중랑운영센터","경감",583,542,47,102,223,153,17,22
"81","서울","강북운영센터","합계",4460,2898,222,481,1156,952,87,699
"82","서울","강북운영센터","일반",2891,1769,132,307,734,538,58,447
"83","서울","강북운영센터","기초수급",994,603,52,84,197,255,15,226
"84","서울","강북운영센터","의료급여",44,26,0,9,12,4,1,8
"85","서울","강북운영센터","경감",531,500,38,81,213,155,13,18
"86","서울","도봉운영센터","합계",5011,3164,324,496,1193,959,192,782
"87","서울","도봉운영센터","일반",3600,2127,226,334,805,622,140,577
"88","서울","도봉운영센터","기초수급",682,372,42,56,123,138,13,169
"89","서울","도봉운영센터","의료급여",58,42,3,7,10,18,4,8
"90","서울","도봉운영센터","경감",671,623,53,99,255,181,35,28
"91","서울","은평운영센터","합계",6181,4078,391,690,1591,1218,188,753
"92","서울","은평운영센터","일반",4290,2688,255,464,1077,754,138,497
"93","서울","은평운영센터","기초수급",1152,707,72,114,247,252,22,227
"94","서울","은평운영센터","의료급여",61,41,7,6,12,12,4,8
"95","서울","은평운영센터","경감",678,642,57,106,255,200,24,21
"96","서울","강서운영센터","합계",7125,4855,433,693,1909,1678,142,989
"97","서울","강서운영센터","일반",4321,2840,266,440,1170,878,86,550
"98","서울","강서운영센터","기초수급",1915,1222,90,132,442,530,28,387
"99","서울","강서운영센터","의료급여",93,60,2,6,32,17,3,11
"100","서울","강서운영센터","경감",796,733,75,115,265,253,25,41
"101","서울","금천운영센터","합계",3092,1908,175,321,739,593,80,421
"102","서울","금천운영센터","일반",1946,1168,111,205,452,340,60,258
"103","서울","금천운영센터","기초수급",724,350,24,45,124,149,8,148
"104","서울","금천운영센터","의료급여",32,20,0,2,7,8,3,4
"105","서울","금천운영센터","경감",390,370,40,69,156,96,9,11
"106","서울","동작운영센터","합계",3838,2581,242,416,939,878,106,399
"107","서울","동작운영센터","일반",2740,1822,165,294,688,592,83,274
"108","서울","동작운영센터","기초수급",677,377,45,58,103,160,11,115
"109","서울","동작운영센터","의료급여",43,27,1,6,10,9,1,5
"110","서울","동작운영센터","경감",378,355,31,58,138,117,11,5
"111","서울","강남운영센터","합계",4501,2784,310,430,1018,885,141,664
"112","서울","강남운영센터","일반",3258,2043,239,345,729,610,120,417
"113","서울","강남운영센터","기초수급",904,460,53,47,158,193,9,217
"114","서울","강남운영센터","의료급여",64,39,3,6,19,10,1,11
"115","서울","강남운영센터","경감",275,242,15,32,112,72,11,19
"116","서울","강동운영센터","합계",4925,3239,488,565,1232,859,95,641
"117","서울","강동운영센터","일반",3846,2477,413,435,910,641,78,490
"118","서울","강동운영센터","기초수급",550,270,22,39,104,97,8,136
"119","서울","강동운영센터","의료급여",49,33,5,5,9,12,2,7
"120","서울","강동운영센터","경감",480,459,48,86,209,109,7,8
"121","서울","중구운영센터","합계",1353,720,53,114,317,183,53,301
"122","서울","중구운영센터","일반",976,528,37,90,220,140,41,192
"123","서울","중구운영센터","기초수급",263,96,10,12,48,22,4,95
"124","서울","중구운영센터","의료급여",13,7,0,0,5,1,1,4
"125","서울","중구운영센터","경감",101,89,6,12,44,20,7,10
"126","부산","부산진구운영센터","합계",5229,2906,289,447,1129,950,91,1201
"127","부산","부산진구운영센터","일반",3616,1973,205,322,770,613,63,779
"128","부산","부산진구운영센터","기초수급",988,402,22,51,153,168,8,363
"129","부산","부산진구운영센터","의료급여",78,43,3,2,22,15,1,20
"130","부산","부산진구운영센터","경감",547,488,59,72,184,154,19,39
"131","부산","부산중부운영센터","합계",5405,2796,235,410,1103,990,58,1370
"132","부산","부산중부운영센터","일반",3168,1612,145,253,642,535,37,729
"133","부산","부산중부운영센터","기초수급",1627,679,57,72,254,283,13,572
"134","부산","부산중부운영센터","의료급여",57,29,3,5,13,8,0,17
"135","부산","부산중부운영센터","경감",553,476,30,80,194,164,8,52
"136","부산","부산사하운영센터","합계",4702,2276,204,356,865,766,85,945
"137","부산","부산사하운영센터","일반",2995,1389,135,220,544,433,57,531
"138","부산","부산사하운영센터","기초수급",1224,485,36,71,173,195,10,373
"139","부산","부산사하운영센터","의료급여",50,21,0,6,5,9,1,13
"140","부산","부산사하운영센터","경감",433,381,33,59,143,129,17,28
"141","부산","부산동래운영센터","합계",3613,1921,124,293,730,695,79,736
"142","부산","부산동래운영센터","일반",2674,1341,87,191,533,474,56,517
"143","부산","부산동래운영센터","기초수급",542,239,10,41,70,108,10,188
"144","부산","부산동래운영센터","의료급여",41,27,0,6,8,11,2,7
"145","부산","부산동래운영센터","경감",356,314,27,55,119,102,11,24
"146","부산","부산사상운영센터","합계",2867,1414,139,236,475,524,40,668
"147","부산","부산사상운영센터","일반",1784,851,87,145,282,312,25,373
"148","부산","부산사상운영센터","기초수급",786,331,28,58,106,131,8,259
"149","부산","부산사상운영센터","의료급여",45,14,1,2,2,7,2,15
"150","부산","부산사상운영센터","경감",252,218,23,31,85,74,5,21
"151","부산","부산남부운영센터","합계",6741,3474,330,511,1182,1273,178,1525
"152","부산","부산남부운영센터","일반",4911,2394,242,355,817,841,139,1103
"153","부산","부산남부운영센터","기초수급",1089,458,33,55,151,205,14,349
"154","부산","부산남부운영센터","의료급여",78,40,4,5,15,14,2,17
"155","부산","부산남부운영센터","경감",663,582,51,96,199,213,23,56
"156","부산","기장운영센터","합계",2591,1578,176,281,634,449,38,418
"157","부산","기장운영센터","일반",1713,984,109,173,406,271,25,267
"158","부산","기장운영센터","기초수급",524,283,26,44,113,93,7,128
"159","부산","기장운영센터","의료급여",28,14,3,3,7,1,0,5
"160","부산","기장운영센터","경감",326,297,38,61,108,84,6,18
"161","부산","부산연제운영센터","합계",2923,1593,151,252,647,489,54,633
"162","부산","부산연제운영센터","일반",2171,1133,115,178,470,334,36,459
"163","부산","부산연제운영센터","기초수급",437,183,16,26,67,70,4,158
"164","부산","부산연제운영센터","의료급여",22,11,0,2,5,3,1,4
"165","부산","부산연제운영센터","경감",293,266,20,46,105,82,13,12
"166","부산","부산서부운영센터","합계",2126,1035,91,147,342,408,47,557
"167","부산","부산서부운영센터","일반",1382,639,52,91,223,241,32,361
"168","부산","부산서부운영센터","기초수급",513,201,15,33,55,93,5,173
"169","부산","부산서부운영센터","의료급여",28,14,0,4,6,4,0,8
"170","부산","부산서부운영센터","경감",203,181,24,19,58,70,10,15
"171","부산","부산금정운영센터","합계",3862,1976,182,346,723,642,83,819
"172","부산","부산금정운영센터","일반",2752,1354,110,221,503,458,62,535
"173","부산","부산금정운영센터","기초수급",732,315,37,68,108,94,8,244
"174","부산","부산금정운영센터","의료급여",43,19,2,2,7,4,4,8
"175","부산","부산금정운영센터","경감",335,288,33,55,105,86,9,32
"176","부산","부산북부운영센터","합계",4645,2172,148,356,752,828,88,1252
"177","부산","부산북부운영센터","일반",2829,1365,92,217,473,521,62,653
"178","부산","부산북부운영센터","기초수급",1363,428,29,72,144,173,10,563
"179","부산","부산북부운영센터","의료급여",68,32,2,5,12,11,2,16
"180","부산","부산북부운영센터","경감",385,347,25,62,123,123,14,20
"181","부산","해운대운영센터","합계",5451,2678,209,385,1001,991,92,1436
"182","부산","해운대운영센터","일반",3665,1765,140,265,661,633,66,848
"183","부산","해운대운영센터","기초수급",1234,468,35,54,175,190,14,516
"184","부산","해운대운영센터","의료급여",74,31,2,2,14,12,1,25
"185","부산","해운대운영센터","경감",478,414,32,64,151,156,11,47
"186","대구","대구달서운영센터","합계",6532,3825,253,587,1596,1166,223,1109
"187","대구","대구달서운영센터","일반",4106,2340,159,361,979,690,151,646
"188","대구","대구달서운영센터","기초수급",1526,719,42,92,287,264,34,402
"189","대구","대구달서운영센터","의료급여",138,77,5,13,27,28,4,19
"190","대구","대구달서운영센터","경감",762,689,47,121,303,184,34,42
"191","대구","대구중부운영센터","합계",4922,2876,252,529,1200,735,160,1053
"192","대구","대구중부운영센터","일반",3227,1786,157,326,759,438,106,670
"193","대구","대구중부운영센터","기초수급",969,467,42,84,181,139,21,314
"194","대구","대구중부운영센터","의료급여",74,42,5,5,19,10,3,19
"195","대구","대구중부운영센터","경감",652,581,48,114,241,148,30,50
"196","대구","대구동부운영센터","합계",5675,3325,262,478,1312,1136,137,1207
"197","대구","대구동부운영센터","일반",3630,2011,151,302,787,673,98,757
"198","대구","대구동부운영센터","기초수급",1282,664,69,87,255,233,20,380
"199","대구","대구동부운영센터","의료급여",96,59,3,7,27,21,1,20
"200","대구","대구동부운영센터","경감",667,591,39,82,243,209,18,50
"201","대구","달성운영센터","합계",2829,1791,175,268,726,557,65,500
"202","대구","달성운영센터","일반",1906,1111,99,157,462,351,42,370
"203","대구","달성운영센터","기초수급",499,295,45,47,110,84,9,105
"204","대구","달성운영센터","의료급여",24,12,1,1,2,6,2,8
"205","대구","달성운영센터","경감",400,373,30,63,152,116,12,17
"206","대구","대구남부운영센터","합계",3442,2042,163,419,894,530,36,626
"207","대구","대구남부운영센터","일반",2209,1255,102,259,548,322,24,373
"208","대구","대구남부운영센터","기초수급",737,360,31,67,166,88,8,211
"209","대구","대구남부운영센터","의료급여",68,42,2,2,19,18,1,16
"210","대구","대구남부운영센터","경감",428,385,28,91,161,102,3,26
"211","대구","대구북부운영센터","합계",5729,3388,267,623,1291,1012,195,1092
"212","대구","대구북부운영센터","일반",3789,2153,174,394,804,648,133,703
"213","대구","대구북부운영센터","기초수급",1107,536,39,91,208,173,25,312
"214","대구","대구북부운영센터","의료급여",104,58,5,8,22,21,2,21
"215","대구","대구북부운영센터","경감",729,641,49,130,257,170,35,56
"216","대구","대구수성운영센터","합계",5277,2738,176,431,965,941,225,1262
"217","대구","대구수성운영센터","일반",3633,1894,121,282,678,640,173,799
"218","대구","대구수성운영센터","기초수급",1093,400,27,80,116,160,17,393
"219","대구","대구수성운영센터","의료급여",99,45,5,7,15,17,1,30
"220","대구","대구수성운영센터","경감",452,399,23,62,156,124,34,40
"221","인천","인천중부운영센터","합계",3676,2209,145,358,847,786,73,845
"222","인천","인천중부운영센터","일반",2368,1326,92,214,506,466,48,574
"223","인천","인천중부운영센터","기초수급",810,437,24,64,160,172,17,240
"224","인천","인천중부운영센터","의료급여",34,17,0,2,8,7,0,11
"225","인천","인천중부운영센터","경감",464,429,29,78,173,141,8,20
"226","인천","인천남구운영센터","합계",6447,4132,336,706,1660,1321,109,1196
"227","인천","인천남구운영센터","일반",4323,2591,200,420,1080,813,78,826
"228","인천","인천남구운영센터","기초수급",1186,672,55,110,246,240,21,327
"229","인천","인천남구운영센터","의료급여",70,44,3,5,20,16,0,16
"230","인천","인천남구운영센터","경감",868,825,78,171,314,252,10,27
"231","인천","인천연수구운영센터","합계",3126,1913,179,277,687,715,55,623
"232","인천","인천연수구운영센터","일반",2018,1263,130,190,482,423,38,326
"233","인천","인천연수구운영센터","기초수급",775,358,25,38,97,187,11,276
"234","인천","인천연수구운영센터","의료급여",38,20,0,0,9,11,0,10
"235","인천","인천연수구운영센터","경감",295,272,24,49,99,94,6,11
"236","인천","인천계양운영센터","합계",4265,2689,227,429,1011,910,112,797
"237","인천","인천계양운영센터","일반",2915,1698,143,257,630,585,83,587
"238","인천","인천계양운영센터","기초수급",714,430,34,65,166,157,8,165
"239","인천","인천계양운영센터","의료급여",43,27,3,6,12,5,1,8
"240","인천","인천계양운영센터","경감",593,534,47,101,203,163,20,37
"241","인천","인천서구운영센터","합계",5560,3843,284,575,1593,1247,144,734
"242","인천","인천서구운영센터","일반",3762,2431,169,349,1018,781,114,529
"243","인천","인천서구운영센터","기초수급",970,638,45,91,261,228,13,180
"244","인천","인천서구운영센터","의료급여",54,30,3,4,14,8,1,12
"245","인천","인천서구운영센터","경감",774,744,67,131,300,230,16,13
"246","인천","강화운영센터","합계",2471,1640,85,288,666,566,35,553
"247","인천","강화운영센터","일반",1627,1053,48,183,430,364,28,351
"248","인천","강화운영센터","기초수급",560,327,25,53,136,110,3,187
"249","인천","강화운영센터","의료급여",20,13,0,1,3,9,0,3
"250","인천","강화운영센터","경감",264,247,12,51,97,83,4,12
"251","인천","인천남동운영센터","합계",6975,4763,377,775,1829,1656,126,1031
"252","인천","인천남동운영센터","일반",4476,2939,251,501,1125,973,89,620
"253","인천","인천남동운영센터","기초수급",1559,961,76,114,364,387,20,372
"254","인천","인천남동운영센터","의료급여",75,44,5,8,17,14,0,15
"255","인천","인천남동운영센터","경감",865,819,45,152,323,282,17,24
"256","인천","인천부평운영센터","합계",8109,5177,397,729,1975,1920,156,1449
"257","인천","인천부평운영센터","일반",5106,3118,228,440,1197,1156,97,887
"258","인천","인천부평운영센터","기초수급",1962,1115,90,147,389,456,33,513
"259","인천","인천부평운영센터","의료급여",69,39,4,7,13,14,1,13
"260","인천","인천부평운영센터","경감",972,905,75,135,376,294,25,36
"261","광주","광주북부운영센터","합계",7618,4028,249,466,1338,1800,175,2093
"262","광주","광주북부운영센터","일반",5029,2583,163,299,889,1106,126,1283
"263","광주","광주북부운영센터","기초수급",1601,636,41,64,173,332,26,694
"264","광주","광주북부운영센터","의료급여",146,88,6,11,34,37,0,31
"265","광주","광주북부운영센터","경감",842,721,39,92,242,325,23,85
"266","광주","광주서부운영센터","합계",10320,5420,330,620,1861,2381,228,2873
"267","광주","광주서부운영센터","일반",6913,3526,209,393,1217,1553,154,1770
"268","광주","광주서부운영센터","기초수급",2062,837,58,106,273,372,28,913
"269","광주","광주서부운영센터","의료급여",197,100,4,14,39,38,5,49
"270","광주","광주서부운영센터","경감",1148,957,59,107,332,418,41,141
"271","광주","광주동부운영센터","합계",7128,3725,238,437,1368,1543,139,1967
"272","광주","광주동부운영센터","일반",5043,2492,174,277,926,1015,100,1391
"273","광주","광주동부운영센터","기초수급",1225,540,26,60,189,253,12,471
"274","광주","광주동부운영센터","의료급여",139,72,6,12,24,29,1,43
"275","광주","광주동부운영센터","경감",721,621,32,88,229,246,26,62
"276","대전","대전동부운영센터","합계",8336,4966,344,812,1832,1783,195,1764
"277","대전","대전동부운영센터","일반",5197,3046,215,491,1130,1081,129,988
"278","대전","대전동부운영센터","기초수급",1921,865,51,147,281,354,32,673
"279","대전","대전동부운영센터","의료급여",123,75,10,9,29,26,1,25
"280","대전","대전동부운영센터","경감",1095,980,68,165,392,322,33,78
"281","대전","대전유성운영센터","합계",3655,2302,206,355,899,733,109,660
"282","대전","대전유성운영센터","일반",2832,1750,161,265,701,535,88,484
"283","대전","대전유성운영센터","기초수급",445,215,20,29,64,95,7,155
"284","대전","대전유성운영센터","의료급여",46,30,1,7,7,14,1,5
"285","대전","대전유성운영센터","경감",332,307,24,54,127,89,13,16
"286","대전","대전중부운영센터","합계",5530,3390,276,480,1520,1010,104,1007
"287","대전","대전중부운영센터","일반",3894,2263,180,324,1008,672,79,701
"288","대전","대전중부운영센터","기초수급",880,469,37,62,206,151,13,245
"289","대전","대전중부운영센터","의료급여",69,48,6,5,23,11,3,10
"290","대전","대전중부운영센터","경감",687,610,53,89,283,176,9,51
"291","대전","대전서부운영센터","합계",6470,3925,253,533,1395,1479,265,1288
"292","대전","대전서부운영센터","일반",4639,2709,177,359,967,1003,203,903
"293","대전","대전서부운영센터","기초수급",1019,485,32,67,164,206,16,343
"294","대전","대전서부운영센터","의료급여",85,57,5,8,25,15,4,9
"295","대전","대전서부운영센터","경감",727,674,39,99,239,255,42,33
"296","울산","울산중부운영센터","합계",3685,2088,178,322,900,626,62,611
"297","울산","울산중부운영센터","일반",2752,1565,123,250,686,459,47,370
"298","울산","울산중부운영센터","기초수급",635,261,18,36,99,100,8,220
"299","울산","울산중부운영센터","의료급여",27,15,3,1,6,3,2,6
"300","울산","울산중부운영센터","경감",271,247,34,35,109,64,5,15
"301","울산","울산동부운영센터","합계",1278,708,54,105,295,227,27,229
"302","울산","울산동부운영센터","일반",925,507,43,72,220,152,20,143
"303","울산","울산동부운영센터","기초수급",268,122,7,19,45,48,3,83
"304","울산","울산동부운영센터","의료급여",14,12,0,2,6,4,0,1
"305","울산","울산동부운영센터","경감",71,67,4,12,24,23,4,2
"306","울산","울주운영센터","합계",3080,1794,168,302,729,527,68,544
"307","울산","울주운영센터","일반",2241,1232,115,222,497,349,49,386
"308","울산","울주운영센터","기초수급",537,294,31,39,119,99,6,144
"309","울산","울주운영센터","의료급여",33,17,1,3,5,7,1,7
"310","울산","울주운영센터","경감",269,251,21,38,108,72,12,7
"311","울산","울산남부운영센터","합계",2721,1406,131,204,562,433,76,443
"312","울산","울산남부운영센터","일반",2074,1076,103,154,457,312,50,289
"313","울산","울산남부운영센터","기초수급",436,160,8,22,48,68,14,140
"314","울산","울산남부운영센터","의료급여",34,15,1,3,7,4,0,9
"315","울산","울산남부운영센터","경감",177,155,19,25,50,49,12,5
"316","경기","수원동부운영센터","합계",4607,2855,340,498,1096,817,104,668
"317","경기","수원동부운영센터","일반",3236,2028,244,364,774,559,87,410
"318","경기","수원동부운영센터","기초수급",801,295,26,37,99,129,4,242
"319","경기","수원동부운영센터","의료급여",48,31,4,4,13,9,1,4
"320","경기","수원동부운영센터","경감",522,501,66,93,210,120,12,12
"321","경기","성남남부운영센터","합계",5378,3633,546,584,1297,1084,122,641
"322","경기","성남남부운영센터","일반",4067,2806,448,472,990,790,106,370
"323","경기","성남남부운영센터","기초수급",904,459,46,52,154,197,10,255
"324","경기","성남남부운영센터","의료급여",43,29,1,5,11,11,1,4
"325","경기","성남남부운영센터","경감",364,339,51,55,142,86,5,12
"326","경기","의정부운영센터","합계",7312,5025,317,777,2111,1600,220,1121
"327","경기","의정부운영센터","일반",4585,2986,193,476,1259,928,130,694
"328","경기","의정부운영센터","기초수급",1452,879,55,123,362,298,41,363
"329","경기","의정부운영센터","의료급여",75,45,1,12,15,17,0,13
"330","경기","의정부운영센터","경감",1200,1115,68,166,475,357,49,51
"331","경기","안양동안운영센터","합계",3059,2028,135,295,821,689,88,447
"332","경기","안양동안운영센터","일반",2321,1495,98,224,607,492,74,338
"333","경기","안양동안운영센터","기초수급",355,184,11,21,68,78,6,91
"334","경기","안양동안운영센터","의료급여",37,25,1,5,14,4,1,6
"335","경기","안양동안운영센터","경감",346,324,25,45,132,115,7,12
"336","경기","부천북부운영센터","합계",9003,5716,433,810,2250,2032,191,1648
"337","경기","부천북부운영센터","일반",5995,3676,276,538,1451,1269,142,1035
"338","경기","부천북부운영센터","기초수급",1653,815,55,93,307,344,16,547
"339","경기","부천북부운영센터","의료급여",100,57,7,5,24,21,0,18
"340","경기","부천북부운영센터","경감",1255,1168,95,174,468,398,33,48
"341","경기","광명운영센터","합계",3617,2159,173,307,781,799,99,665
"342","경기","광명운영센터","일반",2536,1439,114,192,523,541,69,449
"343","경기","광명운영센터","기초수급",631,323,22,55,99,136,11,188
"344","경기","광명운영센터","의료급여",52,33,2,6,9,15,1,7
"345","경기","광명운영센터","경감",398,364,35,54,150,107,18,21
"346","경기","평택운영센터","합계",5348,3632,187,518,1602,1184,141,747
"347","경기","평택운영센터","일반",3842,2555,127,365,1145,810,108,503
"348","경기","평택운영센터","기초수급",902,541,30,68,231,195,17,207
"349","경기","평택운영센터","의료급여",47,23,3,0,14,6,0,11
"350","경기","평택운영센터","경감",557,513,27,85,212,173,16,26
"351","경기","동두천운영센터","합계",2764,1728,134,216,670,555,153,623
"352","경기","동두천운영센터","일반",1722,991,86,121,373,312,99,408
"353","경기","동두천운영센터","기초수급",563,308,19,40,124,102,23,178
"354","경기","동두천운영센터","의료급여",24,16,0,4,6,6,0,2
"355","경기","동두천운영센터","경감",455,413,29,51,167,135,31,35
"356","경기","연천운영센터","합계",1082,677,36,71,298,214,58,235
"357","경기","연천운영센터","일반",617,359,15,39,167,102,36,129
"358","경기","연천운영센터","기초수급",317,194,13,22,77,66,16,85
"359","경기","연천운영센터","의료급여",20,10,0,0,4,5,1,8
"360","경기","연천운영센터","경감",128,114,8,10,50,41,5,13
"361","경기","안산운영센터","합계",8259,4980,398,693,1978,1598,313,1326
"362","경기","안산운영센터","일반",5304,3016,236,428,1209,946,197,861
"363","경기","안산운영센터","기초수급",1738,882,77,102,319,320,64,401
"364","경기","안산운영센터","의료급여",65,34,1,5,14,12,2,15
"365","경기","안산운영센터","경감",1152,1048,84,158,436,320,50,49
"366","경기","과천운영센터","합계",657,449,47,64,179,137,22,99
"367","경기","과천운영센터","일반",520,354,33,52,137,113,19,71
"368","경기","과천운영센터","기초수급",92,52,8,9,23,11,1,27
"369","경기","과천운영센터","의료급여",2,1,0,0,1,0,0,1
"370","경기","과천운영센터","경감",43,42,6,3,18,13,2,0
"371","경기","남양주운영센터","합계",8535,6040,417,923,2337,1923,440,1025
"372","경기","남양주운영센터","일반",5902,3897,254,593,1530,1231,289,762
"373","경기","남양주운영센터","기초수급",1246,845,63,127,297,299,59,216
"374","경기","남양주운영센터","의료급여",97,71,2,8,31,24,6,12
"375","경기","남양주운영센터","경감",1290,1227,98,195,479,369,86,35
"376","경기","가평운영센터","합계",1733,1132,115,143,427,388,59,350
"377","경기","가평운영센터","일반",944,566,28,64,214,218,42,211
"378","경기","가평운영센터","기초수급",611,406,80,63,156,96,11,125
"379","경기","가평운영센터","의료급여",13,8,1,0,5,1,1,2
"380","경기","가평운영센터","경감",165,152,6,16,52,73,5,12
"381","경기","오산운영센터","합계",1789,1151,112,230,424,345,40,282
"382","경기","오산운영센터","일반",1256,782,77,152,295,226,32,176
"383","경기","오산운영센터","기초수급",289,145,9,25,52,57,2,95
"384","경기","오산운영센터","의료급여",18,12,4,0,5,3,0,4
"385","경기","오산운영센터","경감",226,212,22,53,72,59,6,7
"386","경기","군포운영센터","합계",3306,2003,165,359,828,560,91,598
"387","경기","군포운영센터","일반",2275,1432,122,266,588,383,73,331
"388","경기","군포운영센터","기초수급",624,215,20,31,84,76,4,241
"389","경기","군포운영센터","의료급여",38,17,1,3,7,6,0,9
"390","경기","군포운영센터","경감",369,339,22,59,149,95,14,17
"391","경기","의왕운영센터","합계",1811,1200,152,193,464,339,52,189
"392","경기","의왕운영센터","일반",1373,875,117,142,337,240,39,147
"393","경기","의왕운영센터","기초수급",202,108,6,14,43,42,3,34
"394","경기","의왕운영센터","의료급여",23,13,1,1,7,4,0,3
"395","경기","의왕운영센터","경감",213,204,28,36,77,53,10,5
"396","경기","하남운영센터","합계",2093,1430,135,262,587,374,72,355
"397","경기","하남운영센터","일반",1477,981,90,174,400,261,56,248
