"","sido","center","type","applicants","total","grade1","grade2","grade3","grade4","grade5","outer"
"41","서울","관악운영센터","합계",5334,3476,336,523,1316,1147,154,640
"42","서울","관악운영센터","일반",3782,2490,241,375,942,808,124,396
"43","서울","관악운영센터","기초수급",1031,533,47,75,185,205,21,224
"44","서울","관악운영센터","의료급여",61,36,1,3,13,17,2,6
"45","서울","관악운영센터","경감",460,417,47,70,176,117,7,14
"46","서울","서초운영센터","합계",3194,2248,296,347,879,640,86,304
"47","서울","서초운영센터","일반",2717,1921,259,299,730,554,79,244
"48","서울","서초운영센터","기초수급",275,148,17,20,60,46,5,53
"49","서울","서초운영센터","의료급여",24,18,0,5,9,4,0,1
"50","서울","서초운영센터","경감",178,161,20,23,80,36,2,6
"51","서울","송파운영센터","합계",5608,3782,432,603,1464,1061,222,565
"52","서울","송파운영센터","일반",4487,2954,348,455,1127,822,202,453
"53","서울","송파운영센터","기초수급",640,400,39,57,143,150,11,93
"54","서울","송파운영센터","의료급여",53,31,1,4,15,11,0,12
"55","서울","송파운영센터","경감",428,397,44,87,179,78,9,7
"56","서울","마포운영센터","합계",3737,2274,202,285,720,879,188,520
"57","서울","마포운영센터","일반",2852,1704,156,219,549,630,150,362
"58","서울","마포운영센터","기초수급",538,267,13,22,69,143,20,143
"59","서울","마포운영센터","의료급여",30,22,5,1,3,11,2,3
"60","서울","마포운영센터","경감",317,281,28,43,99,95,16,12
"61","서울","종로운영센터","합계",1888,1249,161,262,390,379,57,198
"62","서울","종로운영센터","일반",1498,1003,127,211,325,293,47,135
"63","서울","종로운영센터","기초수급",259,133,14,26,31,58,4,58
"64","서울","종로운영센터","의료급여",11,6,0,2,2,1,1,0
"65","서울","종로운영센터","경감",120,107,20,23,32,27,5,5
"66","서울","용산운영센터","합계",2420,1530,178,261,555,482,54,291
"67","서울","용산운영센터","일반",1865,1215,138,207,458,363,49,191
"68","서울","용산운영센터","기초수급",374,151,14,19,41,75,2,95
"69","서울","용산운영센터","의료급여",19,11,0,2,6,3,0,3
"70","서울","용산운영센터","경감",162,153,26,33,50,41,3,2
"71","서울","성동운영센터","합계",3011,2015,177,282,661,739,156,343
"72","서울","성동운영센터","일반",2277,1509,133,216,486,544,130,259
"73","서울","성동운영센터","기초수급",463,263,19,34,80,111,19,71
"74","서울","성동운영센터","의료급여",17,11,1,1,5,3,1,4
"75","서울","성동운영센터","경감",254,232,24,31,90,81,6,9
"76","서울","중랑운영센터","합계",5408,3691,394,625,1363,1125,184,644
"77","서울","중랑운영센터","일반",3490,2289,217,376,857,705,134,369
"78","서울","중랑운영센터","기초수급",1318,869,120,138,304,274,33,240
"79","서울","중랑운영센터","의료급여",50,35,2,6,16,10,1,11
"80","서울","중랑운영센터","경감",550,498,55,105,186,136,16,24
"81","서울","강북운영센터","합계",4762,3088,202,449,1179,1111,147,756
"82","서울","강북운영센터","일반",3189,2004,122,299,780,698,105,482
"83","서울","강북운영센터","기초수급",1037,620,42,75,206,269,28,249
"84","서울","강북운영센터","의료급여",46,27,2,5,10,8,2,8
"85","서울","강북운영센터","경감",490,437,36,70,183,136,12,17
"86","서울","도봉운영센터","합계",5487,3617,348,542,1274,1170,283,811
"87","서울","도봉운영센터","일반",4005,2533,238,352,904,813,226,592
"88","서울","도봉운영센터","기초수급",791,472,48,72,156,172,24,183
"89","서울","도봉운영센터","의료급여",66,47,5,14,11,16,1,12
"90","서울","도봉운영센터","경감",625,565,57,104,203,169,32,24
"91","서울","은평운영센터","합계",6408,4190,370,698,1576,1270,276,740
"92","서울","은평운영센터","일반",4624,2987,255,505,1123,886,218,494
"93","서울","은평운영센터","기초수급",1109,618,54,91,214,226,33,221
"94","서울","은평운영센터","의료급여",61,36,5,4,18,7,2,8
"95","서울","은평운영센터","경감",614,549,56,98,221,151,23,17
"96","서울","강서운영센터","합계",7823,5476,434,746,2007,2070,219,988
"97","서울","강서운영센터","일반",4855,3348,273,503,1274,1141,157,547
"98","서울","강서운영센터","기초수급",2095,1364,89,123,439,668,45,394
"99","서울","강서운영센터","의료급여",99,61,5,7,28,19,2,14
"100","서울","강서운영센터","경감",774,703,67,113,266,242,15,33
"101","서울","금천운영센터","합계",3228,1940,168,287,710,660,115,456
"102","서울","금천운영센터","일반",2094,1238,113,188,449,402,86,272
"103","서울","금천운영센터","기초수급",755,365,19,50,117,164,15,168
"104","서울","금천운영센터","의료급여",25,15,2,1,4,7,1,4
"105","서울","금천운영센터","경감",354,322,34,48,140,87,13,12
"106","서울","동작운영센터","합계",4113,2738,248,431,980,947,132,443
"107","서울","동작운영센터","일반",3067,2038,176,306,748,697,111,304
"108","서울","동작운영센터","기초수급",640,332,31,54,92,142,13,129
"109","서울","동작운영센터","의료급여",39,28,4,3,10,10,1,3
"110","서울","동작운영센터","경감",367,340,37,68,130,98,7,7
"111","서울","강남운영센터","합계",4648,2931,352,445,1047,918,169,670
"112","서울","강남운영센터","일반",3491,2261,315,376,793,632,145,420
"113","서울","강남운영센터","기초수급",840,419,22,35,142,203,17,225
"114","서울","강남운영센터","의료급여",54,27,1,6,12,8,0,11
"115","서울","강남운영센터","경감",263,224,14,28,100,75,7,14
"116","서울","강동운영센터","합계",5332,3496,517,508,1301,994,176,685
"117","서울","강동운영센터","일반",4168,2690,427,394,976,757,136,512
"118","서울","강동운영센터","기초수급",606,304,25,27,119,115,18,152
"119","서울","강동운영센터","의료급여",80,58,11,9,24,9,5,10
"120","서울","강동운영센터","경감",478,444,54,78,182,113,17,11
"121","서울","중구운영센터","합계",1469,844,65,135,337,251,56,288
"122","서울","중구운영센터","일반",1102,665,50,111,259,202,43,178
"123","서울","중구운영센터","기초수급",266,97,9,13,37,30,8,96
"124","서울","중구운영센터","의료급여",12,4,0,0,3,0,1,5
"125","서울","중구운영센터","경감",89,78,6,11,38,19,4,9
"126","부산","부산진구운영센터","합계",5671,3344,338,466,1312,1116,112,1114
"127","부산","부산진구운영센터","일반",3984,2336,235,326,912,767,96,712
"128","부산","부산진구운영센터","기초수급",1086,518,44,70,188,210,6,346
"129","부산","부산진구운영센터","의료급여",85,43,2,5,21,14,1,22
"130","부산","부산진구운영센터","경감",516,447,57,65,191,125,9,34
"131","부산","부산중부운영센터","합계",5910,3295,270,504,1247,1166,108,1329
"132","부산","부산중부운영센터","일반",3552,1998,167,305,756,692,78,695
"133","부산","부산중부운영센터","기초수급",1752,801,67,98,277,335,24,579
"134","부산","부산중부운영센터","의료급여",51,29,5,8,9,7,0,14
"135","부산","부산중부운영센터","경감",555,467,31,93,205,132,6,41
"136","부산","부산사하운영센터","합계",5073,2649,221,357,992,967,112,908
"137","부산","부산사하운영센터","일반",3273,1667,146,228,614,603,76,517
"138","부산","부산사하운영센터","기초수급",1295,576,30,72,211,235,28,357
"139","부산","부산사하운영센터","의료급여",58,36,3,4,15,13,1,9
"140","부산","부산사하운영센터","경감",447,370,42,53,152,116,7,25
"141","부산","부산동래운영센터","합계",3870,2305,184,343,795,861,122,639
"142","부산","부산동래운영센터","일반",2888,1667,134,236,584,609,104,461
"143","부산","부산동래운영센터","기초수급",585,300,22,48,83,141,6,161
"144","부산","부산동래운영센터","의료급여",43,32,1,4,13,12,2,2
"145","부산","부산동래운영센터","경감",354,306,27,55,115,99,10,15
"146","부산","부산사상운영센터","합계",3071,1605,148,273,485,631,68,657
"147","부산","부산사상운영센터","일반",1945,1012,98,177,316,374,47,359
"148","부산","부산사상운영센터","기초수급",807,351,20,52,98,169,12,265
"149","부산","부산사상운영센터","의료급여",54,27,3,6,4,10,4,11
"150","부산","부산사상운영센터","경감",265,215,27,38,67,78,5,22
"151","부산","부산남부운영센터","합계",7251,3954,355,572,1266,1509,252,1480
"152","부산","부산남부운영센터","일반",5386,2854,265,404,892,1084,209,1063
"153","부산","부산남부운영센터","기초수급",1153,521,38,68,159,234,22,354
"154","부산","부산남부운영센터","의료급여",80,40,5,2,17,13,3,17
"155","부산","부산남부운영센터","경감",632,539,47,98,198,178,18,46
"156","부산","기장운영센터","합계",2779,1745,207,304,683,488,63,379
"157","부산","기장운영센터","일반",1863,1125,128,192,434,325,46,242
"158","부산","기장운영센터","기초수급",583,338,36,48,134,107,13,121
"159","부산","기장운영센터","의료급여",34,20,1,3,8,8,0,5
"160","부산","기장운영센터","경감",299,262,42,61,107,48,4,11
"161","부산","부산연제운영센터","합계",3232,1851,176,323,643,603,106,587
"162","부산","부산연제운영센터","일반",2417,1343,128,234,471,425,85,429
"163","부산","부산연제운영센터","기초수급",497,249,24,34,75,107,9,144
"164","부산","부산연제운영센터","의료급여",23,11,1,4,3,2,1,4
"165","부산","부산연제운영센터","경감",295,248,23,51,94,69,11,10
"166","부산","부산서부운영센터","합계",2234,1185,101,134,387,511,52,482
"167","부산","부산서부운영센터","일반",1498,769,60,87,257,324,41,319
"168","부산","부산서부운영센터","기초수급",511,225,15,21,73,110,6,146
"169","부산","부산서부운영센터","의료급여",24,12,2,2,3,5,0,5
"170","부산","부산서부운영센터","경감",201,179,24,24,54,72,5,12
"171","부산","부산금정운영센터","합계",4141,2199,182,341,786,773,117,848
"172","부산","부산금정운영센터","일반",2994,1558,119,216,581,552,90,558
"173","부산","부산금정운영센터","기초수급",761,341,35,63,100,122,21,254
"174","부산","부산금정운영센터","의료급여",45,23,5,4,6,6,2,10
"175","부산","부산금정운영센터","경감",341,277,23,58,99,93,4,26
"176","부산","부산북부운영센터","합계",5127,2803,204,421,954,1149,75,1102
"177","부산","부산북부운영센터","일반",3147,1785,129,282,620,695,59,560
"178","부산","부산북부운영센터","기초수급",1530,647,35,73,196,334,9,513
"179","부산","부산북부운영센터","의료급여",64,34,3,6,10,15,0,13
"180","부산","부산북부운영센터","경감",386,337,37,60,128,105,7,16
"181","부산","해운대운영센터","합계",5895,3262,258,414,1120,1319,151,1331
"182","부산","해운대운영센터","일반",4065,2272,181,278,789,906,118,779
"183","부산","해운대운영센터","기초수급",1281,540,38,64,168,247,23,494
"184","부산","해운대운영센터","의료급여",74,38,3,1,16,18,0,21
"185","부산","해운대운영센터","경감",475,412,36,71,147,148,10,37
"186","대구","대구달서운영센터","합계",7151,4365,299,620,1680,1434,332,1113
"187","대구","대구달서운영센터","일반",4644,2819,202,399,1097,874,247,665
"188","대구","대구달서운영센터","기초수급",1637,831,42,95,290,346,58,392
"189","대구","대구달서운영센터","의료급여",140,81,4,14,26,31,6,18
"190","대구","대구달서운영센터","경감",730,634,51,112,267,183,21,38
"191","대구","대구중부운영센터","합계",5539,3334,314,567,1291,965,197,1056
"192","대구","대구중부운영센터","일반",3714,2167,182,375,835,619,156,685
"193","대구","대구중부운영센터","기초수급",1117,586,69,98,200,192,27,310
"194","대구","대구중부운영센터","의료급여",86,54,4,3,25,20,2,16
"195","대구","대구중부운영센터","경감",622,527,59,91,231,134,12,45
"196","대구","대구동부운영센터","합계",5992,3754,278,542,1454,1248,232,1087
"197","대구","대구동부운영센터","일반",3915,2420,168,347,942,791,172,663
"198","대구","대구동부운영센터","기초수급",1339,710,67,98,255,250,40,367
"199","대구","대구동부운영센터","의료급여",85,50,4,7,21,16,2,17
"200","대구","대구동부운영센터","경감",653,574,39,90,236,191,18,40
"201","대구","달성운영센터","합계",3086,1980,195,323,734,633,95,491
"202","대구","달성운영센터","일반",2148,1300,106,198,484,439,73,357
"203","대구","달성운영센터","기초수급",533,326,50,60,108,94,14,113
"204","대구","달성운영센터","의료급여",45,29,5,6,8,9,1,7
"205","대구","달성운영센터","경감",360,325,34,59,134,91,7,14
"206","대구","대구남부운영센터","합계",3715,2245,204,423,949,591,78,636
"207","대구","대구남부운영센터","일반",2450,1453,134,265,622,380,52,376
"208","대구","대구남부운영센터","기초수급",801,398,36,77,159,110,16,224
"209","대구","대구남부운영센터","의료급여",64,41,4,3,18,14,2,13
"210","대구","대구남부운영센터","경감",400,353,30,78,150,87,8,23
"211","대구","대구북부운영센터","합계",6267,3686,292,597,1310,1231,256,1205
"212","대구","대구북부운영센터","일반",4255,2461,192,371,859,841,198,770
"213","대구","대구북부운영센터","기초수급",1220,583,37,93,214,206,33,368
"214","대구","대구북부운영센터","의료급여",96,58,3,8,21,20,6,19
"215","대구","대구북부운영센터","경감",696,584,60,125,216,164,19,48
"216","대구","대구수성운영센터","합계",5599,2962,213,417,911,1070,351,1251
"217","대구","대구수성운영센터","일반",3957,2129,148,296,669,738,278,790
"218","대구","대구수성운영센터","기초수급",1152,455,39,62,113,197,44,404
"219","대구","대구수성운영센터","의료급여",82,44,2,5,15,20,2,20
"220","대구","대구수성운영센터","경감",408,334,24,54,114,115,27,37
"221","인천","인천중부운영센터","합계",3792,2334,145,339,849,886,115,826
"222","인천","인천중부운영센터","일반",2501,1471,88,215,538,550,80,552
"223","인천","인천중부운영센터","기초수급",813,443,24,61,147,187,24,244
"224","인천","인천중부운영센터","의료급여",45,30,1,2,12,13,2,9
"225","인천","인천중부운영센터","경감",433,390,32,61,152,136,9,21
"226","인천","인천남구운영센터","합계",7029,4851,374,782,1946,1607,142,1101
"227","인천","인천남구운영센터","일반",4784,3188,241,488,1304,1044,111,763
"228","인천","인천남구운영센터","기초수급",1300,805,61,133,283,308,20,306
"229","인천","인천남구운영센터","의료급여",67,46,2,5,21,18,0,12
"230","인천","인천남구운영센터","경감",878,812,70,156,338,237,11,20
"231","인천","인천연수구운영센터","합계",3377,2155,178,281,728,855,113,574
"232","인천","인천연수구운영센터","일반",2241,1470,128,184,533,542,83,310
"233","인천","인천연수운영센터","기초수급",803,395,17,45,96,211,26,246
"234","인천","인천연수구운영센터","의료급여",39,22,1,2,6,12,1,5
"235","인천","인천연수구운영센터","경감",294,268,32,50,93,90,3,13
"236","인천","인천계양운영센터","합계",4647,3028,225,466,1070,1111,156,803
"237","인천","인천계양운영센터","일반",3182,1945,141,276,674,739,115,591
"238","인천","인천계양운영센터","기초수급",871,558,36,84,204,215,19,177
"239","인천","인천계양운영센터","의료급여",44,25,1,5,6,8,5,8
"240","인천","인천계양운영센터","경감",550,500,47,101,186,149,17,27
"241","인천","인천서구운영센터","합계",6108,4376,289,631,1720,1509,227,721
"242","인천","인천서구운영센터","일반",4174,2845,171,381,1114,991,188,511
"243","인천","인천서구운영센터","기초수급",1088,749,46,114,287,277,25,188
"244","인천","인천서구운영센터","의료급여",53,31,2,3,15,11,0,11
"245","인천","인천서구운영센터","경감",793,751,70,133,304,230,14,11
"246","인천","강화운영센터","합계",2535,1697,86,288,652,632,39,528
"247","인천","강화운영센터","일반",1733,1148,51,186,446,432,33,339
"248","인천","강화운영센터","기초수급",545,321,26,53,124,116,2,173
"249","인천","강화운영센터","의료급여",22,16,1,6,5,4,0,4
"250","인천","강화운영센터","경감",235,212,8,43,77,80,4,12
"251","인천","인천남동운영센터","합계",7875,5521,444,894,2071,1917,195,1010
"252","인천","인천남동운영센터","일반",5182,3553,285,590,1341,1196,141,625
"253","인천","인천남동운영센터","기초수급",1734,1104,102,146,380,441,35,349
"254","인천","인천남동운영센터","의료급여",99,64,2,8,22,27,5,15
"255","인천","인천남동운영센터","경감",860,800,55,150,328,253,14,21
"256","인천","인천부평운영센터","합계",8596,5628,414,751,2105,2105,253,1391
"257","인천","인천부평운영센터","일반",5541,3551,250,468,1330,1326,177,830
"258","인천","인천부평운영센터","기초수급",2051,1177,80,155,397,493,52,517
"259","인천","인천부평운영센터","의료급여",91,55,4,10,21,17,3,16
"260","인천","인천부평운영센터","경감",913,845,80,118,357,269,21,28
"261","광주","광주북부운영센터","합계",8448,4624,258,539,1447,2126,254,2202
"262","광주","광주북부운영센터","일반",5671,3094,169,366,976,1390,193,1341
"263","광주","광주북부운영센터","기초수급",1733,717,41,66,192,379,39,745
"264","광주","광주북부운영센터","의료급여",159,85,9,9,26,39,2,34
"265","광주","광주북부운영센터","경감",885,728,39,98,253,318,20,82
"266","광주","광주서부운영센터","합계",10942,5995,360,623,2010,2640,362,2904
"267","광주","광주서부운영센터","일반",7378,4034,243,410,1344,1759,278,1747
"268","광주","광주서부운영센터","기초수급",2214,937,53,87,295,443,59,969
"269","광주","광주서부운영센터","의료급여",211,114,6,14,45,46,3,53
"270","광주","광주서부운영센터","경감",1139,910,58,112,326,392,22,135
"271","광주","광주동부운영센터","합계",7575,4021,271,410,1357,1702,281,1987
"272","광주","광주동부운영센터","일반",5375,2773,182,267,916,1190,218,1387
"273","광주","광주동부운영센터","기초수급",1329,581,40,64,190,248,39,495
"274","광주","광주동부운영센터","의료급여",165,88,6,5,36,39,2,43
"275","광주","광주동부운영센터","경감",706,579,43,74,215,225,22,62
"276","대전","대전동부운영센터","합계",8785,5127,357,718,1659,2014,379,1875
"277","대전","대전동부운영센터","일반",5565,3212,225,424,1037,1244,282,1085
"278","대전","대전동부운영센터","기초수급",2029,921,58,139,263,406,55,698
"279","대전","대전동부운영센터","의료급여",130,84,12,11,22,33,6,22
"280","대전","대전동부운영센터","경감",1061,910,62,144,337,331,36,70
"281","대전","대전유성운영센터","합계",4011,2515,218,351,950,830,166,656
"282","대전","대전유성운영센터","일반",3086,1883,166,261,716,593,147,499
"283","대전","대전유성운영센터","기초수급",510,275,19,32,95,119,10,136
"284","대전","대전유성운영센터","의료급여",61,46,2,8,11,23,2,7
"285","대전","대전유성운영센터","경감",354,311,31,50,128,95,7,14
"286","대전","대전중부운영센터","합계",5862,3721,334,496,1501,1215,175,969
"287","대전","대전중부운영센터","일반",4137,2520,226,324,1020,816,134,679
"288","대전","대전중부운영센터","기초수급",988,580,51,73,208,220,28,233
"289","대전","대전중부운영센터","의료급여",65,44,3,7,19,13,2,9
"290","대전","대전중부운영센터","경감",672,577,54,92,254,166,11,48
"291","대전","대전서부운영센터","합계",6990,4321,258,509,1374,1784,396,1277
"292","대전","대전서부운영센터","일반",5120,3086,182,350,950,1284,320,923
"293","대전","대전서부운영센터","기초수급",1107,564,33,71,172,253,35,316
"294","대전","대전서부운영센터","의료급여",86,52,1,7,19,19,6,13
"295","대전","대전서부운영센터","경감",677,619,42,81,233,228,35,25
"296","울산","울산중부운영센터","합계",3963,2444,209,359,1030,757,89,563
"297","울산","울산중부운영센터","일반",3005,1864,160,278,795,557,74,338
"298","울산","울산중부운영센터","기초수급",649,316,19,40,120,127,10,206
"299","울산","울산중부운영센터","의료급여",34,19,0,0,9,9,1,5
"300","울산","울산중부운영센터","경감",275,245,30,41,106,64,4,14
"301","울산","울산동부운영센터","합계",1353,807,60,116,317,282,32,205
"302","울산","울산동부운영센터","일반",1005,596,47,80,245,199,25,125
"303","울산","울산동부운영센터","기초수급",271,138,7,21,48,57,5,77
"304","울산","울산동부운영센터","의료급여",9,7,0,3,2,2,0,1
"305","울산","울산동부운영센터","경감",68,66,6,12,22,24,2,2
"306","울산","울주운영센터","합계",3312,2004,215,328,772,610,79,499
"307","울산","울주운영센터","일반",2481,1471,161,234,557,453,66,342
"308","울산","울주운영센터","기초수급",549,291,31,53,117,85,5,145
"309","울산","울주운영센터","의료급여",35,21,2,1,8,10,0,6
"310","울산","울주운영센터","경감",247,221,21,40,90,62,8,6
"311","울산","울산남부운영센터","합계",2927,1607,144,249,631,501,82,413
"312","울산","울산남부운영센터","일반",2213,1207,112,191,476,368,60,267
"313","울산","울산남부운영센터","기초수급",488,225,13,28,84,86,14,136
"314","울산","울산남부운영센터","의료급여",38,21,3,3,7,7,1,7
"315","울산","울산남부운영센터","경감",188,154,16,27,64,40,7,3
"316","경기","수원동부운영센터","합계",5103,3212,363,536,1210,943,160,683
"317","경기","수원동부운영센터","일반",3671,2349,262,387,887,678,135,414
"318","경기","수원동부운영센터","기초수급",895,386,40,39,136,154,17,252
"319","경기","수원동부운영센터","의료급여",49,29,3,7,8,7,4,6
"320","경기","수원동부운영센터","경감",488,448,58,103,179,104,4,11
"321","경기","성남남부운영센터","합계",5729,3915,602,609,1369,1150,185,703
"322","경기","성남남부운영센터","일반",4418,3113,506,509,1072,873,153,401
"323","경기","성남남부운영센터","기초수급",959,498,44,62,168,198,26,291
"324","경기","성남남부운영센터","의료급여",40,28,3,4,6,14,1,2
"325","경기","성남남부운영센터","경감",312,276,49,34,123,65,5,9
"326","경기","의정부운영센터","합계",8067,5797,410,910,2313,1820,344,1076
"327","경기","의정부운영센터","일반",5194,3597,251,577,1412,1114,243,684
"328","경기","의정부운영센터","기초수급",1610,1049,66,152,412,354,65,340
"329","경기","의정부운영센터","의료급여",82,57,3,12,20,19,3,6
"330","경기","의정부운영센터","경감",1181,1094,90,169,469,333,33,46
"331","경기","부천북부운영센터","합계",9535,6226,474,860,2302,2213,377,1608
"332","경기","부천북부운영센터","일반",6395,4090,296,567,1488,1439,300,995
"333","경기","부천북부운영센터","기초수급",1811,951,70,120,342,370,49,552
"334","경기","부천북부운영센터","의료급여",115,69,4,8,21,34,2,23
"335","경기","부천북부운영센터","경감",1214,1116,104,165,451,370,26,38
"336","경기","광명운영센터","합계",3835,2321,176,297,804,900,144,680
"337","경기","광명운영센터","일반",2768,1624,110,199,557,640,118,460
"338","경기","광명운영센터","기초수급",640,336,33,40,105,144,14,185
"339","경기","광명운영센터","의료급여",57,34,2,4,14,12,2,12
"340","경기","광명운영센터","경감",370,327,31,54,128,104,10,23
"341","경기","평택운영센터","합계",5924,4078,216,558,1757,1381,166,719
"342","경기","평택운영센터","일반",4390,2977,158,412,1266,1006,135,488
"343","경기","평택운영센터","기초수급",925,569,32,67,227,226,17,196
"344","경기","평택운영센터","의료급여",46,25,1,2,13,8,1,10
"345","경기","평택운영센터","경감",563,507,25,77,251,141,13,25
"346","경기","동두천운영센터","합계",3036,1924,181,247,689,582,225,656
"347","경기","동두천운영센터","일반",1921,1150,114,136,410,335,155,422
"348","경기","동두천운영센터","기초수급",646,366,37,52,118,113,46,195
"349","경기","동두천운영센터","의료급여",28,24,1,4,8,8,3,1
"350","경기","동두천운영센터","경감",441,384,29,55,153,126,21,38
"351","경기","연천운영센터","합계",1097,733,35,78,275,249,96,208
"352","경기","연천운영센터","일반",627,392,16,41,160,123,52,119
"353","경기","연천운영센터","기초수급",338,229,12,22,71,85,39,76
"354","경기","연천운영센터","의료급여",15,11,0,2,1,7,1,3
"355","경기","연천운영센터","경감",117,101,7,13,43,34,4,10
"356","경기","안산운영센터","합계",8787,5420,435,708,1978,1784,515,1274
"357","경기","안산운영센터","일반",5764,3425,248,449,1260,1097,371,823
"358","경기","안산운영센터","기초수급",1841,970,90,95,335,357,93,390
"359","경기","안산운영센터","의료급여",76,42,4,9,15,13,1,16
"360","경기","안산운영센터","경감",1106,983,93,155,368,317,50,45
"361","경기","과천운영센터","합계",673,459,41,64,171,146,37,87
"362","경기","과천운영센터","일반",532,359,32,49,126,120,32,65
"363","경기","과천운영센터","기초수급",89,54,6,10,23,13,2,21
"364","경기","과천운영센터","의료급여",5,3,0,1,2,0,0,1
"365","경기","과천운영센터","경감",47,43,3,4,20,13,3,0
"366","경기","남양주운영센터","합계",9610,6975,490,961,2564,2326,634,1055
"367","경기","남양주운영센터","일반",6794,4699,306,621,1749,1547,476,792
"368","경기","남양주운영센터","기초수급",1428,1011,68,130,338,381,94,214
"369","경기","남양주운영센터","의료급여",106,75,7,12,28,24,4,14
"370","경기","남양주운영센터","경감",1282,1190,109,198,449,374,60,35
"371","경기","가평운영센터","합계",1821,1224,119,127,471,409,98,316
"372","경기","가평운영센터","일반",1073,681,29,53,260,264,75,192
"373","경기","가평운영센터","기초수급",579,392,79,60,153,89,11,113
"374","경기","가평운영센터","의료급여",16,11,2,2,3,1,3,2
"375","경기","가평운영센터","경감",153,140,9,12,55,55,9,9
"376","경기","오산운영센터","합계",1959,1341,129,231,470,459,52,262
"377","경기","오산운영센터","일반",1358,913,86,154,326,305,42,162
"378","경기","오산운영센터","기초수급",338,189,17,26,61,79,6,89
"379","경기","오산운영센터","의료급여",20,14,1,1,4,8,0,3
"380","경기","오산운영센터","경감",243,225,25,50,79,67,4,8
"381","경기","군포운영센터","합계",3809,2422,210,383,972,726,131,627
"382","경기","군포운영센터","일반",2638,1731,140,263,695,523,110,360
"383","경기","군포운영센터","기초수급",763,351,36,58,133,115,9,242
"384","경기","군포운영센터","의료급여",44,22,2,2,9,8,1,11
"385","경기","군포운영센터","경감",364,318,32,60,135,80,11,14
"386","경기","의왕운영센터","합계",1960,1387,160,223,508,429,67,176
"387","경기","의왕운영센터","일반",1502,1032,131,166,375,308,52,141
"388","경기","의왕운영센터","기초수급",221,140,7,19,46,58,10,27
"389","경기","의왕운영센터","의료급여",18,10,0,2,5,3,0,2
"390","경기","의왕운영센터","경감",219,205,22,36,82,60,5,6
"391","경기","하남운영센터","합계",2389,1649,133,283,631,478,124,378
"392","경기","하남운영센터","일반",1739,1198,87,209,461,343,98,255
"393","경기","하남운영센터","기초수급",324,158,18,26,51,53,10,103
"394","경기","하남운영센터","의료급여",23,16,1,1,8,5,1,5
"395","경기","하남운영센터","경감",303,277,27,47,111,77,15,15
"396","경기","파주운영센터","합계",6644,4207,232,474,1420,1592,489,1086
