"","sido","center","type","applicants","total","grade1","grade2","grade3","grade4","grade5","outer"
"77","서울","중랑운영센터","일반",3513,2241,214,346,817,720,144,404
"78","서울","중랑운영센터","기초수급",1350,883,94,142,309,305,33,232
"79","서울","중랑운영센터","의료급여",56,37,2,6,19,9,1,14
"80","서울","중랑운영센터","경감",718,653,73,122,247,182,29,25
"81","서울","강북운영센터","합계",4961,3193,194,472,1164,1175,188,790
"82","서울","강북운영센터","일반",3195,1965,118,305,746,675,121,498
"83","서울","강북운영센터","기초수급",1121,664,46,83,207,294,34,267
"84","서울","강북운영센터","의료급여",49,27,3,5,9,9,1,7
"85","서울","강북운영센터","경감",596,537,27,79,202,197,32,18
"86","서울","도봉운영센터","합계",5690,3805,333,580,1314,1265,313,814
"87","서울","도봉운영센터","일반",3993,2518,210,374,889,817,228,589
"88","서울","도봉운영센터","기초수급",855,528,45,83,168,195,37,189
"89","서울","도봉운영센터","의료급여",66,50,4,14,13,17,2,11
"90","서울","도봉운영센터","경감",776,709,74,109,244,236,46,25
"91","서울","은평운영센터","합계",6627,4324,365,681,1583,1387,308,751
"92","서울","은평운영센터","일반",4596,2911,241,460,1089,914,207,491
"93","서울","은평운영센터","기초수급",1167,656,59,105,222,228,42,234
"94","서울","은평운영센터","의료급여",72,41,6,4,18,12,1,8
"95","서울","은평운영센터","경감",792,716,59,112,254,233,58,18
"96","서울","강서운영센터","합계",8238,5821,426,775,2095,2260,265,1062
"97","서울","강서운영센터","일반",4936,3417,270,495,1302,1171,179,562
"98","서울","강서운영센터","기초수급",2200,1433,91,126,437,730,49,448
"99","서울","강서운영센터","의료급여",120,79,5,7,33,27,7,14
"100","서울","강서운영센터","경감",982,892,60,147,323,332,30,38
"101","서울","금천운영센터","합계",3338,2012,176,295,695,699,147,468
"102","서울","금천운영센터","일반",2110,1223,111,190,420,403,99,284
"103","서울","금천운영센터","기초수급",783,393,25,53,126,168,21,164
"104","서울","금천운영센터","의료급여",26,15,2,1,2,8,2,6
"105","서울","금천운영센터","경감",419,381,38,51,147,120,25,14
"106","서울","동작운영센터","합계",4267,2828,253,429,1020,955,171,452
"107","서울","동작운영센터","일반",3153,2062,186,308,770,667,131,313
"108","서울","동작운영센터","기초수급",662,355,32,52,92,161,18,131
"109","서울","동작운영센터","의료급여",39,28,3,4,14,7,0,3
"110","서울","동작운영센터","경감",413,383,32,65,144,120,22,5
"111","서울","강남운영센터","합계",4855,3119,392,508,1111,932,176,659
"112","서울","강남운영센터","일반",3583,2351,349,412,834,622,134,402
"113","서울","강남운영센터","기초수급",886,454,29,43,154,206,22,229
"114","서울","강남운영센터","의료급여",57,24,1,5,12,6,0,13
"115","서울","강남운영센터","경감",329,290,13,48,111,98,20,15
"116","서울","강동운영센터","합계",5557,3648,530,533,1326,1077,182,688
"117","서울","강동운영센터","일반",4279,2753,429,400,981,805,138,504
"118","서울","강동운영센터","기초수급",635,311,30,31,114,118,18,161
"119","서울","강동운영센터","의료급여",81,65,11,11,25,16,2,8
"120","서울","강동운영센터","경감",562,519,60,91,206,138,24,15
"121","서울","중구운영센터","합계",1534,916,79,144,347,279,67,284
"122","서울","중구운영센터","일반",1106,679,60,111,259,201,48,173
"123","서울","중구운영센터","기초수급",292,121,11,13,40,45,12,95
"124","서울","중구운영센터","의료급여",13,5,0,0,3,1,1,6
"125","서울","중구운영센터","경감",123,111,8,20,45,32,6,10
"126","부산","부산진구운영센터","합계",5960,3605,368,513,1361,1241,122,1045
"127","부산","부산진구운영센터","일반",4049,2378,243,350,893,798,94,690
"128","부산","부산진구운영센터","기초수급",1123,561,50,72,200,228,11,299
"129","부산","부산진구운영센터","의료급여",90,51,3,10,18,18,2,19
"130","부산","부산진구운영센터","경감",698,615,72,81,250,197,15,37
"131","부산","부산중부운영센터","합계",6215,3588,307,545,1365,1265,106,1297
"132","부산","부산중부운영센터","일반",3571,2010,190,325,748,675,72,673
"133","부산","부산중부운영센터","기초수급",1858,920,66,98,329,406,21,568
"134","부산","부산중부운영센터","의료급여",56,31,5,8,11,7,0,12
"135","부산","부산중부운영센터","경감",730,627,46,114,277,177,13,44
"136","부산","부산사하운영센터","합계",5279,2901,219,379,1098,1093,112,863
"137","부산","부산사하운영센터","일반",3251,1688,142,233,638,605,70,490
"138","부산","부산사하운영센터","기초수급",1362,657,27,72,237,291,30,338
"139","부산","부산사하운영센터","의료급여",58,35,3,4,13,15,0,7
"140","부산","부산사하운영센터","경감",608,521,47,70,210,182,12,28
"141","부산","부산동래운영센터","합계",4101,2535,198,370,855,977,135,636
"142","부산","부산동래운영센터","일반",2953,1737,139,243,598,657,100,455
"143","부산","부산동래운영센터","기초수급",626,348,24,53,97,163,11,162
"144","부산","부산동래운영센터","의료급여",43,32,3,3,13,11,2,3
"145","부산","부산동래운영센터","경감",479,418,32,71,147,146,22,16
"146","부산","부산사상운영센터","합계",3307,1799,156,265,532,775,71,670
"147","부산","부산사상운영센터","일반",1979,1032,101,157,334,397,43,356
"148","부산","부산사상운영센터","기초수급",901,431,21,60,99,237,14,280
"149","부산","부산사상운영센터","의료급여",54,29,3,6,7,11,2,11
"150","부산","부산사상운영센터","경감",373,307,31,42,92,130,12,23
"151","부산","부산남부운영센터","합계",7578,4311,391,616,1378,1653,273,1524
"152","부산","부산남부운영센터","일반",5441,2936,280,420,948,1086,202,1094
"153","부산","부산남부운영센터","기초수급",1193,568,37,79,168,262,22,365
"154","부산","부산남부운영센터","의료급여",81,41,4,4,14,16,3,17
"155","부산","부산남부운영센터","경감",863,766,70,113,248,289,46,48
"156","부산","기장운영센터","합계",2846,1839,211,310,685,567,66,351
"157","부산","기장운영센터","일반",1794,1081,129,172,417,323,40,228
"158","부산","기장운영센터","기초수급",611,371,38,56,132,129,16,109
"159","부산","기장운영센터","의료급여",38,21,3,3,10,5,0,5
"160","부산","기장운영센터","경감",403,366,41,79,126,110,10,9
"161","부산","부산연제운영센터","합계",3423,2085,209,383,660,729,104,556
"162","부산","부산연제운영센터","일반",2483,1432,139,269,472,479,73,412
"163","부산","부산연제운영센터","기초수급",528,299,31,48,78,127,15,130
"164","부산","부산연제운영센터","의료급여",24,13,1,3,5,4,0,4
"165","부산","부산연제운영센터","경감",388,341,38,63,105,119,16,10
"166","부산","부산서부운영센터","합계",2277,1213,94,145,394,512,68,473
"167","부산","부산서부운영센터","일반",1492,755,60,88,251,310,46,314
"168","부산","부산서부운영센터","기초수급",507,219,9,27,55,115,13,140
"169","부산","부산서부운영센터","의료급여",25,12,2,2,4,4,0,5
"170","부산","부산서부운영센터","경감",253,227,23,28,84,83,9,14
"171","부산","부산금정운영센터","합계",4359,2437,188,374,834,903,138,801
"172","부산","부산금정운영센터","일반",3080,1674,121,240,578,628,107,533
"173","부산","부산금정운영센터","기초수급",792,370,35,59,118,142,16,230
"174","부산","부산금정운영센터","의료급여",49,24,6,5,6,5,2,10
"175","부산","부산금정운영센터","경감",438,369,26,70,132,128,13,28
"176","부산","부산북부운영센터","합계",5447,3129,232,456,1000,1337,104,1085
"177","부산","부산북부운영센터","일반",3180,1842,140,288,600,735,79,537
"178","부산","부산북부운영센터","기초수급",1640,744,42,76,218,396,12,516
"179","부산","부산북부운영센터","의료급여",70,38,2,5,10,20,1,14
"180","부산","부산북부운영센터","경감",557,505,48,87,172,186,12,18
"181","부산","해운대운영센터","합계",6187,3471,307,426,1131,1429,178,1364
"182","부산","해운대운영센터","일반",4133,2303,202,278,740,954,129,801
"183","부산","해운대운영센터","기초수급",1337,564,41,58,181,256,28,512
"184","부산","해운대운영센터","의료급여",77,45,3,4,17,20,1,18
"185","부산","해운대운영센터","경감",640,559,61,86,193,199,20,33
"186","대구","대구달서운영센터","합계",7464,4542,293,594,1733,1528,394,1143
"187","대구","대구달서운영센터","일반",4640,2733,189,359,1072,857,256,665
"188","대구","대구달서운영센터","기초수급",1716,878,41,99,299,363,76,415
"189","대구","대구달서운영센터","의료급여",157,89,8,16,28,31,6,26
"190","대구","대구달서운영센터","경감",951,842,55,120,334,277,56,37
"191","대구","대구중부운영센터","합계",5857,3618,333,622,1388,1068,207,1019
"192","대구","대구중부운영센터","일반",3720,2172,195,385,828,631,133,652
"193","대구","대구중부운영센터","기초수급",1185,640,65,104,228,218,25,312
"194","대구","대구중부운영센터","의료급여",89,54,7,3,22,19,3,15
"195","대구","대구중부운영센터","경감",863,752,66,130,310,200,46,40
"196","대구","대구동부운영센터","합계",6221,4002,265,580,1492,1397,268,1071
"197","대구","대구동부운영센터","일반",3860,2402,148,337,920,829,168,637
"198","대구","대구동부운영센터","기초수급",1421,787,68,113,272,289,45,375
"199","대구","대구동부운영센터","의료급여",98,57,3,7,23,21,3,21
"200","대구","대구동부운영센터","경감",842,756,46,123,277,258,52,38
"201","대구","달성운영센터","합계",3342,2174,206,353,820,663,132,509
"202","대구","달성운영센터","일반",2288,1382,120,221,517,435,89,378
"203","대구","달성운영센터","기초수급",564,356,52,60,127,93,24,111
"204","대구","달성운영센터","의료급여",45,30,5,6,8,11,0,7
"205","대구","달성운영센터","경감",445,406,29,66,168,124,19,13
"206","대구","대구남부운영센터","합계",3866,2339,193,425,966,670,85,637
"207","대구","대구남부운영센터","일반",2490,1467,127,260,604,422,54,383
"208","대구","대구남부운영센터","기초수급",826,403,32,70,158,126,17,216
"209","대구","대구남부운영센터","의료급여",63,42,3,2,21,15,1,12
"210","대구","대구남부운영센터","경감",487,427,31,93,183,107,13,26
"211","대구","대구북부운영센터","합계",6469,3847,308,617,1313,1289,320,1200
"212","대구","대구북부운영센터","일반",4232,2418,196,381,800,823,218,773
"213","대구","대구북부운영센터","기초수급",1267,632,50,103,218,220,41,360
"214","대구","대구북부운영센터","의료급여",106,63,3,8,21,24,7,19
"215","대구","대구북부운영센터","경감",864,734,59,125,274,222,54,48
"216","대구","대구수성운영센터","합계",5917,3226,242,444,928,1189,423,1311
"217","대구","대구수성운영센터","일반",4133,2268,171,293,689,811,304,853
"218","대구","대구수성운영센터","기초수급",1187,482,40,74,106,203,59,401
"219","대구","대구수성운영센터","의료급여",85,44,2,7,15,18,2,21
"220","대구","대구수성운영센터","경감",512,432,29,70,118,157,58,36
"221","인천","인천중부운영센터","합계",3927,2466,159,339,889,911,168,829
"222","인천","인천중부운영센터","일반",2549,1510,93,216,559,535,107,553
"223","인천","인천중부운영센터","기초수급",843,475,26,63,151,197,38,247
"224","인천","인천중부운영센터","의료급여",46,32,3,3,13,12,1,8
"225","인천","인천중부운영센터","경감",489,449,37,57,166,167,22,21
"226","인천","인천남구운영센터","합계",7554,5383,386,844,2114,1876,163,1083
"227","인천","인천남구운영센터","일반",4925,3356,231,516,1353,1136,120,740
"228","인천","인천남구운영센터","기초수급",1408,905,65,146,312,359,23,309
"229","인천","인천남구운영센터","의료급여",84,61,2,9,30,19,1,12
"230","인천","인천남구운영센터","경감",1137,1061,88,173,419,362,19,22
"231","인천","인천연수구운영센터","합계",3587,2347,195,299,782,916,155,580
"232","인천","인천연수구운영센터","일반",2330,1539,139,207,534,551,108,312
"233","인천","인천연수운영센터","기초수급",856,449,22,42,123,232,30,251
"234","인천","인천연수구운영센터","의료급여",39,26,2,2,7,13,2,5
"235","인천","인천연수구운영센터","경감",362,333,32,48,118,120,15,12
"236","인천","인천계양운영센터","합계",4817,3185,225,468,1095,1210,187,776
"237","인천","인천계양운영센터","일반",3111,1869,141,283,640,690,115,574
"238","인천","인천계양운영센터","기초수급",926,610,37,84,207,252,30,167
"239","인천","인천계양운영센터","의료급여",50,32,1,5,7,13,6,7
"240","인천","인천계양운영센터","경감",730,674,46,96,241,255,36,28
"241","인천","인천서구운영센터","합계",6451,4680,291,636,1776,1710,267,727
"242","인천","인천서구운영센터","일반",4228,2885,182,367,1093,1042,201,518
"243","인천","인천서구운영센터","기초수급",1177,819,53,115,296,327,28,185
"244","인천","인천서구운영센터","의료급여",65,41,2,6,23,10,0,11
"245","인천","인천서구운영센터","경감",981,935,54,148,364,331,38,13
"246","인천","강화운영센터","합계",2610,1761,89,283,640,704,45,519
"247","인천","강화운영센터","일반",1774,1180,46,187,438,475,34,342
"248","인천","강화운영센터","기초수급",542,320,27,49,116,125,3,160
"249","인천","강화운영센터","의료급여",21,14,1,3,6,4,0,4
"250","인천","강화운영센터","경감",273,247,15,44,80,100,8,13
"251","인천","인천남동운영센터","합계",8264,5850,459,915,2208,2056,212,1041
"252","인천","인천남동운영센터","일반",5240,3575,290,568,1369,1204,144,644
"253","인천","인천남동운영센터","기초수급",1831,1194,104,154,412,489,35,358
"254","인천","인천남동운영센터","의료급여",109,69,1,10,27,25,6,13
"255","인천","인천남동운영센터","경감",1084,1012,64,183,400,338,27,26
"256","인천","인천부평운영센터","합계",8854,5847,413,798,2107,2228,301,1393
"257","인천","인천부평운영센터","일반",5422,3428,238,448,1263,1281,198,824
"258","인천","인천부평운영센터","기초수급",2197,1313,93,170,411,573,66,520
"259","인천","인천부평운영센터","의료급여",96,61,5,12,18,23,3,14
"260","인천","인천부평운영센터","경감",1139,1045,77,168,415,351,34,35
"261","광주","광주북부운영센터","합계",8773,4811,270,520,1465,2241,315,2215
"262","광주","광주북부운영센터","일반",5751,3111,171,344,975,1406,215,1348
"263","광주","광주북부운영센터","기초수급",1799,729,37,60,196,394,42,757
"264","광주","광주북부운영센터","의료급여",160,86,10,10,25,38,3,33
"265","광주","광주북부운영센터","경감",1063,885,52,106,269,403,55,77
"266","광주","광주서부운영센터","합계",11399,6390,394,682,2037,2848,429,2963
"267","광주","광주서부운영센터","일반",7501,4112,258,440,1301,1820,293,1797
"268","광주","광주서부운영센터","기초수급",2264,995,57,88,303,485,62,980
"269","광주","광주서부운영센터","의료급여",248,154,7,20,54,67,6,52
"270","광주","광주서부운영센터","경감",1386,1129,72,134,379,476,68,134
"271","광주","광주동부운영센터","합계",7892,4334,271,431,1390,1912,330,1956
"272","광주","광주동부운영센터","일반",5488,2884,191,266,912,1278,237,1373
"273","광주","광주동부운영센터","기초수급",1345,620,33,69,187,289,42,476
"274","광주","광주동부운영센터","의료급여",167,91,4,6,34,43,4,41
"275","광주","광주동부운영센터","경감",892,739,43,90,257,302,47,66
"276","대전","대전동부운영센터","합계",8935,5153,361,697,1565,2104,426,1946
"277","대전","대전동부운영센터","일반",5550,3130,217,409,952,1260,292,1127
"278","대전","대전동부운영센터","기초수급",2083,929,61,128,260,427,53,724
"279","대전","대전동부운영센터","의료급여",127,83,9,12,21,35,6,22
"280","대전","대전동부운영센터","경감",1175,1011,74,148,332,382,75,73
"281","대전","대전유성운영센터","합계",4265,2724,228,385,1021,905,185,682
"282","대전","대전유성운영센터","일반",3192,1957,173,284,737,625,138,516
"283","대전","대전유성운영센터","기초수급",536,294,17,40,104,119,14,145
"284","대전","대전유성운영센터","의료급여",70,56,3,9,14,26,4,4
"285","대전","대전유성운영센터","경감",467,417,35,52,166,135,29,17
"286","대전","대전중부운영센터","합계",6092,3931,330,488,1550,1334,229,959
"287","대전","대전중부운영센터","일반",4126,2519,213,314,990,839,163,669
"288","대전","대전중부운영센터","기초수급",1044,613,56,73,220,230,34,233
"289","대전","대전중부운영센터","의료급여",66,45,4,5,19,15,2,9
"290","대전","대전중부운영센터","경감",856,754,57,96,321,250,30,48
"291","대전","대전서부운영센터","합계",7109,4393,263,502,1360,1837,431,1336
"292","대전","대전서부운영센터","일반",5017,2988,178,330,916,1241,323,934
"293","대전","대전서부운영센터","기초수급",1159,585,37,74,171,260,43,358
"294","대전","대전서부운영센터","의료급여",95,55,2,10,21,18,4,14
"295","대전","대전서부운영센터","경감",838,765,46,88,252,318,61,30
"296","울산","울산중부운영센터","합계",4169,2646,222,415,1094,823,92,531
"297","울산","울산중부운영센터","일반",3078,1934,171,309,817,574,63,320
"298","울산","울산중부운영센터","기초수급",684,357,26,46,129,143,13,194
"299","울산","울산중부운영센터","의료급여",38,25,0,3,9,12,1,4
"300","울산","울산중부운영센터","경감",369,330,25,57,139,94,15,13
"301","울산","울산동부운영센터","합계",1451,894,64,140,334,315,41,206
"302","울산","울산동부운영센터","일반",1053,642,49,104,249,209,31,125
"303","울산","울산동부운영센터","기초수급",292,154,8,23,52,63,8,78
"304","울산","울산동부운영센터","의료급여",11,9,1,2,2,4,0,2
"305","울산","울산동부운영센터","경감",95,89,6,11,31,39,2,1
"306","울산","울주운영센터","합계",3434,2130,231,339,811,668,81,494
"307","울산","울주운영센터","일반",2512,1520,178,230,578,470,64,339
"308","울산","울주운영센터","기초수급",581,315,30,54,129,98,4,144
"309","울산","울주운영센터","의료급여",38,23,2,2,8,9,2,6
"310","울산","울주운영센터","경감",303,272,21,53,96,91,11,5
"311","울산","울산남부운영센터","합계",3103,1824,154,268,700,615,87,385
"312","울산","울산남부운영센터","일반",2250,1280,114,187,512,405,62,248
"313","울산","울산남부운영센터","기초수급",554,297,15,40,99,130,13,129
"314","울산","울산남부운영센터","의료급여",41,23,4,2,7,7,3,7
"315","울산","울산남부운영센터","경감",258,224,21,39,82,73,9,1
"316","경기","수원동부운영센터","합계",5424,3494,422,588,1269,1026,189,694
"317","경기","수원동부운영센터","일반",3845,2492,298,437,909,699,149,418
"318","경기","수원동부운영센터","기초수급",939,426,46,47,150,162,21,259
"319","경기","수원동부운영센터","의료급여",54,34,2,9,12,10,1,5
"320","경기","수원동부운영센터","경감",586,542,76,95,198,155,18,12
"321","경기","성남남부운영센터","합계",5997,4150,611,638,1400,1255,246,748
"322","경기","성남남부운영센터","일반",4543,3221,501,523,1058,938,201,433
"323","경기","성남남부운영센터","기초수급",1029,553,54,62,195,212,30,301
"324","경기","성남남부운영센터","의료급여",41,30,3,2,7,17,1,5
"325","경기","성남남부운영센터","경감",384,346,53,51,140,88,14,9
"326","경기","의정부운영센터","합계",8438,6128,407,941,2410,1963,407,1083
"327","경기","의정부운영센터","일반",5112,3484,220,536,1377,1101,250,696
"328","경기","의정부운영센터","기초수급",1740,1181,78,179,441,402,81,333
"329","경기","의정부운영센터","의료급여",89,68,4,13,23,25,3,8
"330","경기","의정부운영센터","경감",1497,1395,105,213,569,435,73,46
"331","경기","부천북부운영센터","합계",9967,6588,514,903,2414,2280,477,1620
"332","경기","부천북부운영센터","일반",6558,4182,326,588,1543,1404,321,1024
"333","경기","부천북부운영센터","기초수급",1833,987,74,122,326,400,65,537
"334","경기","부천북부운영센터","의료급여",134,86,7,9,26,39,5,20
"335","경기","부천북부운영센터","경감",1442,1333,107,184,519,437,86,39
"336","경기","광명운영센터","합계",3985,2472,172,332,825,962,181,653
"337","경기","광명운영센터","일반",2827,1684,113,225,565,645,136,449
"338","경기","광명운영센터","기초수급",664,363,30,43,117,157,16,175
"339","경기","광명운영센터","의료급여",62,36,1,5,16,11,3,12
"340","경기","광명운영센터","경감",432,389,28,59,127,149,26,17
"341","경기","평택운영센터","합계",6155,4243,216,578,1802,1422,225,726
"342","경기","평택운영센터","일반",4355,2909,141,389,1246,967,166,486
"343","경기","평택운영센터","기초수급",976,603,38,76,244,220,25,203
"344","경기","평택운영센터","의료급여",52,28,1,2,14,10,1,10
"345","경기","평택운영센터","경감",772,703,36,111,298,225,33,27
"346","경기","동두천운영센터","합계",3105,1969,176,253,693,594,253,686
"347","경기","동두천운영센터","일반",1893,1118,106,135,393,335,149,442
"348","경기","동두천운영센터","기초수급",653,363,36,50,121,107,49,201
"349","경기","동두천운영센터","의료급여",25,19,1,6,5,6,1,3
"350","경기","동두천운영센터","경감",534,469,33,62,174,146,54,40
"351","경기","연천운영센터","합계",1179,797,34,75,267,287,134,211
"352","경기","연천운영센터","일반",655,406,19,37,141,136,73,125
"353","경기","연천운영센터","기초수급",358,244,8,26,71,93,46,75
"354","경기","연천운영센터","의료급여",18,13,0,2,0,8,3,2
"355","경기","연천운영센터","경감",148,134,7,10,55,50,12,9
"356","경기","안산운영센터","합계",9069,5680,453,694,1992,1899,642,1271
"357","경기","안산운영센터","일반",5721,3398,246,402,1212,1130,408,809
"358","경기","안산운영센터","기초수급",1898,1000,94,100,337,365,104,397
"359","경기","안산운영센터","의료급여",83,48,5,11,16,15,1,16
"360","경기","안산운영센터","경감",1367,1234,108,181,427,389,129,49
"361","경기","과천운영센터","합계",656,446,33,56,173,154,30,82
"362","경기","과천운영센터","일반",514,349,26,41,125,130,27,60
"363","경기","과천운영센터","기초수급",97,59,4,11,27,17,0,21
"364","경기","과천운영센터","의료급여",3,1,0,0,1,0,0,1
"365","경기","과천운영센터","경감",42,37,3,4,20,7,3,0
"366","경기","남양주운영센터","합계",10191,7485,525,1012,2696,2519,733,1075
"367","경기","남양주운영센터","일반",6917,4782,328,636,1751,1570,497,818
"368","경기","남양주운영센터","기초수급",1596,1163,73,144,399,436,111,204
"369","경기","남양주운영센터","의료급여",115,88,7,15,28,28,10,14
"370","경기","남양주운영센터","경감",1563,1452,117,217,518,485,115,39
"371","경기","가평운영센터","합계",1857,1266,118,135,473,433,107,297
"372","경기","가평운영센터","일반",1046,660,35,52,245,251,77,185
"373","경기","가평운영센터","기초수급",570,383,73,59,148,94,9,103
"374","경기","가평운영센터","의료급여",19,14,1,3,4,2,4,1
"375","경기","가평운영센터","경감",222,209,9,21,76,86,17,8
"376","경기","오산운영센터","합계",2125,1494,133,243,541,518,59,262
"377","경기","오산운영센터","일반",1436,993,84,165,377,329,38,160
"378","경기","오산운영센터","기초수급",362,202,21,23,66,84,8,90
"379","경기","오산운영센터","의료급여",25,20,3,4,5,8,0,1
"380","경기","오산운영센터","경감",302,279,25,51,93,97,13,11
"381","경기","군포운영센터","합계",4014,2636,247,383,1037,815,154,598
"382","경기","군포운영센터","일반",2690,1791,162,259,714,544,112,341
"383","경기","군포운영센터","기초수급",779,371,43,45,136,132,15,239
"384","경기","군포운영센터","의료급여",48,29,2,3,9,12,3,8
"385","경기","군포운영센터","경감",497,445,40,76,178,127,24,10
"386","경기","의왕운영센터","합계",2053,1467,154,206,513,508,86,179
"387","경기","의왕운영센터","일반",1542,1064,118,157,370,357,62,139
"388","경기","의왕운영센터","기초수급",231,152,10,19,46,66,11,32
"389","경기","의왕운영센터","의료급여",18,8,0,0,5,3,0,2
"390","경기","의왕운영센터","경감",262,243,26,30,92,82,13,6
"391","경기","하남운영센터","합계",2558,1749,143,273,654,515,164,389
"392","경기","하남운영센터","일반",1803,1208,103,193,443,349,120,271
"393","경기","하남운영센터","기초수급",345,170,14,25,63,57,11,98
"394","경기","하남운영센터","의료급여",25,19,2,1,10,4,2,5
"395","경기","하남운영센터","경감",385,352,24,54,138,105,31,15
"396","경기","파주운영센터","합계",6890,4371,226,469,1370,1708,598,1105
