"","sido","center","type","applicants","total","grade1","grade2","grade3","outer"
"35","서울","양천 운영센터","경감",467,427,36,68,323,18
"36","서울","구로 운영센터","합계",4031,2599,343,622,1634,416
"37","서울","구로 운영센터","일반",3026,1867,261,459,1147,341
"38","서울","구로 운영센터","기초수급",479,243,16,47,180,59
"39","서울","구로 운영센터","의료급여",48,34,5,7,22,6
"40","서울","구로 운영센터","경감",478,455,61,109,285,10
"41","서울","관악 운영센터","합계",4481,2468,246,431,1791,720
"42","서울","관악 운영센터","일반",3133,1668,176,285,1207,517
"43","서울","관악 운영센터","기초수급",919,429,36,69,324,174
"44","서울","관악 운영센터","의료급여",61,29,1,10,18,14
"45","서울","관악 운영센터","경감",368,342,33,67,242,15
"46","서울","서초 운영센터","합계",2702,1798,242,411,1145,341
"47","서울","서초 운영센터","일반",2294,1518,208,348,962,271
"48","서울","서초 운영센터","기초수급",235,119,16,25,78,62
"49","서울","서초 운영센터","의료급여",12,7,0,1,6,4
"50","서울","서초 운영센터","경감",161,154,18,37,99,4
"51","서울","송파 운영센터","합계",4602,3000,354,587,2059,561
"52","서울","송파 운영센터","일반",3612,2273,283,458,1532,455
"53","서울","송파 운영센터","기초수급",546,318,30,53,235,89
"54","서울","송파 운영센터","의료급여",41,26,4,4,18,6
"55","서울","송파 운영센터","경감",403,383,37,72,274,11
"56","서울","마포 운영센터","합계",3336,1971,209,350,1412,502
"57","서울","마포 운영센터","일반",2531,1458,166,273,1019,370
"58","서울","마포 운영센터","기초수급",454,210,9,29,172,110
"59","서울","마포 운영센터","의료급여",38,22,5,6,11,4
"60","서울","마포 운영센터","경감",313,281,29,42,210,18
"61","서울","종로 운영센터","합계",1662,1016,147,265,604,194
"62","서울","종로 운영센터","일반",1275,789,122,203,464,130
"63","서울","종로 운영센터","기초수급",267,122,14,29,79,59
"64","서울","종로 운영센터","의료급여",16,7,1,2,4,3
"65","서울","종로 운영센터","경감",104,98,10,31,57,2
"66","서울","용산 운영센터","합계",2130,1329,204,325,800,190
"67","서울","용산 운영센터","일반",1561,996,165,250,581,129
"68","서울","용산 운영센터","기초수급",365,143,17,23,103,60
"69","서울","용산 운영센터","의료급여",20,10,0,2,8,0
"70","서울","용산 운영센터","경감",184,180,22,50,108,1
"71","서울","성동 운영센터","합계",2454,1552,211,317,1024,273
"72","서울","성동 운영센터","일반",1821,1123,164,228,731,216
"73","서울","성동 운영센터","기초수급",383,195,15,33,147,50
"74","서울","성동 운영센터","의료급여",30,21,4,4,13,2
"75","서울","성동 운영센터","경감",220,213,28,52,133,5
"76","서울","중랑 운영센터","합계",4112,2817,367,618,1832,530
"77","서울","중랑 운영센터","일반",2650,1734,206,387,1141,315
"78","서울","중랑 운영센터","기초수급",981,644,111,133,400,194
"79","서울","중랑 운영센터","의료급여",42,29,3,7,19,8
"80","서울","중랑 운영센터","경감",439,410,47,91,272,13
"81","서울","강북 운영센터","합계",3766,2090,242,408,1440,728
"82","서울","강북 운영센터","일반",2577,1321,144,276,901,533
"83","서울","강북 운영센터","기초수급",772,389,50,58,281,178
"84","서울","강북 운영센터","의료급여",42,26,3,7,16,5
"85","서울","강북 운영센터","경감",375,354,45,67,242,12
"86","서울","도봉 운영센터","합계",4349,2663,361,538,1764,649
"87","서울","도봉 운영센터","일반",3327,1924,266,409,1249,504
"88","서울","도봉 운영센터","기초수급",499,259,38,41,180,121
"89","서울","도봉 운영센터","의료급여",46,31,5,6,20,8
"90","서울","도봉 운영센터","경감",477,449,52,82,315,16
"91","서울","은평 운영센터","합계",5378,3519,411,750,2358,740
"92","서울","은평 운영센터","일반",3887,2453,302,503,1648,526
"93","서울","은평 운영센터","기초수급",930,547,55,123,369,194
"94","서울","은평 운영센터","의료급여",58,42,8,6,28,8
"95","서울","은평 운영센터","경감",503,477,46,118,313,12
"96","서울","강서 운영센터","합계",6101,3956,437,704,2815,1031
"97","서울","강서 운영센터","일반",3863,2397,280,467,1650,640
"98","서울","강서 운영센터","기초수급",1523,909,81,126,702,351
"99","서울","강서 운영센터","의료급여",81,54,5,6,43,14
"100","서울","강서 운영센터","경감",634,596,71,105,420,26
"101","서울","금천 운영센터","합계",2732,1610,160,333,1117,409
"102","서울","금천 운영센터","일반",1751,993,105,219,669,276
"103","서울","금천 운영센터","기초수급",635,303,14,48,241,118
"104","서울","금천 운영센터","의료급여",31,19,1,2,16,4
"105","서울","금천 운영센터","경감",315,295,40,64,191,11
"106","서울","동작 운영센터","합계",3457,2283,298,479,1506,366
"107","서울","동작 운영센터","일반",2475,1587,212,330,1045,261
"108","서울","동작 운영센터","기초수급",599,344,38,65,241,96
"109","서울","동작 운영센터","의료급여",44,29,2,7,20,5
"110","서울","동작 운영센터","경감",339,323,46,77,200,4
"111","서울","강남 운영센터","합계",3710,2057,254,301,1502,660
"112","서울","강남 운영센터","일반",2638,1432,183,229,1020,420
"113","서울","강남 운영센터","기초수급",809,416,53,44,319,211
"114","서울","강남 운영센터","의료급여",50,25,2,7,16,12
"115","서울","강남 운영센터","경감",213,184,16,21,147,17
"116","서울","강동 운영센터","합계",4265,2741,422,570,1749,593
"117","서울","강동 운영센터","일반",3387,2140,356,436,1348,457
"118","서울","강동 운영센터","기초수급",459,216,12,30,174,117
"119","서울","강동 운영센터","의료급여",44,26,5,6,15,13
"120","서울","강동 운영센터","경감",375,359,49,98,212,6
"121","서울","중구 운영센터","합계",1205,550,67,93,390,317
"122","서울","중구 운영센터","일반",845,399,47,65,287,207
"123","서울","중구 운영센터","기초수급",277,83,9,12,62,99
"124","서울","중구 운영센터","의료급여",17,9,1,0,8,6
"125","서울","중구 운영센터","경감",66,59,10,16,33,5
"126","부산","부산진구 운영센터","합계",4495,2261,222,378,1661,1265
"127","부산","부산진구 운영센터","일반",3192,1592,164,289,1139,842
"128","부산","부산진구 운영센터","기초수급",855,291,25,39,227,377
"129","부산","부산진구 운영센터","의료급여",58,30,2,3,25,18
"130","부산","부산진구 운영센터","경감",390,348,31,47,270,28
"131","부산","부산중부 운영센터","합계",4928,2242,178,420,1644,1298
"132","부산","부산중부 운영센터","일반",3008,1370,103,260,1007,760
"133","부산","부산중부 운영센터","기초수급",1471,519,47,82,390,486
"134","부산","부산중부 운영센터","의료급여",64,32,3,8,21,13
"135","부산","부산중부 운영센터","경감",385,321,25,70,226,39
"136","부산","부산사하 운영센터","합계",4099,1882,188,344,1350,820
"137","부산","부산사하 운영센터","일반",2610,1146,109,209,828,494
"138","부산","부산사하 운영센터","기초수급",1145,442,51,84,307,302
"139","부산","부산사하 운영센터","의료급여",34,18,4,4,10,6
"140","부산","부산사하 운영센터","경감",310,276,24,47,205,18
"141","부산","부산동래 운영센터","합계",3359,1704,117,283,1304,796
"142","부산","부산동래 운영센터","일반",2562,1214,85,203,926,605
"143","부산","부산동래 운영센터","기초수급",486,219,15,33,171,173
"144","부산","부산동래 운영센터","의료급여",38,26,0,5,21,4
"145","부산","부산동래 운영센터","경감",273,245,17,42,186,14
"146","부산","부산사상 운영센터","합계",2606,1092,129,235,728,647
"147","부산","부산사상 운영센터","일반",1676,670,74,153,443,407
"148","부산","부산사상 운영센터","기초수급",730,268,29,53,186,219
"149","부산","부산사상 운영센터","의료급여",39,9,0,0,9,13
"150","부산","부산사상 운영센터","경감",161,145,26,29,90,8
"151","부산","부산남부 운영센터","합계",6027,2808,278,466,2064,1326
"152","부산","부산남부 운영센터","일반",4461,1947,205,324,1418,1008
"153","부산","부산남부 운영센터","기초수급",952,340,29,56,255,268
"154","부산","부산남부 운영센터","의료급여",79,41,3,6,32,19
"155","부산","부산남부 운영센터","경감",535,480,41,80,359,31
"156","부산","기장 운영센터","합계",2193,1273,155,251,867,415
"157","부산","기장 운영센터","일반",1493,846,101,169,576,278
"158","부산","기장 운영센터","기초수급",447,209,29,37,143,118
"159","부산","기장 운영센터","의료급여",23,11,2,4,5,6
"160","부산","기장 운영센터","경감",230,207,23,41,143,13
"161","부산","부산연제 운영센터","합계",2519,1183,110,197,876,679
"162","부산","부산연제 운영센터","일반",1910,849,78,142,629,508
"163","부산","부산연제 운영센터","기초수급",387,143,14,17,112,154
"164","부산","부산연제 운영센터","의료급여",16,3,0,2,1,6
"165","부산","부산연제 운영센터","경감",206,188,18,36,134,11
"166","부산","부산서부 운영센터","합계",1974,921,96,169,656,489
"167","부산","부산서부 운영센터","일반",1260,548,56,99,393,317
"168","부산","부산서부 운영센터","기초수급",526,223,25,38,160,147
"169","부산","부산서부 운영센터","의료급여",27,11,0,4,7,10
"170","부산","부산서부 운영센터","경감",161,139,15,28,96,15
"171","부산","부산금정 운영센터","합계",3564,1695,191,377,1127,812
"172","부산","부산금정 운영센터","일반",2538,1160,121,245,794,538
"173","부산","부산금정 운영센터","기초수급",728,292,42,83,167,240
"174","부산","부산금정 운영센터","의료급여",43,23,2,4,17,11
"175","부산","부산금정 운영센터","경감",255,220,26,45,149,23
"176","부산","부산북부 운영센터","합계",4155,1753,140,345,1268,1036
"177","부산","부산북부 운영센터","일반",2523,1133,85,228,820,621
"178","부산","부산북부 운영센터","기초수급",1304,352,30,66,256,391
"179","부산","부산북부 운영센터","의료급여",66,26,2,4,20,15
"180","부산","부산북부 운영센터","경감",262,242,23,47,172,9
"181","부산","해운대 운영센터","합계",4786,2102,175,344,1583,1140
"182","부산","해운대 운영센터","일반",3327,1393,118,233,1042,754
"183","부산","해운대 운영센터","기초수급",1043,377,27,58,292,346
"184","부산","해운대 운영센터","의료급여",75,35,6,8,21,16
"185","부산","해운대 운영센터","경감",341,297,24,45,228,24
"186","대구","대구달서 운영센터","합계",5771,3109,251,590,2268,1222
"187","대구","대구달서 운영센터","일반",3730,1993,166,404,1423,783
"188","대구","대구달서 운영센터","기초수급",1340,546,42,89,415,378
"189","대구","대구달서 운영센터","의료급여",120,62,7,10,45,23
"190","대구","대구달서 운영센터","경감",581,508,36,87,385,38
"191","대구","대구중부 운영센터","합계",4257,2263,243,475,1545,1116
"192","대구","대구중부 운영센터","일반",2801,1426,160,303,963,727
"193","대구","대구중부 운영센터","기초수급",908,372,40,75,257,338
"194","대구","대구중부 운영센터","의료급여",75,35,6,7,22,20
"195","대구","대구중부 운영센터","경감",473,430,37,90,303,31
"196","대구","대구동부 운영센터","합계",5089,2878,283,507,2088,1195
"197","대구","대구동부 운영센터","일반",3312,1744,159,316,1269,797
"198","대구","대구동부 운영센터","기초수급",1171,619,78,104,437,344
"199","대구","대구동부 운영센터","의료급여",99,56,3,8,45,23
"200","대구","대구동부 운영센터","경감",507,459,43,79,337,31
"201","대구","달성 운영센터","합계",2503,1600,200,345,1055,484
"202","대구","달성 운영센터","일반",1714,1020,106,215,699,364
"203","대구","달성 운영센터","기초수급",486,300,50,69,181,109
"204","대구","달성 운영센터","의료급여",17,8,1,1,6,3
"205","대구","달성 운영센터","경감",286,272,43,60,169,8
"206","대구","대구남부 운영센터","합계",2840,1600,196,324,1080,611
"207","대구","대구남부 운영센터","일반",1882,1021,122,214,685,391
"208","대구","대구남부 운영센터","기초수급",588,264,34,56,174,187
"209","대구","대구남부 운영센터","의료급여",62,37,7,1,29,16
"210","대구","대구남부 운영센터","경감",308,278,33,53,192,17
"211","대구","대구북부 운영센터","합계",4821,2611,240,625,1746,1092
"212","대구","대구북부 운영센터","일반",3193,1658,155,419,1084,716
"213","대구","대구북부 운영센터","기초수급",989,422,36,86,300,321
"214","대구","대구북부 운영센터","의료급여",70,36,5,5,26,18
"215","대구","대구북부 운영센터","경감",569,495,44,115,336,37
"216","대구","대구수성 운영센터","합계",4536,2145,193,415,1537,1221
"217","대구","대구수성 운영센터","일반",3159,1457,129,262,1066,873
"218","대구","대구수성 운영센터","기초수급",982,367,40,73,254,304
"219","대구","대구수성 운영센터","의료급여",82,35,3,10,22,26
"220","대구","대구수성 운영센터","경감",313,286,21,70,195,18
"221","인천","인천중부 운영센터","합계",3361,1879,135,389,1355,850
"222","인천","인천중부 운영센터","일반",2250,1198,88,260,850,592
"223","인천","인천중부 운영센터","기초수급",716,330,21,52,257,230
"224","인천","인천중부 운영센터","의료급여",31,19,1,4,14,3
"225","인천","인천중부 운영센터","경감",364,332,25,73,234,25
"226","인천","인천남구 운영센터","합계",5819,3625,355,703,2567,1195
"227","인천","인천남구 운영센터","일반",4084,2393,231,463,1699,889
"228","인천","인천남구 운영센터","기초수급",975,533,55,106,372,273
"229","인천","인천남구 운영센터","의료급여",53,35,6,2,27,10
"230","인천","인천남구 운영센터","경감",707,664,63,132,469,23
"231","인천","인천연수구 운영센터","합계",2725,1579,178,297,1104,599
"232","인천","인천연수구 운영센터","일반",1798,1070,136,219,715,347
"233","인천","인천연수구 운영센터","기초수급",663,282,21,35,226,228
"234","인천","인천연수구 운영센터","의료급여",38,20,2,2,16,12
"235","인천","인천연수구 운영센터","경감",226,207,19,41,147,12
"236","인천","인천계양 운영센터","합계",3703,2264,221,458,1585,745
"237","인천","인천계양 운영센터","일반",2634,1514,153,302,1059,547
"238","인천","인천계양 운영센터","기초수급",585,316,26,67,223,160
"239","인천","인천계양 운영센터","의료급여",40,24,1,7,16,10
"240","인천","인천계양 운영센터","경감",444,410,41,82,287,28
"241","인천","인천서구 운영센터","합계",4495,2865,279,531,2055,745
"242","인천","인천서구 운영센터","일반",3199,1886,188,348,1350,565
"243","인천","인천서구 운영센터","기초수급",697,436,39,72,325,146
"244","인천","인천서구 운영센터","의료급여",50,30,3,4,23,11
"245","인천","인천서구 운영센터","경감",549,513,49,107,357,23
"246","인천","강화 운영센터","합계",2212,1388,94,344,950,562
"247","인천","강화 운영센터","일반",1472,898,59,233,606,364
"248","인천","강화 운영센터","기초수급",505,265,23,47,195,192
"249","인천","강화 운영센터","의료급여",9,7,0,1,6,0
"250","인천","강화 운영센터","경감",226,218,12,63,143,6
"251","인천","인천남동 운영센터","합계",5712,3733,358,740,2635,1018
"252","인천","인천남동 운영센터","일반",3861,2439,223,499,1717,660
"253","인천","인천남동 운영센터","기초수급",1176,685,72,125,488,316
"254","인천","인천남동 운영센터","의료급여",63,34,2,7,25,15
"255","인천","인천남동 운영센터","경감",612,575,61,109,405,27
"256","인천","인천부평 운영센터","합계",7227,4369,384,778,3207,1573
"257","인천","인천부평 운영센터","일반",4737,2743,252,478,2013,1017
"258","인천","인천부평 운영센터","기초수급",1646,875,71,154,650,495
"259","인천","인천부평 운영센터","의료급여",74,38,2,10,26,18
"260","인천","인천부평 운영센터","경감",770,713,59,136,518,43
"261","광주","광주북부 운영센터","합계",6407,2965,249,470,2246,1946
"262","광주","광주북부 운영센터","일반",4319,1922,165,320,1437,1288
"263","광주","광주북부 운영센터","기초수급",1366,465,34,68,363,574
"264","광주","광주북부 운영센터","의료급여",140,76,10,9,57,31
"265","광주","광주북부 운영센터","경감",582,502,40,73,389,53
"266","광주","광주서부 운영센터","합계",8792,4180,368,685,3127,2532
"267","광주","광주서부 운영센터","일반",6039,2789,242,448,2099,1648
"268","광주","광주서부 운영센터","기초수급",1792,659,58,114,487,748
"269","광주","광주서부 운영센터","의료급여",179,87,9,14,64,50
"270","광주","광주서부 운영센터","경감",782,645,59,109,477,86
"271","광주","광주동부 운영센터","합계",6384,3179,205,474,2500,1957
"272","광주","광주동부 운영센터","일반",4453,2094,128,302,1664,1363
"273","광주","광주동부 운영센터","기초수급",1222,515,40,73,402,506
"274","광주","광주동부 운영센터","의료급여",132,68,2,17,49,42
"275","광주","광주동부 운영센터","경감",577,502,35,82,385,46
"276","대전","대전동부 운영센터","합계",7151,3862,315,695,2852,1741
"277","대전","대전동부 운영센터","일반",4619,2424,193,419,1812,1070
"278","대전","대전동부 운영센터","기초수급",1653,685,51,130,504,596
"279","대전","대전동부 운영센터","의료급여",116,68,5,13,50,24
"280","대전","대전동부 운영센터","경감",763,685,66,133,486,51
"281","대전","대전유성 운영센터","합계",3137,1927,215,362,1350,624
"282","대전","대전유성 운영센터","일반",2426,1463,166,289,1008,459
"283","대전","대전유성 운영센터","기초수급",392,190,16,31,143,143
"284","대전","대전유성 운영센터","의료급여",46,28,2,7,19,5
"285","대전","대전유성 운영센터","경감",273,246,31,35,180,17
"286","대전","대전중부 운영센터","합계",4847,2916,287,551,2078,820
"287","대전","대전중부 운영센터","일반",3486,1989,203,399,1387,594
"288","대전","대전중부 운영센터","기초수급",736,368,35,47,286,189
"289","대전","대전중부 운영센터","의료급여",65,41,7,7,27,13
"290","대전","대전중부 운영센터","경감",560,518,42,98,378,24
"291","대전","대전서부 운영센터","합계",5813,3411,317,571,2523,1149
"292","대전","대전서부 운영센터","일반",4334,2441,227,406,1808,876
"293","대전","대전서부 운영센터","기초수급",859,417,43,69,305,245
"294","대전","대전서부 운영센터","의료급여",68,37,3,6,28,13
"295","대전","대전서부 운영센터","경감",552,516,44,90,382,15
"296","울산","울산중부 운영센터","합계",3131,1657,153,317,1187,574
"297","울산","울산중부 운영센터","일반",2300,1211,110,237,864,378
"298","울산","울산중부 운영센터","기초수급",589,241,17,40,184,178
"299","울산","울산중부 운영센터","의료급여",28,13,0,3,10,4
"300","울산","울산중부 운영센터","경감",214,192,26,37,129,14
"301","울산","울산동부 운영센터","합계",1173,566,44,113,409,263
"302","울산","울산동부 운영센터","일반",850,412,33,93,286,166
"303","울산","울산동부 운영센터","기초수급",245,83,4,9,70,93
"304","울산","울산동부 운영센터","의료급여",15,11,1,2,8,1
"305","울산","울산동부 운영센터","경감",63,60,6,9,45,3
"306","울산","울주 운영센터","합계",2607,1474,152,267,1055,505
"307","울산","울주 운영센터","일반",1885,1018,102,184,732,362
"308","울산","울주 운영센터","기초수급",491,254,29,47,178,126
"309","울산","울주 운영센터","의료급여",26,10,2,1,7,7
"310","울산","울주 운영센터","경감",205,192,19,35,138,10
"311","울산","울산남부 운영센터","합계",2201,1029,94,156,779,392
"312","울산","울산남부 운영센터","일반",1669,807,77,125,605,248
"313","울산","울산남부 운영센터","기초수급",384,105,8,9,88,131
"314","울산","울산남부 운영센터","의료급여",30,12,0,3,9,7
"315","울산","울산남부 운영센터","경감",118,105,9,19,77,6
"316","경기","수원동부 운영센터","합계",3738,2090,270,414,1406,656
"317","경기","수원동부 운영센터","일반",2663,1543,212,309,1022,404
"318","경기","수원동부 운영센터","기초수급",714,224,25,37,162,241
"319","경기","수원동부 운영센터","의료급여",44,23,1,4,18,7
"320","경기","수원동부 운영센터","경감",317,300,32,64,204,4
"321","경기","성남남부 운영센터","합계",4512,2803,475,588,1740,574
"322","경기","성남남부 운영센터","일반",3467,2198,404,471,1323,400
"323","경기","성남남부 운영센터","기초수급",716,321,39,50,232,153
"324","경기","성남남부 운영센터","의료급여",45,20,3,3,14,10
"325","경기","성남남부 운영센터","경감",284,264,29,64,171,11
"326","경기","의정부 운영센터","합계",6121,3849,299,708,2842,1183
"327","경기","의정부 운영센터","일반",4043,2425,191,433,1801,802
"328","경기","의정부 운영센터","기초수급",1228,660,43,114,503,332
"329","경기","의정부 운영센터","의료급여",71,37,3,9,25,17
"330","경기","의정부 운영센터","경감",779,727,62,152,513,32
"331","경기","안양동안 운영센터","합계",2830,1710,163,350,1197,437
"332","경기","안양동안 운영센터","일반",2205,1301,120,284,897,341
"333","경기","안양동안 운영센터","기초수급",323,128,11,22,95,88
"334","경기","안양동안 운영센터","의료급여",31,20,2,4,14,4
"335","경기","안양동안 운영센터","경감",271,261,30,40,191,4
"336","경기","부천북부 운영센터","합계",8041,5043,425,866,3752,1611
"337","경기","부천북부 운영센터","일반",5598,3400,285,602,2513,1114
"338","경기","부천북부 운영센터","기초수급",1328,636,48,94,494,447
"339","경기","부천북부 운영센터","의료급여",108,62,5,8,49,18
"340","경기","부천북부 운영센터","경감",1007,945,87,162,696,32
"341","경기","광명 운영센터","합계",3109,1708,150,245,1313,634
"342","경기","광명 운영센터","일반",2253,1167,113,172,882,461
"343","경기","광명 운영센터","기초수급",510,237,13,30,194,153
"344","경기","광명 운영센터","의료급여",46,24,1,5,18,6
"345","경기","광명 운영센터","경감",300,280,23,38,219,14
"346","경기","평택 운영센터","합계",4412,2591,193,456,1942,867
"347","경기","평택 운영센터","일반",3246,1838,138,323,1377,623
"348","경기","평택 운영센터","기초수급",756,391,27,61,303,217
"349","경기","평택 운영센터","의료급여",42,23,3,4,16,9
"350","경기","평택 운영센터","경감",368,339,25,68,246,18
"351","경기","동두천 운영센터","합계",2651,1674,155,271,1248,589
"352","경기","동두천 운영센터","일반",1691,1008,106,174,728,391
"353","경기","동두천 운영센터","기초수급",553,295,23,38,234,169
"354","경기","동두천 운영센터","의료급여",23,17,1,4,12,4
"355","경기","동두천 운영센터","경감",384,354,25,55,274,25
"356","경기","연천 운영센터","합계",974,568,41,82,445,251
"357","경기","연천 운영센터","일반",573,316,18,48,250,152
"358","경기","연천 운영센터","기초수급",294,161,18,19,124,89
"359","경기","연천 운영센터","의료급여",13,7,0,1,6,4
"360","경기","연천 운영센터","경감",94,84,5,14,65,6
"361","경기","안산 운영센터","합계",7293,3912,370,665,2877,1457
"362","경기","안산 운영센터","일반",4984,2547,225,419,1903,1022
"363","경기","안산 운영센터","기초수급",1458,615,69,89,457,382
"364","경기","안산 운영센터","의료급여",56,32,2,7,23,11
"365","경기","안산 운영센터","경감",795,718,74,150,494,42
"366","경기","과천 운영센터","합계",581,368,44,63,261,105
"367","경기","과천 운영센터","일반",461,290,36,44,210,76
"368","경기","과천 운영센터","기초수급",89,48,5,11,32,28
"369","경기","과천 운영센터","의료급여",2,1,0,0,1,1
"370","경기","과천 운영센터","경감",29,29,3,8,18,0
"371","경기","남양주 운영센터","합계",6366,3981,361,864,2756,1062
"372","경기","남양주 운영센터","일반",4649,2749,254,598,1897,813
"373","경기","남양주 운영센터","기초수급",885,480,39,97,344,211
"374","경기","남양주 운영센터","의료급여",61,40,3,7,30,10
"375","경기","남양주 운영센터","경감",771,712,65,162,485,28
"376","경기","가평 운영센터","합계",1567,939,131,170,638,341
"377","경기","가평 운영센터","일반",802,414,40,70,304,187
"378","경기","가평 운영센터","기초수급",620,402,82,78,242,141
"379","경기","가평 운영센터","의료급여",17,10,1,2,7,4
"380","경기","가평 운영센터","경감",128,113,8,20,85,9
"381","경기","오산 운영센터","합계",1563,914,104,166,644,328
"382","경기","오산 운영센터","일반",1114,636,77,117,442,216
"383","경기","오산 운영센터","기초수급",250,98,10,14,74,102
"384","경기","오산 운영센터","의료급여",26,18,1,5,12,5
"385","경기","오산 운영센터","경감",173,162,16,30,116,5
"386","경기","군포 운영센터","합계",2885,1584,154,336,1094,599
"387","경기","군포 운영센터","일반",2011,1174,117,255,802,338
"388","경기","군포 운영센터","기초수급",556,146,11,24,111,241
"389","경기","군포 운영센터","의료급여",37,16,0,4,12,8
"390","경기","군포 운영센터","경감",281,248,26,53,169,12
"391","경기","의왕 운영센터","합계",1615,958,162,186,610,208
"392","경기","의왕 운영센터","일반",1270,728,127,141,460,164
"393","경기","의왕 운영센터","기초수급",166,74,7,11,56,34
"394","경기","의왕 운영센터","의료급여",18,10,3,0,7,3
"395","경기","의왕 운영센터","경감",161,146,25,34,87,7
"396","경기","하남 운영센터","합계",1700,1092,117,260,715,349
"397","경기","하남 운영센터","일반",1215,769,92,193,484,249
"398","경기","하남 운영센터","기초수급",267,120,12,27,81,90
"399","경기","하남 운영센터","의료급여",11,7,0,2,5,2
"400","경기","하남 운영센터","경감",207,196,13,38,145,8
"401","경기","용인 운영센터","합계",9463,6384,932,1279,4173,1020
"402","경기","용인 운영센터","일반",7557,5040,750,1029,3261,838
"403","경기","용인 운영센터","기초수급",909,406,45,68,293,161
"404","경기","용인 운영센터","의료급여",62,41,4,8,29,7
"405","경기","용인 운영센터","경감",935,897,133,174,590,14
"406","경기","파주 운영센터","합계",5097,2876,218,468,2190,1110
"407","경기","파주 운영센터","일반",3525,1887,142,315,1430,781
"408","경기","파주 운영센터","기초수급",970,455,35,71,349,294
"409","경기","파주 운영센터","의료급여",52,30,2,1,27,8
"410","경기","파주 운영센터","경감",550,504,39,81,384,27
"411","경기","이천 운영센터","합계",3009,1800,168,316,1316,613
"412","경기","이천 운영센터","일반",2091,1197,114,202,881,423
"413","경기","이천 운영센터","기초수급",541,243,24,46,173,181
"414","경기","이천 운영센터","의료급여",26,19,1,2,16,4
"415","경기","이천 운영센터","경감",351,341,29,66,246,5
"416","경기","김포 운영센터","합계",2834,1807,141,331,1335,553
"417","경기","김포 운영센터","일반",2076,1254,105,234,915,418
"418","경기","김포 운영센터","기초수급",447,264,12,49,203,124
"419","경기","김포 운영센터","의료급여",28,20,1,4,15,5
"420","경기","김포 운영센터","경감",283,269,23,44,202,6
"421","경기","화성 운영센터","합계",4666,3100,289,619,2192,588
"422","경기","화성 운영센터","일반",3470,2221,222,429,1570,452
"423","경기","화성 운영센터","기초수급",663,376,34,75,267,118
"424","경기","화성 운영센터","의료급여",38,23,0,7,16,8
"425","경기","화성 운영센터","경감",495,480,33,108,339,10
"426","경기","경기광주 운영센터","합계",2832,1784,191,382,1211,427
"427","경기","경기광주 운영센터","일반",2046,1248,133,265,850,334
"428","경기","경기광주 운영센터","기초수급",436,213,27,40,146,83
"429","경기","경기광주 운영센터","의료급여",28,17,5,6,6,2
"430","경기","경기광주 운영센터","경감",322,306,26,71,209,8
"431","경기","포천 운영센터","합계",3633,2102,189,377,1536,778
"432","경기","포천 운영센터","일반",2319,1310,122,240,948,470
"433","경기","포천 운영센터","기초수급",828,353,32,63,258,277
"434","경기","포천 운영센터","의료급여",33,20,1,1,18,7
"435","경기","포천 운영센터","경감",453,419,34,73,312,24
"436","경기","양평 운영센터","합계",2332,1550,128,304,1118,400
